split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,4208,4137,3863,3484,3133,7773,4029
val,4147,4073,3937,3646,3288,7785,3686
test,4154,4152,3936,3577,3176,7753,3825
