split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,4091,6080,9878,15849,25115,19675,9662
val,4093,6244,9894,16064,25972,19789,9902
test,4175,6274,10019,15967,25496,19850,9993
