run_type,algorithm,subset_id,subset_clients,graph_id,dataset_id,num_clients,client_fraction,out_csv,ckpt_path,rounds,local_epochs,selection_metric,mcw,num_layers,lr,weight_decay,dropout,hidden_dim,use_ego_ids,batch_size,seed,model_tag
local,local,,135|339,135,data_4000_3_10.5_chordal,1,1.0,andrea/runs/data_4000_3_10.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_3_10.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,135|339,339,data_4000_3_8.0_chordal,1,1.0,andrea/runs/data_4000_3_8.0_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_3_8.0_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
fedavg,fedavg,135|339,135|339,all,data_4000_3_10.5_chordal|data_4000_3_8.0_chordal,2,1.0,andrea/runs/fedavg135|339_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/fedavg135|339_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,98|632,98,data_4000_4_10_chordal,1,1.0,andrea/runs/data_4000_4_10_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_4_10_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,98|632,632,data_4000_4_11_chordal,1,1.0,andrea/runs/data_4000_4_11_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_4_11_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
fedavg,fedavg,98|632,98|632,all,data_4000_4_10_chordal|data_4000_4_11_chordal,2,1.0,andrea/runs/fedavg98|632_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/fedavg98|632_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,482|568,482,data_4000_3_10_chordal,1,1.0,andrea/runs/data_4000_3_10_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_3_10_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,482|568,568,data_4000_3_9.5_chordal,1,1.0,andrea/runs/data_4000_3_9.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_3_9.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
fedavg,fedavg,482|568,482|568,all,data_4000_3_10_chordal|data_4000_3_9.5_chordal,2,1.0,andrea/runs/fedavg482|568_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/fedavg482|568_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,183|300,183,data_4000_4_9.5_chordal,1,1.0,andrea/runs/data_4000_4_9.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_4_9.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,183|300,300,data_4000_4_9_chordal,1,1.0,andrea/runs/data_4000_4_9_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_4_9_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
fedavg,fedavg,183|300,183|300,all,data_4000_4_9.5_chordal|data_4000_4_9_chordal,2,1.0,andrea/runs/fedavg183|300_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/fedavg183|300_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,339|568,339,data_4000_3_8.0_chordal,1,1.0,andrea/runs/data_4000_3_8.0_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_3_8.0_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,339|568,568,data_4000_3_9.5_chordal,1,1.0,andrea/runs/data_4000_3_9.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_4000_3_9.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
fedavg,fedavg,339|568,339|568,all,data_4000_3_8.0_chordal|data_4000_3_9.5_chordal,2,1.0,andrea/runs/fedavg339|568_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/fedavg339|568_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,341|859,341,data_2000_5_5.0_chordal,1,1.0,andrea/runs/data_2000_5_5.0_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_2000_5_5.0_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,341|859,859,data_2000_4_1.5_chordal,1,1.0,andrea/runs/data_2000_4_1.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_2000_4_1.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
fedavg,fedavg,341|859,341|859,all,data_2000_5_5.0_chordal|data_2000_4_1.5_chordal,2,1.0,andrea/runs/fedavg341|859_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/fedavg341|859_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,415|859,415,data_2000_5_4.5_chordal,1,1.0,andrea/runs/data_2000_5_4.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_2000_5_4.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
local,local,,415|859,859,data_2000_4_1.5_chordal,1,1.0,andrea/runs/data_2000_4_1.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/data_2000_4_1.5_chordal_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
fedavg,fedavg,415|859,415|859,all,data_2000_5_4.5_chordal|data_2000_4_1.5_chordal,2,1.0,andrea/runs/fedavg415|859_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.csv,andrea/runs/fedavg415|859_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64
