timestamp_iso,parameter_values,n_runs,seeds,macro_mean_pct,deg-in_mean_pct,deg-out_mean_pct,fan-in_mean_pct,fan-out_mean_pct,C2_mean_pct,C3_mean_pct,C4_mean_pct,C5_mean_pct,C6_mean_pct,S-G_mean_pct,B-C_mean_pct,deg-in_std_pct,deg-out_std_pct,fan-in_std_pct,fan-out_std_pct,C2_std_pct,C3_std_pct,C4_std_pct,C5_std_pct,C6_std_pct,S-G_std_pct,B-C_std_pct,runtime
2026-01-30T16:00:05,"PNA reverse MP with mini-batch training, port numbers=True, & ego IDs=True, neigh=[10, 4], seeds=[0, 1, 2], weighting=None",3,"0,1,2",81.01,100.0,99.98,99.99,99.99,74.6,57.84,74.58,72.61,75.82,67.94,67.77,0.0,0.01,0.01,0.01,32.38,1.5,0.34,0.82,1.04,1.21,0.74,00:37:11
2026-01-30T16:27:59,"PNA reverse MP with mini-batch training, port numbers=True, & ego IDs=True, neigh=[10, 4], seeds=[0, 1, 2], weighting=Auto",3,"0,1,2",84.04,100.0,99.97,99.99,99.99,97.62,63.94,75.68,73.67,73.3,68.99,71.34,0.0,0.05,0.01,0.01,0.24,0.03,0.26,0.26,1.15,0.24,0.34,00:39:33
2026-01-29T19:34:27,"PNA reverse MP with mini-batch training, port numbers=True, & ego IDs=True, neigh=[10, 10, 10, 10, 5, 5], seeds=[0, 1, 2], weighting=Auto",3,"0,1,2",95.52,99.98,99.99,99.97,100.0,99.21,98.94,98.38,87.12,72.83,97.13,97.19,0.02,0.02,0.03,0.0,0.26,0.02,0.1,10.18,1.27,0.33,0.46,02:53:09
2026-01-29T16:27:49,"PNA reverse MP with mini-batch training, port numbers=True, & ego IDs=True, neigh=[15, 15, 10, 10, 5, 5], seeds=[0, 1, 2], weighting=Auto",3,"0,1,2",95.16,99.92,99.98,99.99,100.0,99.42,98.92,98.39,81.07,74.39,97.45,97.19,0.12,0.02,0.01,0.0,0.1,0.14,0.11,9.35,2.22,0.7,0.38,02:54:10
