split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,1065,1312,1857,2676,3971,3840,1883
val,1052,1356,1932,2728,3960,3687,1942
test,1014,1366,1871,2752,3932,3703,1846
