run_type,algorithm,subset_id,subset_clients,graph_id,dataset_id,num_clients,client_fraction,out_csv,ckpt_path,clusters_csv_path,rounds,local_epochs,warmup_rounds,min_cluster_size,min_child_size,grad_seq_len,eps1_quantile,eps2_quantile,selection_metric,selection_metrics,selection_direction,mcw,num_layers,lr,weight_decay,dropout,hidden_dim,use_ego_ids,batch_size,output_head,architecture,seed,model_tag,gamma,q_value,q_iid,q_other_share,q_assigned_share,mask_fraction,controlled_benchmark,mask_mode,family,manifest_subset_id,display_name,training_scope,communication,baseline_role,mask_splits,selection_modes,eval_protocols
gcfl_plus_multi_select,gcfl_plus_multi_select,4000000|4000001|4000002|4000003|4000004|4000005|4000006|4000007|4000008|4000009|4000010|4000011|4000012|4000013|4000014|4000015|4000016|4000017|4000018|4000019,4000000|4000001|4000002|4000003|4000004|4000005|4000006|4000007|4000008|4000009|4000010|4000011|4000012|4000013|4000014|4000015|4000016|4000017|4000018|4000019,all,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q20_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q20_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q20_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q20_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q20_cycle6|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q20_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q20_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q20_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q20_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q20_cycle6|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle6|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle6,20,1.0,andrea/runs_twenty_client_gcflplus_q02/gcflplus_n20_4000000_4000019_e57b5f742d_r80_e1_w5_h5_mcs2_mch1_e1q0.25_e2q0.7_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selms5_ms_s2.csv,andrea/runs_twenty_client_gcflplus_q02/gcflplus_n20_4000000_4000019_e57b5f742d_r80_e1_w5_h5_mcs2_mch1_e1q0.25_e2q0.7_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selms5_ms_s2.pt,andrea/runs_twenty_client_gcflplus_q02/gcflplus_n20_4000000_4000019_e57b5f742d_r80_e1_w5_h5_mcs2_mch1_e1q0.25_e2q0.7_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selms5_ms_s2_clusters.csv,80,1,5,2,1,5,0.25,0.7,multi,loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti,0.2,0.2,0.2,0.2,0.2,0.2,planted_community_q_task_label_heterogeneity,q_task_label_allocation,planted_community_q_task_label_heterogeneity,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q20_20clients,GCFL+ (multi-selection),federated_masked_virtual_client_graphs,clustered_federated,gcflplus_masked_clients,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle
