run_type,algorithm,subset_id,subset_clients,graph_id,dataset_id,num_clients,client_fraction,fedprox_mu,out_csv,ckpt_path,rounds,local_epochs,selection_metric,mcw,num_layers,lr,weight_decay,dropout,hidden_dim,use_ego_ids,batch_size,output_head,architecture,seed,model_tag,gamma,q_value,q_iid,q_other_share,q_assigned_share,q_allocation_mode,global_visible_positive_support_fraction_ideal,mask_fraction,specialization_fraction,designed_heterogeneity,global_visible_support_fraction_ideal,task_profile_jsd_mean,task_profile_jsd_median,task_profile_jsd_max,between_family_centroid_jsd_mean,controlled_benchmark,mask_mode,family,manifest_subset_id
fedprox,fedprox,3000000|3000001|3000002|3000003|3000004,3000000|3000001|3000002|3000003|3000004,all,data_4200_3_10.0_chordal_q20_cycle2|data_4200_3_10.0_chordal_q20_cycle3|data_4200_3_10.0_chordal_q20_cycle4|data_4200_3_10.0_chordal_q20_cycle5|data_4200_3_10.0_chordal_q20_cycle6,5,1.0,0.01,andrea/runs/fedprox3000000|3000001|3000002|3000003|3000004_rounds80_epoch1_mu0.01_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_seed2.csv,andrea/checkpoints/fedprox3000000|3000001|3000002|3000003|3000004_rounds80_epoch1_mu0.01_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti,0.2,0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,q_controlled_task_label_heterogeneity,q_task_label_allocation,controlled_q_label_heterogeneity_five_client_benchmark,controlled_q_label_base0_q20_3000000_3000001_3000002_3000003_3000004
fedprox,fedprox,3000005|3000006|3000007|3000008|3000009,3000005|3000006|3000007|3000008|3000009,all,data_4200_3_10.0_chordal_q50_cycle2|data_4200_3_10.0_chordal_q50_cycle3|data_4200_3_10.0_chordal_q50_cycle4|data_4200_3_10.0_chordal_q50_cycle5|data_4200_3_10.0_chordal_q50_cycle6,5,1.0,0.01,andrea/runs/fedprox3000005|3000006|3000007|3000008|3000009_rounds80_epoch1_mu0.01_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_seed2.csv,andrea/checkpoints/fedprox3000005|3000006|3000007|3000008|3000009_rounds80_epoch1_mu0.01_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti,0.5,0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.2,0.5,0.5,0.5,0.2,0.1203761314264782,0.1206321452522015,0.1232862950947844,0.1203761314264782,q_controlled_task_label_heterogeneity,q_task_label_allocation,controlled_q_label_heterogeneity_five_client_benchmark,controlled_q_label_base0_q50_3000005_3000006_3000007_3000008_3000009
fedprox,fedprox,3000010|3000011|3000012|3000013|3000014,3000010|3000011|3000012|3000013|3000014,all,data_4200_3_10.0_chordal_q80_cycle2|data_4200_3_10.0_chordal_q80_cycle3|data_4200_3_10.0_chordal_q80_cycle4|data_4200_3_10.0_chordal_q80_cycle5|data_4200_3_10.0_chordal_q80_cycle6,5,1.0,0.01,andrea/runs/fedprox3000010|3000011|3000012|3000013|3000014_rounds80_epoch1_mu0.01_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_seed2.csv,andrea/checkpoints/fedprox3000010|3000011|3000012|3000013|3000014_rounds80_epoch1_mu0.01_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_seed2.pt,80,1,loss,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti,0.8,0.8,0.2,0.0499999999999999,0.8,deterministic_disjoint_positive_label_chunks,0.2,0.8,0.8,0.8,0.2,0.3987971622067524,0.3992304876384988,0.4026752220258436,0.3987971622067524,q_controlled_task_label_heterogeneity,q_task_label_allocation,controlled_q_label_heterogeneity_five_client_benchmark,controlled_q_label_base0_q80_3000010_3000011_3000012_3000013_3000014
