split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,1508,1398,1294,1250,1252,2548,1328
val,1510,1366,1325,1312,1361,2606,1235
test,1599,1360,1264,1346,1358,2643,1280
