seed,graph_id,phase,local_epoch,train_loss,val_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,task,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate,best_epoch,eval_loss
4,./andrea/test_data/data_4000_5_1.5_chordal,val,1.0,0.6630657787322998,0.6869119753837586,0.79225,0.4070000052452087,0.6994140201114085,0.6176128387451172,0.6176128387451172,0.5999301075935364,4000.0,,,,,,,,,,,,,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle2,2109.0,577.0,1175.0,139.0,0.7851824274013403,0.9381672597864767,0.8548845052719116,0.8548845052719116,0.7664709687232971,2248.0,0.5619999766349792,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle3,1327.0,234.0,1775.0,664.0,0.8500960922485586,0.6664992466097438,0.747184693813324,0.747184693813324,0.747184693813324,1991.0,0.4977500140666961,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle4,742.0,221.0,2239.0,798.0,0.770508826583593,0.4818181818181818,0.5928885340690613,0.5928885340690613,0.5928885340690613,1540.0,0.3849999904632568,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle5,455.0,257.0,2669.0,619.0,0.6390449438202247,0.4236499068901304,0.5095185041427612,0.5095185041427612,0.5095185041427612,1074.0,0.2685000002384186,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle6,201.0,207.0,3153.0,439.0,0.4926470588235294,0.3140625,0.3835877776145935,0.3835877776145935,0.3835877776145935,640.0,0.1599999964237213,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val,2.0,0.5167406275272369,0.4761545515060424,0.81515,0.453000009059906,0.7934521481647019,0.756562352180481,0.756562352180481,0.7481766939163208,4000.0,,,,,,,,,,,,,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle2,2244.0,368.0,1384.0,4.0,0.8591117917304747,0.998220640569395,0.9234567284584044,0.9234567284584044,0.8815286755561829,2248.0,0.5619999766349792,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle3,1875.0,591.0,1418.0,116.0,0.7603406326034063,0.9417378201908588,0.8413731455802917,0.8413731455802917,0.8413731455802917,1991.0,0.4977500140666961,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle4,1418.0,576.0,1884.0,122.0,0.7111334002006018,0.9207792207792208,0.8024901151657104,0.8024901151657104,0.8024901151657104,1540.0,0.3849999904632568,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle5,997.0,788.0,2138.0,77.0,0.5585434173669468,0.9283054003724396,0.6974467039108276,0.6974467039108276,0.6974467039108276,1074.0,0.2685000002384186,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle6,567.0,982.0,2378.0,73.0,0.3660426081342802,0.8859375,0.5180447697639465,0.5180447697639465,0.5180447697639465,640.0,0.1599999964237213,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val,3.0,0.4068477115631103,0.380129480600357,0.84815,0.5612499713897705,0.8274921897188299,0.790376603603363,0.790376603603363,0.7883679866790771,4000.0,,,,,,,,,,,,,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle2,2186.0,89.0,1663.0,62.0,0.9608791208791208,0.9724199288256228,0.9666150808334352,0.9666150808334352,0.9565717577934264,2248.0,0.5619999766349792,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle3,1969.0,221.0,1788.0,22.0,0.8990867579908676,0.988950276243094,0.9418799877166748,0.9418799877166748,0.9418799877166748,1991.0,0.4977500140666961,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle4,1494.0,477.0,1983.0,46.0,0.7579908675799086,0.9701298701298702,0.8510395884513855,0.8510395884513855,0.8510395884513855,1540.0,0.3849999904632568,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle5,1044.0,829.0,2097.0,30.0,0.5573945541911373,0.9720670391061452,0.7085171341896057,0.7085171341896057,0.7085171341896057,1074.0,0.2685000002384186,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle6,591.0,1212.0,2148.0,49.0,0.3277870216306156,0.9234375,0.4838313162326813,0.4838313162326813,0.4838313162326813,640.0,0.1599999964237213,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val,4.0,0.3180734500885009,0.3059730582237244,0.882,0.6060000061988831,0.8618913857677903,0.8230184316635132,0.8230184316635132,0.8222471475601196,4000.0,,,,,,,,,,,,,,
4,./andrea/test_data/data_4000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle2,2223.0,35.0,1717.0,25.0,0.9844995571302038,0.9888790035587188,0.9866843819618224,0.9866843819618224,0.9828277230262756,2248.0,0.5619999766349792,,
