seed,graph_id,phase,local_epoch,train_loss,val_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,task,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate,best_epoch,eval_loss
0,./andrea/test_data/data_2000_5_1.5_chordal,val,1.0,0.7017663269042969,0.7624599609375,0.7363,0.3395000100135803,0.7199745141764894,0.6844887137413025,0.6844887137413025,0.6309226155281067,2000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle2,1107.0,522.0,365.0,6.0,0.6795580110497238,0.9946091644204852,0.807439923286438,0.807439923286438,0.5802862048149109,1113.0,0.5565000176429749,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle3,912.0,285.0,703.0,100.0,0.7619047619047619,0.9011857707509882,0.825713038444519,0.825713038444519,0.7850363254547119,1012.0,0.5059999823570251,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle4,686.0,543.0,688.0,83.0,0.5581773799837266,0.8920676202860858,0.6866866946220398,0.6866866946220398,0.6866866946220398,769.0,0.3844999969005584,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle5,400.0,380.0,1081.0,139.0,0.5128205128205128,0.7421150278293135,0.6065201163291931,0.6065201163291931,0.6065201163291931,539.0,0.2694999873638153,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle6,285.0,491.0,1136.0,88.0,0.3672680412371134,0.7640750670241286,0.4960835576057434,0.4960835576057434,0.4960835576057434,373.0,0.186499997973442,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val,2.0,0.5295734105110168,0.6330230054855347,0.7281,0.3745000064373016,0.7293180686908911,0.6997212171554565,0.6997212171554565,0.6655327081680298,2000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle2,1109.0,320.0,567.0,4.0,0.7760671798460462,0.9964061096136568,0.8725413084030151,0.8725413084030151,0.7777777910232544,1113.0,0.5565000176429749,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle3,984.0,372.0,616.0,28.0,0.7256637168141593,0.9723320158102768,0.8310811519622803,0.8310811519622803,0.7549020051956177,1012.0,0.5059999823570251,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle4,723.0,539.0,692.0,46.0,0.5729001584786054,0.9401820546163848,0.71196448802948,0.71196448802948,0.71196448802948,769.0,0.3844999969005584,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle5,500.0,621.0,840.0,39.0,0.4460303300624442,0.927643784786642,0.6024096012115479,0.6024096012115479,0.6024096012115479,539.0,0.2694999873638153,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle6,347.0,724.0,903.0,26.0,0.3239962651727358,0.9302949061662198,0.4806094765663147,0.4806094765663147,0.4806094765663147,373.0,0.186499997973442,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val,3.0,0.4666585824489593,0.5217785792350769,0.7909,0.4410000145435333,0.7725938009787929,0.7352158427238464,0.7352158427238464,0.7173042297363281,2000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle2,1108.0,148.0,739.0,5.0,0.8821656050955414,0.995507637017071,0.9354158043861388,0.9354158043861388,0.9061924815177916,1113.0,0.5565000176429749,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle3,985.0,331.0,657.0,27.0,0.7484802431610942,0.9733201581027668,0.8462200164794922,0.8462200164794922,0.7858851552009583,1012.0,0.5059999823570251,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle4,693.0,462.0,769.0,76.0,0.6,0.9011703511053316,0.7203742265701294,0.7203742265701294,0.7203742265701294,769.0,0.3844999969005584,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle5,473.0,451.0,1010.0,66.0,0.5119047619047619,0.8775510204081632,0.6466165781021118,0.6466165781021118,0.6466165781021118,539.0,0.2694999873638153,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle6,293.0,445.0,1182.0,80.0,0.3970189701897019,0.7855227882037533,0.5274527668952942,0.5274527668952942,0.5274527668952942,373.0,0.186499997973442,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val,4.0,0.4005342383384704,0.4300134222507477,0.8399,0.5320000052452087,0.812287489740884,0.7756917476654053,0.7756917476654053,0.7702397108078003,2000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle2,1066.0,31.0,856.0,47.0,0.9717411121239744,0.9577717879604672,0.9647058844566344,0.9647058844566344,0.956424593925476,1113.0,0.5565000176429749,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle3,973.0,184.0,804.0,39.0,0.8409680207433017,0.9614624505928854,0.8971877098083496,0.8971877098083496,0.8782086372375488,1012.0,0.5059999823570251,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle4,647.0,292.0,939.0,122.0,0.6890308839190629,0.8413524057217165,0.7576112151145935,0.7576112151145935,0.7576112151145935,769.0,0.3844999969005584,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle5,475.0,364.0,1097.0,64.0,0.566150178784267,0.8812615955473099,0.6894049048423767,0.6894049048423767,0.6894049048423767,539.0,0.2694999873638153,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle6,303.0,388.0,1239.0,70.0,0.4384949348769899,0.8123324396782842,0.5695489048957825,0.5695489048957825,0.5695489048957825,373.0,0.186499997973442,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val,5.0,0.3449502503871918,0.4366787624359131,0.8742,0.5734999775886536,0.8456062837506136,0.800698459148407,0.800698459148407,0.798499584197998,2000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,5.0,,,,,,,,,,cycle2,1108.0,31.0,856.0,5.0,0.9727831431079894,0.995507637017071,0.9840142130851746,0.9840142130851746,0.9794050455093384,1113.0,0.5565000176429749,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,5.0,,,,,,,,,,cycle3,984.0,102.0,886.0,28.0,0.9060773480662984,0.9723320158102768,0.9380361437797546,0.9380361437797546,0.9316508769989014,1012.0,0.5059999823570251,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,5.0,,,,,,,,,,cycle4,674.0,315.0,916.0,95.0,0.6814964610717897,0.8764629388816645,0.766780436038971,0.766780436038971,0.766780436038971,769.0,0.3844999969005584,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,5.0,,,,,,,,,,cycle5,424.0,243.0,1218.0,115.0,0.6356821589205397,0.7866419294990723,0.7031508684158325,0.7031508684158325,0.7031508684158325,539.0,0.2694999873638153,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,5.0,,,,,,,,,,cycle6,255.0,206.0,1421.0,118.0,0.5531453362255966,0.6836461126005362,0.6115108132362366,0.6115108132362366,0.6115108132362366,373.0,0.186499997973442,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val,6.0,0.3030694597959518,0.7981034815311432,0.8741,0.5715000033378601,0.8103630064768791,0.695899486541748,0.695899486541748,0.6983105540275574,2000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_2000_5_1.5_chordal,val_task,6.0,,,,,,,,,,cycle2,1101.0,27.0,860.0,12.0,0.976063829787234,0.9892183288409704,0.9825971126556396,0.9825971126556396,0.977828323841095,1113.0,0.5565000176429749,,
