seed,graph_id,phase,local_epoch,train_loss,val_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,task,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate,best_epoch,eval_loss
3,./andrea/test_data/data_4000_5_1.5_chordal,val,1.0,0.6674005219936371,0.6398821287155151,0.8022,0.4467499852180481,0.7489847715736041,0.6938944458961487,0.6938944458961487,0.6780873537063599,4000.0,,,,,,,,,,,,,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle2,2239.0,556.0,1196.0,9.0,0.8010733452593918,0.9959964412811388,0.8879635334014893,0.8879635334014893,0.8089279532432556,2248.0,0.5619999766349792,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle3,1599.0,201.0,1808.0,392.0,0.8883333333333333,0.8031140130587644,0.8435769081115723,0.8435769081115723,0.8435769081115723,1991.0,0.4977500140666961,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle4,998.0,353.0,2107.0,542.0,0.7387120651369357,0.6480519480519481,0.690418541431427,0.690418541431427,0.690418541431427,1540.0,0.3849999904632568,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle5,633.0,478.0,2448.0,441.0,0.5697569756975698,0.5893854748603352,0.5794050097465515,0.5794050097465515,0.5794050097465515,1074.0,0.2685000002384186,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,1.0,,,,,,,,,,cycle6,433.0,777.0,2583.0,207.0,0.3578512396694215,0.6765625,0.4681081175804138,0.4681081175804138,0.4681081175804138,640.0,0.1599999964237213,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val,2.0,0.4829659576416015,0.479477689743042,0.8851,0.6232500076293945,0.8437584987761763,0.7689411640167236,0.7689411640167236,0.7683639526367188,4000.0,,,,,,,,,,,,,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle2,2236.0,32.0,1720.0,12.0,0.9858906525573192,0.994661921708185,0.9902569055557252,0.9902569055557252,0.9873708486557008,2248.0,0.5619999766349792,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle3,1926.0,187.0,1822.0,65.0,0.9115002366303834,0.9673530889000502,0.938596487045288,0.938596487045288,0.938596487045288,1991.0,0.4977500140666961,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle4,1125.0,182.0,2278.0,415.0,0.8607498087222647,0.7305194805194806,0.7903056144714355,0.7903056144714355,0.7903056144714355,1540.0,0.3849999904632568,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle5,534.0,166.0,2760.0,540.0,0.7628571428571429,0.4972067039106145,0.6020293235778809,0.6020293235778809,0.6020293235778809,1074.0,0.2685000002384186,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,2.0,,,,,,,,,,cycle6,384.0,443.0,2917.0,256.0,0.464328899637243,0.6,0.5235174298286438,0.5235174298286438,0.5235174298286438,640.0,0.1599999964237213,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val,3.0,0.3727426996231079,0.3411906788349151,0.87025,0.5889999866485596,0.8484671532846715,0.8088631629943848,0.8088631629943848,0.8083666563034058,4000.0,,,,,,,,,,,,,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle2,2238.0,28.0,1724.0,10.0,0.9876434245366283,0.9955516014234876,0.9915816783905028,0.9915816783905028,0.9890992641448976,2248.0,0.5619999766349792,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle3,1965.0,64.0,1945.0,26.0,0.968457368161656,0.98694123556002,0.9776119589805604,0.9776119589805604,0.9776119589805604,1991.0,0.4977500140666961,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle4,1438.0,527.0,1933.0,102.0,0.7318066157760814,0.9337662337662338,0.8205420970916748,0.8205420970916748,0.8205420970916748,1540.0,0.3849999904632568,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle5,1027.0,758.0,2168.0,47.0,0.5753501400560224,0.9562383612662942,0.7184330224990845,0.7184330224990845,0.7184330224990845,1074.0,0.2685000002384186,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,3.0,,,,,,,,,,cycle6,597.0,990.0,2370.0,43.0,0.3761814744801512,0.9328125,0.5361472368240356,0.5361472368240356,0.5361472368240356,640.0,0.1599999964237213,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val,4.0,0.3181926091909408,0.4010826780796051,0.9161,0.6825000047683716,0.8839557399723375,0.8261515498161316,0.8261515498161316,0.8257587552070618,4000.0,,,,,,,,,,,,,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle2,2234.0,17.0,1735.0,14.0,0.9924478009773434,0.9937722419928826,0.9931095838546752,0.9931095838546752,0.9911454319953918,2248.0,0.5619999766349792,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle3,1928.0,25.0,1984.0,63.0,0.987199180747568,0.9683576092415872,0.977687656879425,0.977687656879425,0.977687656879425,1991.0,0.4977500140666961,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle4,1094.0,120.0,2340.0,446.0,0.9011532125205932,0.7103896103896103,0.7944807410240173,0.7944807410240173,0.7944807410240173,1540.0,0.3849999904632568,,
3,./andrea/test_data/data_4000_5_1.5_chordal,val_task,4.0,,,,,,,,,,cycle5,728.0,134.0,2792.0,346.0,0.8445475638051044,0.6778398510242085,0.7520661354064941,0.7520661354064941,0.7520661354064941,1074.0,0.2685000002384186,,
