seed,graph_id,phase,local_epoch,train_loss,val_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,task,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate,best_epoch,eval_loss
0,./andrea/test_data/data_4000_5_2.5_chordal,val,1.0,0.5503020043373108,0.4834189467430115,0.778,0.4305000007152557,0.7880263534803781,0.7872810959815979,0.7872810959815979,0.7872810959815979,4000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,1.0,,,,,,,,,,cycle2,1717.0,700.0,1515.0,68.0,0.7103847745138602,0.961904761904762,0.8172298669815063,0.8172298669815063,0.8172298669815063,1785.0,0.4462499916553497,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,1.0,,,,,,,,,,cycle3,1726.0,721.0,1456.0,97.0,0.7053534940743768,0.9467910038398244,0.8084309697151184,0.8084309697151184,0.8084309697151184,1823.0,0.4557499885559082,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,1.0,,,,,,,,,,cycle4,1768.0,687.0,1440.0,105.0,0.720162932790224,0.9439402028830752,0.8170055150985718,0.8170055150985718,0.8170055150985718,1873.0,0.4682500064373016,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,1.0,,,,,,,,,,cycle5,1538.0,840.0,1465.0,157.0,0.6467619848612279,0.9073746312684364,0.7552172541618347,0.7552172541618347,0.7552172541618347,1695.0,0.4237500131130218,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,1.0,,,,,,,,,,cycle6,1504.0,929.0,1431.0,136.0,0.6181668721742705,0.9170731707317074,0.738521933555603,0.738521933555603,0.738521933555603,1640.0,0.4099999964237213,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val,2.0,0.368745558142662,0.3329214606285095,0.8686,0.5799999833106995,0.8669771208746709,0.8718689680099487,0.8718689680099487,0.8718689680099487,4000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,2.0,,,,,,,,,,cycle2,1774.0,28.0,2187.0,11.0,0.9844617092119868,0.9938375350140056,0.9891273975372314,0.9891273975372314,0.9891273975372314,1785.0,0.4462499916553497,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,2.0,,,,,,,,,,cycle3,1791.0,109.0,2068.0,32.0,0.9426315789473684,0.9824465167306636,0.9621272683143616,0.9621272683143616,0.9621272683143616,1823.0,0.4557499885559082,,
0,./andrea/test_data/data_4000_5_2.5_chordal,val_task,2.0,,,,,,,,,,cycle4,1812.0,590.0,1537.0,61.0,0.7543713572023314,0.9674319273892152,0.8477193117141724,0.8477193117141724,0.8477193117141724,1873.0,0.4682500064373016,,
