seed,graph_id,phase,local_epoch,train_loss,val_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,task,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate,best_epoch,eval_loss
1,./andrea/test_data/data_2000_5_11_chordal,val,1.0,0.7534833035469055,0.960813931941986,0.6044,0.2300000041723251,0.6462804005722461,0.6181166768074036,0.6181166768074036,0.586506187915802,2000.0,,,,,,,,,,,,,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle2,302.0,1117.0,577.0,4.0,0.2128259337561663,0.9869281045751634,0.3501449525356293,0.3501449525356293,0.3501449525356293,306.0,0.152999997138977,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle3,478.0,1082.0,439.0,1.0,0.3064102564102564,0.9979123173277662,0.4688572883605957,0.4688572883605957,0.4688572883605957,479.0,0.2395000010728836,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle4,729.0,735.0,521.0,15.0,0.4979508196721312,0.9798387096774194,0.6603261232376099,0.6603261232376099,0.6603261232376099,744.0,0.3720000088214874,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle5,942.0,609.0,443.0,6.0,0.6073500967117988,0.9936708860759492,0.7539016008377075,0.7539016008377075,0.7539016008377075,948.0,0.4740000069141388,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle6,1163.0,374.0,450.0,13.0,0.756668835393624,0.9889455782312924,0.8573535084724426,0.8573535084724426,0.6993007659912109,1176.0,0.5879999995231628,,
1,./andrea/test_data/data_2000_5_11_chordal,val,2.0,0.5818955714702606,0.5249208910465241,0.8132,0.4255000054836273,0.7549199685122016,0.749371349811554,0.749371349811554,0.7348648905754089,2000.0,,,,,,,,,,,,,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle2,306.0,183.0,1511.0,0.0,0.6257668711656442,1.0,0.7698113322257996,0.7698113322257996,0.7698113322257996,306.0,0.152999997138977,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle3,368.0,158.0,1363.0,111.0,0.6996197718631179,0.7682672233820459,0.7323383688926697,0.7323383688926697,0.7323383688926697,479.0,0.2395000010728836,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle4,583.0,329.0,927.0,161.0,0.6392543859649122,0.7836021505376344,0.7041062712669373,0.7041062712669373,0.7041062712669373,744.0,0.3720000088214874,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle5,647.0,222.0,830.0,301.0,0.7445339470655926,0.6824894514767933,0.7121629118919373,0.7121629118919373,0.7121629118919373,948.0,0.4740000069141388,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle6,973.0,200.0,624.0,203.0,0.8294970161977835,0.8273809523809523,0.8284376263618469,0.8284376263618469,0.7559055089950562,1176.0,0.5879999995231628,,
1,./andrea/test_data/data_2000_5_11_chordal,val,3.0,0.4580972763299942,0.4825581169128418,0.8254,0.4555000066757202,0.7489936745255894,0.7710345387458801,0.7710345387458801,0.7661423683166504,2000.0,,,,,,,,,,,,,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle2,295.0,50.0,1644.0,11.0,0.855072463768116,0.9640522875816994,0.9062979817390442,0.9062979817390442,0.9062979817390442,306.0,0.152999997138977,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle3,413.0,129.0,1392.0,66.0,0.7619926199261993,0.8622129436325678,0.8090108036994934,0.8090108036994934,0.8090108036994934,479.0,0.2395000010728836,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle4,485.0,180.0,1076.0,259.0,0.7293233082706767,0.6518817204301075,0.688431441783905,0.688431441783905,0.688431441783905,744.0,0.3720000088214874,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle5,612.0,217.0,835.0,336.0,0.738238841978287,0.6455696202531646,0.6888013482093811,0.6888013482093811,0.6888013482093811,948.0,0.4740000069141388,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle6,800.0,122.0,702.0,376.0,0.8676789587852495,0.6802721088435374,0.7626310586929321,0.7626310586929321,0.738170325756073,1176.0,0.5879999995231628,,
1,./andrea/test_data/data_2000_5_11_chordal,val,4.0,0.3868526046276092,0.3503986880779266,0.8605,0.5149999856948853,0.8257339163023112,0.8385999798774719,0.8385999798774719,0.825118899345398,2000.0,,,,,,,,,,,,,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle2,306.0,58.0,1636.0,0.0,0.8406593406593407,1.0,0.913432776927948,0.913432776927948,0.913432776927948,306.0,0.152999997138977,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle3,474.0,165.0,1356.0,5.0,0.7417840375586855,0.9895615866388308,0.8479427099227905,0.8479427099227905,0.8479427099227905,479.0,0.2395000010728836,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle4,717.0,307.0,949.0,27.0,0.7001953125,0.9637096774193548,0.8110859394073486,0.8110859394073486,0.8110859394073486,744.0,0.3720000088214874,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle5,803.0,332.0,720.0,145.0,0.707488986784141,0.8470464135021097,0.7710034251213074,0.7710034251213074,0.7710034251213074,948.0,0.4740000069141388,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle6,1005.0,185.0,639.0,171.0,0.8445378151260504,0.8545918367346939,0.8495351076126099,0.8495351076126099,0.78212970495224,1176.0,0.5879999995231628,,
1,./andrea/test_data/data_2000_5_11_chordal,val,5.0,0.3466780185699463,0.3362235783338547,0.8622,0.5210000276565552,0.8277069267316829,0.840183436870575,0.840183436870575,0.8247755765914917,2000.0,,,,,,,,,,,,,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle2,306.0,52.0,1642.0,0.0,0.8547486033519553,1.0,0.9216867685317992,0.9216867685317992,0.9216867685317992,306.0,0.152999997138977,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle3,479.0,200.0,1321.0,0.0,0.7054491899852725,1.0,0.8272884488105774,0.8272884488105774,0.8272884488105774,479.0,0.2395000010728836,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle4,718.0,260.0,996.0,26.0,0.7341513292433538,0.9650537634408602,0.8339139819145203,0.8339139819145203,0.8339139819145203,744.0,0.3720000088214874,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle5,801.0,314.0,738.0,147.0,0.7183856502242153,0.8449367088607594,0.7765390276908875,0.7765390276908875,0.7765390276908875,948.0,0.4740000069141388,,
1,./andrea/test_data/data_2000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle6,1006.0,209.0,615.0,170.0,0.8279835390946502,0.8554421768707483,0.8414889574050903,0.8414889574050903,0.764449954032898,1176.0,0.5879999995231628,,
