seed,graph_id,phase,local_epoch,train_loss,val_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,task,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate,best_epoch,eval_loss
0,./andrea/test_data/data_4000_5_11_chordal,val,1.0,0.5983432638645172,0.4176059658527374,0.84325,0.4932500123977661,0.7990771005575851,0.819721519947052,0.819721519947052,0.8056678771972656,4000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle2,541.0,43.0,3416.0,0.0,0.9263698630136986,1.0,0.9617777466773988,0.9617777466773988,0.9617777466773988,541.0,0.1352500021457672,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle3,919.0,491.0,2584.0,6.0,0.6517730496453901,0.9935135135135136,0.7871520519256592,0.7871520519256592,0.7871520519256592,925.0,0.2312500029802322,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle4,1265.0,747.0,1933.0,55.0,0.628727634194831,0.9583333333333334,0.7593036890029907,0.7593036890029907,0.7593036890029907,1320.0,0.3300000131130218,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle5,1605.0,699.0,1444.0,252.0,0.6966145833333334,0.864297253634895,0.7714491486549377,0.7714491486549377,0.7714491486549377,1857.0,0.4642499983310699,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,1.0,,,,,,,,,,cycle6,1904.0,524.0,1254.0,318.0,0.7841845140032949,0.8568856885688569,0.8189247846603394,0.8189247846603394,0.748656690120697,2222.0,0.5554999709129333,,
0,./andrea/test_data/data_4000_5_11_chordal,val,2.0,0.3538768036365509,0.3276950271129608,0.8596,0.5262500047683716,0.8025871766029247,0.8363577127456665,0.8363577127456665,0.8311729431152344,4000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle2,541.0,34.0,3425.0,0.0,0.9408695652173912,1.0,0.9695340394973756,0.9695340394973756,0.9695340394973756,541.0,0.1352500021457672,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle3,914.0,188.0,2887.0,11.0,0.8294010889292196,0.988108108108108,0.9018253684043884,0.9018253684043884,0.9018253684043884,925.0,0.2312500029802322,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle4,1275.0,553.0,2127.0,45.0,0.6974835886214442,0.9659090909090908,0.810038149356842,0.810038149356842,0.810038149356842,1320.0,0.3300000131130218,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle5,1380.0,491.0,1652.0,477.0,0.7375734901122395,0.7431340872374798,0.7403433322906494,0.7403433322906494,0.7403433322906494,1857.0,0.4642499983310699,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,2.0,,,,,,,,,,cycle6,1598.0,385.0,1393.0,624.0,0.8058497226424609,0.7191719171917191,0.7600476145744324,0.7600476145744324,0.7341238856315613,2222.0,0.5554999709129333,,
0,./andrea/test_data/data_4000_5_11_chordal,val,3.0,0.289262381196022,0.2748121471405029,0.8919,0.6002500057220459,0.8518772266374349,0.8692851066589355,0.8692851066589355,0.8536320924758911,4000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle2,541.0,84.0,3375.0,0.0,0.8656,1.0,0.927958846092224,0.927958846092224,0.927958846092224,541.0,0.1352500021457672,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle3,922.0,161.0,2914.0,3.0,0.8513388734995383,0.9967567567567568,0.9183266162872314,0.9183266162872314,0.9183266162872314,925.0,0.2312500029802322,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle4,1177.0,278.0,2402.0,143.0,0.8089347079037801,0.8916666666666667,0.8482882380485535,0.8482882380485535,0.8482882380485535,1320.0,0.3300000131130218,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle5,1570.0,437.0,1706.0,287.0,0.7822620827105132,0.8454496499730748,0.8126293420791626,0.8126293420791626,0.8126293420791626,1857.0,0.4642499983310699,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,3.0,,,,,,,,,,cycle6,2007.0,554.0,1224.0,215.0,0.7836782506833269,0.9032403240324032,0.8392223119735718,0.8392223119735718,0.7609574198722839,2222.0,0.5554999709129333,,
0,./andrea/test_data/data_4000_5_11_chordal,val,4.0,0.2655568690299987,0.2311151988506317,0.90075,0.628250002861023,0.867992285695285,0.8947705030441284,0.8947705030441284,0.878710925579071,4000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle2,541.0,25.0,3434.0,0.0,0.9558303886925796,1.0,0.977416455745697,0.977416455745697,0.977416455745697,541.0,0.1352500021457672,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle3,915.0,97.0,2978.0,10.0,0.9041501976284584,0.9891891891891892,0.944759964942932,0.944759964942932,0.944759964942932,925.0,0.2312500029802322,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle4,1307.0,315.0,2365.0,13.0,0.8057953144266338,0.9901515151515152,0.8885111808776855,0.8885111808776855,0.8885111808776855,1320.0,0.3300000131130218,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle5,1785.0,644.0,1499.0,72.0,0.7348703170028819,0.9612277867528272,0.8329444527626038,0.8329444527626038,0.8329444527626038,1857.0,0.4642499983310699,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,4.0,,,,,,,,,,cycle6,1978.0,565.0,1213.0,244.0,0.7778214707038931,0.8901890189018902,0.8302204012870789,0.8302204012870789,0.7499226927757263,2222.0,0.5554999709129333,,
0,./andrea/test_data/data_4000_5_11_chordal,val,5.0,0.2523173916339874,0.2520751843452453,0.9014,0.6274999976158142,0.857122156209245,0.8775555491447449,0.8775555491447449,0.8709171414375305,4000.0,,,,,,,,,,,,,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle2,541.0,79.0,3380.0,0.0,0.8725806451612903,1.0,0.9319552183151244,0.9319552183151244,0.9319552183151244,541.0,0.1352500021457672,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle3,910.0,104.0,2971.0,15.0,0.8974358974358975,0.9837837837837838,0.9386281967163086,0.9386281967163086,0.9386281967163086,925.0,0.2312500029802322,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle4,1212.0,214.0,2466.0,108.0,0.8499298737727911,0.9181818181818182,0.8827385306358337,0.8827385306358337,0.8827385306358337,1320.0,0.3300000131130218,,
0,./andrea/test_data/data_4000_5_11_chordal,val_task,5.0,,,,,,,,,,cycle5,1473.0,288.0,1855.0,384.0,0.8364565587734242,0.7932148626817448,0.8142620325088501,0.8142620325088501,0.8142620325088501,1857.0,0.4642499983310699,,
