split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,1232,1121,1109,1087,1035,2139,1089
val,1247,1143,1076,1050,1073,2155,1093
test,1248,1120,1101,1112,1146,2112,1000
