split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,1934,1527,1375,1193,1050,2597,1345
val,1888,1512,1321,1081,1037,2735,1398
test,1908,1533,1401,1190,979,2738,1360
