run_type,algorithm,subset_id,subset_clients,graph_id,dataset_id,num_clients,client_fraction,out_csv,ckpt_path,rounds,local_epochs,selection_metric,mcw,num_layers,lr,weight_decay,dropout,hidden_dim,use_ego_ids,batch_size,output_head,architecture,seed,model_tag,training_scope,communication,baseline_role,display_name,selection_metrics,selection_direction,mask_splits,selection_modes,eval_protocols,gamma,q_value,q_iid,q_other_share,q_assigned_share,mask_fraction,controlled_benchmark,mask_mode,family,manifest_subset_id
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000040,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle2,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_683346b510_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_683346b510_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000041,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle3,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_a12303e882_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_a12303e882_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000042,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle4,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_5e5211515b_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_5e5211515b_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000043,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle5,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_742a9b4bdd_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_742a9b4bdd_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000044,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle6,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_6a75560d85_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_6a75560d85_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle6,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000045,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle2,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_e2493f5485_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_e2493f5485_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000046,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle3,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_7977343919_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_7977343919_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000047,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle4,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_851423071e_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_851423071e_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle4,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000048,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle5,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_6143c7a8ec_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_6143c7a8ec_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle5,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
fully_local_multi_select,fully_local_multi_select,,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000049,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle6,1,1.0,andrea/runs_twenty_client_fully_local_q08/subset_dd85381cf7_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.csv,andrea/runs_twenty_client_fully_local_q08/subset_dd85381cf7_rounds80_epoch1_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selmultiselect_loss_micro_f1_macro_pos_f1_micro_pr_auc_macro_pr_auc_multiselect_seed1.pt,80,1,multi,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selectmulti,masked_virtual_client_graph,none,no_communication_masked_clients,Fully local (multi-selection),loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,q_task_cycle6,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
