subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,37,1,107,18,1,107,18,1,1,24,14,370.54925537109375,370.54925537109375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,370.54925537109375,370.54925537109375,370.54925537109375,370.54925537109375,0.0,,,,,,,,,,,,,,,,,,,,,"107:353.9951,386.4114,327.2928,343.2216,370.5493",,,0,,,,,0,0,1,1,1,,,13,13,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,37,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,14,160.7080078125,255.25485229492188,162.17762756347656,317.846826171875,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,177.60813903808594,219.62809592799135,216.83792114257812,255.25485229492188,20.44531703882067,,,,,,,,,,,,,,,,,,,,,"87:231.8089,288.5885,215.6196,250.9996,207.7303|157:206.3664,239.5128,211.8527,254.7559,212.7818|149:235.4869,221.0199,230.5253,274.7950,225.5038|109:331.7554,228.8795,252.1217,225.6404,238.0099|143:234.9607,236.2839,259.0822,251.5948,210.4686|114:217.9093,260.0295,207.5793,222.2803,216.8379|117:222.3508,231.4469,204.2726,221.6051,220.6730|2:233.7182,219.2673,217.3770,205.1430,196.4149|88:199.2797,186.5020,205.8726,181.2477,177.6081|145:223.5573,208.0635,202.5429,200.0955,238.2821|166:225.4543,194.7886,207.1561,208.5650,224.5760|141:232.0893,191.9835,239.1506,207.0076,193.0885|65:217.4468,226.4810,188.4093,208.3995,194.9516|6:254.3347,246.9010,216.0829,239.5920,213.6895|131:223.9457,249.4619,251.1813,230.3372,255.2549|119:216.8909,248.4559,206.9249,210.0051,213.1327|96:352.7078,215.3190,266.2045,242.4245,251.5363|162:273.6176,255.6030,305.4408,279.8126,242.4310|0:233.4438,261.4431,289.6088,213.0398,239.9629",,,0,,,,,1,1,1,1,1,True,False,13,13,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,38,1,107,18,1,107,18,1,1,24,15,274.2333984375,274.2333984375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,274.2333984375,274.2333984375,274.2333984375,274.2333984375,0.0,,,,,,,,,,,,,,,,,,,,,"107:386.4114,327.2928,343.2216,370.5493,274.2334",,,0,,,,,0,0,1,1,1,,,14,14,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,38,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,15,165.45359802246094,313.9788818359375,161.8750228881836,317.02269592285154,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,183.90284729003906,228.9817986739309,212.782958984375,313.9788818359375,37.39151892891892,,,,,,,,,,,,,,,,,,,,,"87:288.5885,215.6196,250.9996,207.7303,265.8225|157:239.5128,211.8527,254.7559,212.7818,208.2152|149:221.0199,230.5253,274.7950,225.5038,255.4557|109:228.8795,252.1217,225.6404,238.0099,202.8748|143:236.2839,259.0822,251.5948,210.4686,297.2331|114:260.0295,207.5793,222.2803,216.8379,238.4825|117:231.4469,204.2726,221.6051,220.6730,204.4261|2:219.2673,217.3770,205.1430,196.4149,194.5481|88:186.5020,205.8726,181.2477,177.6081,190.8009|145:208.0635,202.5429,200.0955,238.2821,224.9791|166:194.7886,207.1561,208.5650,224.5760,183.9028|141:191.9835,239.1506,207.0076,193.0885,212.7830|65:226.4810,188.4093,208.3995,194.9516,210.2835|6:246.9010,216.0829,239.5920,213.6895,203.7657|131:249.4619,251.1813,230.3372,255.2549,227.5418|119:248.4559,206.9249,210.0051,213.1327,219.3704|96:215.3190,266.2045,242.4245,251.5363,313.9789|162:255.6030,305.4408,279.8126,242.4310,203.0790|0:261.4431,289.6088,213.0398,239.9629,293.1112",,,0,,,,,1,1,1,1,1,False,False,14,14,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,39,1,107,18,1,107,18,1,1,24,16,368.4114990234375,368.4114990234375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,368.4114990234375,368.4114990234375,368.4114990234375,368.4114990234375,0.0,,,,,,,,,,,,,,,,,,,,,"107:327.2928,343.2216,370.5493,274.2334,368.4115",,,0,,,,,0,0,1,1,1,,,15,15,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,39,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,16,170.68807983398438,266.5172424316406,161.97589111328125,316.1941650390625,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,186.12962341308594,225.70913134123148,224.87283325195312,266.5172424316406,20.92998224210101,,,,,,,,,,,,,,,,,,,,,"87:215.6196,250.9996,207.7303,265.8225,224.8728|157:211.8527,254.7559,212.7818,208.2152,230.2114|149:230.5253,274.7950,225.5038,255.4557,235.3555|109:252.1217,225.6404,238.0099,202.8748,204.7153|143:259.0822,251.5948,210.4686,297.2331,238.5399|114:207.5793,222.2803,216.8379,238.4825,210.2524|117:204.2726,221.6051,220.6730,204.4261,201.0344|2:217.3770,205.1430,196.4149,194.5481,215.1284|88:205.8726,181.2477,177.6081,190.8009,186.1296|145:202.5429,200.0955,238.2821,224.9791,203.3212|166:207.1561,208.5650,224.5760,183.9028,203.8502|141:239.1506,207.0076,193.0885,212.7830,243.2495|65:188.4093,208.3995,194.9516,210.2835,238.3556|6:216.0829,239.5920,213.6895,203.7657,234.3487|131:251.1813,230.3372,255.2549,227.5418,266.5172|119:206.9249,210.0051,213.1327,219.3704,224.1361|96:266.2045,242.4245,251.5363,313.9789,260.6041|162:305.4408,279.8126,242.4310,203.0790,250.2941|0:289.6088,213.0398,239.9629,293.1112,217.5570",,,0,,,,,1,1,1,1,1,False,False,15,15,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,40,1,107,18,1,107,18,1,1,24,17,409.00933837890625,409.00933837890625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,409.00933837890625,409.00933837890625,409.00933837890625,409.00933837890625,0.0,,,,,,,,,,,,,,,,,,,,,"107:343.2216,370.5493,274.2334,368.4115,409.0093",,,0,,,,,0,0,1,1,1,,,16,16,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,40,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,17,161.43978881835938,268.3614196777344,162.0767593383789,315.3634338378906,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,196.95387268066406,225.7514937551398,222.7845001220703,268.3614196777344,18.947515463283732,,,,,,,,,,,,,,,,,,,,,"87:250.9996,207.7303,265.8225,224.8728,246.2488|157:254.7559,212.7818,208.2152,230.2114,229.7623|149:274.7950,225.5038,255.4557,235.3555,268.3614|109:225.6404,238.0099,202.8748,204.7153,219.3043|143:251.5948,210.4686,297.2331,238.5399,218.3349|114:222.2803,216.8379,238.4825,210.2524,232.3671|117:221.6051,220.6730,204.4261,201.0344,233.3654|2:205.1430,196.4149,194.5481,215.1284,206.4723|88:181.2477,177.6081,190.8009,186.1296,220.9696|145:200.0955,238.2821,224.9791,203.3212,196.9539|166:208.5650,224.5760,183.9028,203.8502,201.4377|141:207.0076,193.0885,212.7830,243.2495,223.7970|65:208.3995,194.9516,210.2835,238.3556,200.9811|6:239.5920,213.6895,203.7657,234.3487,221.2821|131:230.3372,255.2549,227.5418,266.5172,207.4978|119:210.0051,213.1327,219.3704,224.1361,222.7845|96:242.4245,251.5363,313.9789,260.6041,241.6310|162:279.8126,242.4310,203.0790,250.2941,237.5469|0:213.0398,239.9629,293.1112,217.5570,260.1803",,,0,,,,,1,1,1,1,1,True,False,16,16,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,41,1,107,18,1,107,18,1,1,24,18,297.80169677734375,297.80169677734375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,297.80169677734375,297.80169677734375,297.80169677734375,297.80169677734375,0.0,,,,,,,,,,,,,,,,,,,,,"107:370.5493,274.2334,368.4115,409.0093,297.8017",,,0,,,,,0,0,1,1,1,,,17,17,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,41,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,18,163.35304260253906,266.69134521484375,161.77415466308594,314.53270263671874,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,194.7794189453125,229.42296640496505,234.61167907714844,266.69134521484375,24.774365945209063,,,,,,,,,,,,,,,,,,,,,"87:207.7303,265.8225,224.8728,246.2488,199.1817|157:212.7818,208.2152,230.2114,229.7623,234.6117|149:225.5038,255.4557,235.3555,268.3614,235.5719|109:238.0099,202.8748,204.7153,219.3043,262.1285|143:210.4686,297.2331,238.5399,218.3349,248.0432|114:216.8379,238.4825,210.2524,232.3671,242.0428|117:220.6730,204.4261,201.0344,233.3654,240.4579|2:196.4149,194.5481,215.1284,206.4723,249.7505|88:177.6081,190.8009,186.1296,220.9696,199.4276|145:238.2821,224.9791,203.3212,196.9539,197.8245|166:224.5760,183.9028,203.8502,201.4377,196.8239|141:193.0885,212.7830,243.2495,223.7970,194.7794|65:194.9516,210.2835,238.3556,200.9811,220.7625|6:213.6895,203.7657,234.3487,221.2821,212.1035|131:255.2549,227.5418,266.5172,207.4978,259.9434|119:213.1327,219.3704,224.1361,222.7845,225.4238|96:251.5363,313.9789,260.6041,241.6310,264.9510|162:242.4310,203.0790,250.2941,237.5469,266.6913|0:239.9629,293.1112,217.5570,260.1803,208.5171",,,0,,,,,1,1,1,1,1,False,False,17,17,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,42,1,107,18,1,107,18,1,1,24,19,276.2523193359375,276.2523193359375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,276.2523193359375,276.2523193359375,276.2523193359375,276.2523193359375,0.0,,,,,,,,,,,,,,,,,,,,,"107:274.2334,368.4115,409.0093,297.8017,276.2523",,,0,,,,,0,0,1,1,1,,,18,18,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,42,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,19,160.4951629638672,305.7272033691406,161.8750228881836,313.61358337402345,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,191.03367614746094,223.07103528474508,218.83428955078125,305.7272033691406,25.53049279618696,,,,,,,,,,,,,,,,,,,,,"87:265.8225,224.8728,246.2488,199.1817,305.7272|157:208.2152,230.2114,229.7623,234.6117,214.1787|149:255.4557,235.3555,268.3614,235.5719,234.4335|109:202.8748,204.7153,219.3043,262.1285,222.1975|143:297.2331,238.5399,218.3349,248.0432,211.2010|114:238.4825,210.2524,232.3671,242.0428,229.0233|117:204.4261,201.0344,233.3654,240.4579,253.1611|2:194.5481,215.1284,206.4723,249.7505,213.2733|88:190.8009,186.1296,220.9696,199.4276,191.0337|145:224.9791,203.3212,196.9539,197.8245,194.7080|166:183.9028,203.8502,201.4377,196.8239,207.0922|141:212.7830,243.2495,223.7970,194.7794,197.3751|65:210.2835,238.3556,200.9811,220.7625,230.0237|6:203.7657,234.3487,221.2821,212.1035,245.4931|131:227.5418,266.5172,207.4978,259.9434,199.5771|119:219.3704,224.1361,222.7845,225.4238,218.8343|96:313.9789,260.6041,241.6310,264.9510,224.5683|162:203.0790,250.2941,237.5469,266.6913,235.3869|0:293.1112,217.5570,260.1803,208.5171,211.0618",,,0,,,,,1,1,1,1,1,True,False,18,18,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,43,1,107,18,1,107,18,1,1,24,20,316.837890625,316.837890625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,316.837890625,316.837890625,316.837890625,316.837890625,0.0,,,,,,,,,,,,,,,,,,,,,"107:368.4115,409.0093,297.8017,276.2523,316.8379",,,0,,,,,0,0,1,1,1,,,19,19,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,43,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,20,166.4982147216797,260.98516845703125,161.72931671142578,312.51768798828124,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,179.13143920898438,219.71762727436266,221.67282104492188,260.98516845703125,19.608511170675953,,,,,,,,,,,,,,,,,,,,,"87:224.8728,246.2488,199.1817,305.7272,209.3347|157:230.2114,229.7623,234.6117,214.1787,205.6639|149:235.3555,268.3614,235.5719,234.4335,223.1086|109:204.7153,219.3043,262.1285,222.1975,239.9713|143:238.5399,218.3349,248.0432,211.2010,225.2561|114:210.2524,232.3671,242.0428,229.0233,228.4599|117:201.0344,233.3654,240.4579,253.1611,214.0814|2:215.1284,206.4723,249.7505,213.2733,202.9444|88:186.1296,220.9696,199.4276,191.0337,179.1314|145:203.3212,196.9539,197.8245,194.7080,204.7552|166:203.8502,201.4377,196.8239,207.0922,227.6778|141:243.2495,223.7970,194.7794,197.3751,199.2097|65:238.3556,200.9811,220.7625,230.0237,260.9852|6:234.3487,221.2821,212.1035,245.4931,232.9801|131:266.5172,207.4978,259.9434,199.5771,221.6728|119:224.1361,222.7845,225.4238,218.8343,257.3436|96:260.6041,241.6310,264.9510,224.5683,225.3830|162:250.2941,237.5469,266.6913,235.3869,218.6711|0:217.5570,260.1803,208.5171,211.0618,198.0045",,,0,,,,,1,1,1,1,1,False,False,19,19,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,44,1,107,18,1,107,18,1,1,24,21,364.20672607421875,364.20672607421875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,364.20672607421875,364.20672607421875,364.20672607421875,364.20672607421875,0.0,,,,,,,,,,,,,,,,,,,,,"107:409.0093,297.8017,276.2523,316.8379,364.2067",,,0,,,,,0,0,1,1,1,,,20,20,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,44,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,21,161.74658203125,278.5370178222656,161.75173568725586,311.4217926025391,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,187.9027557373047,215.2730568333676,209.5014190673828,278.5370178222656,25.365068088647917,,,,,,,,,,,,,,,,,,,,,"87:246.2488,199.1817,305.7272,209.3347,224.7799|157:229.7623,234.6117,214.1787,205.6639,210.3383|149:268.3614,235.5719,234.4335,223.1086,195.4040|109:219.3043,262.1285,222.1975,239.9713,228.0084|143:218.3349,248.0432,211.2010,225.2561,210.0784|114:232.3671,242.0428,229.0233,228.4599,234.5086|117:233.3654,240.4579,253.1611,214.0814,199.6871|2:206.4723,249.7505,213.2733,202.9444,187.9028|88:220.9696,199.4276,191.0337,179.1314,209.5014|145:196.9539,197.8245,194.7080,204.7552,197.7938|166:201.4377,196.8239,207.0922,227.6778,193.0324|141:223.7970,194.7794,197.3751,199.2097,200.2948|65:200.9811,220.7625,230.0237,260.9852,192.3360|6:221.2821,212.1035,245.4931,232.9801,205.7415|131:207.4978,259.9434,199.5771,221.6728,212.4437|119:222.7845,225.4238,218.8343,257.3436,198.1546|96:241.6310,264.9510,224.5683,225.3830,234.6464|162:237.5469,266.6913,235.3869,218.6711,276.9991|0:260.1803,208.5171,211.0618,198.0045,278.5370",,,0,,,,,1,1,1,1,1,True,False,20,20,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,45,1,107,18,1,107,18,1,1,24,22,326.17767333984375,326.17767333984375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,326.17767333984375,326.17767333984375,326.17767333984375,326.17767333984375,0.0,,,,,,,,,,,,,,,,,,,,,"107:297.8017,276.2523,316.8379,364.2067,326.1777",,,0,,,,,0,0,1,1,1,,,21,21,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,45,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,24,22,165.9263916015625,259.66656494140625,161.74658203125,310.3258972167969,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,172.50677490234375,221.85714561060854,220.63900756835938,259.66656494140625,24.767476915151917,,,,,,,,,,,,,,,,,,,,,"87:199.1817,305.7272,209.3347,224.7799,229.1229|157:234.6117,214.1787,205.6639,210.3383,239.1602|149:235.5719,234.4335,223.1086,195.4040,257.2944|109:262.1285,222.1975,239.9713,228.0084,254.3593|143:248.0432,211.2010,225.2561,210.0784,199.9401|114:242.0428,229.0233,228.4599,234.5086,259.6666|117:240.4579,253.1611,214.0814,199.6871,256.5579|2:249.7505,213.2733,202.9444,187.9028,220.6390|88:199.4276,191.0337,179.1314,209.5014,172.5068|145:197.8245,194.7080,204.7552,197.7938,210.6989|166:196.8239,207.0922,227.6778,193.0324,194.0314|141:194.7794,197.3751,199.2097,200.2948,198.5307|65:220.7625,230.0237,260.9852,192.3360,200.4259|6:212.1035,245.4931,232.9801,205.7415,241.9999|131:259.9434,199.5771,221.6728,212.4437,225.9264|119:225.4238,218.8343,257.3436,198.1546,202.9544|96:264.9510,224.5683,225.3830,234.6464,215.6458|162:266.6913,235.3869,218.6711,276.9991,236.4633|0:208.5171,211.0618,198.0045,278.5370,199.3620",,,0,,,,,1,1,1,1,1,False,False,21,21,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,2,46,1,107,18,1,107,18,1,1,24,23,303.884033203125,303.884033203125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,303.884033203125,303.884033203125,303.884033203125,303.884033203125,0.0,,,,,,,,,,,,,,,,,,,,,"107:276.2523,316.8379,364.2067,326.1777,303.8840",,,0,,,,,0,0,1,1,1,,,22,22,2,1
