run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,1,1.0,0.617604187488556,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,1,2.0,0.470429013967514,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,1,3.0,0.3615075557231903,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch,val,,1,,,0.30621213698387145,0.8652,0.5799999833106995,0.8553337626100022,0.866507887840271,0.866507887840271,0.8420343399047852,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle2,1,,,,,,,,,,2000,539.0,49.0,1395.0,17.0,0.9166666666666666,0.9694244604316546,0.942307710647583,0.942307710647583,0.942307710647583,556.0,0.27799999713897705
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle3,1,,,,,,,,,,2000,732.0,132.0,1125.0,11.0,0.8472222222222222,0.9851951547779273,0.9110143184661865,0.9110143184661865,0.9110143184661865,743.0,0.3714999854564667
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle4,1,,,,,,,,,,2000,813.0,270.0,847.0,70.0,0.7506925207756233,0.9207248018120046,0.8270600438117981,0.8270600438117981,0.8270600438117981,883.0,0.4415000081062317
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle5,1,,,,,,,,,,2000,914.0,304.0,674.0,108.0,0.7504105090311987,0.8943248532289628,0.8160713911056519,0.8160713911056519,0.7659090757369995,1022.0,0.5109999775886536
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle6,1,,,,,,,,,,2000,987.0,278.0,626.0,109.0,0.7802371541501977,0.9005474452554745,0.8360863327980042,0.8360863327980042,0.7638804316520691,1096.0,0.5479999780654907
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,train_epoch,train,,1,1.0,0.8935588121414184,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,train_epoch,train,,1,2.0,0.6633112139701843,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,train_epoch,train,,1,3.0,0.5738094415664673,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch,val,,1,,,0.5944523274898529,0.7794,0.5370000004768372,0.6653519417475728,0.5992265939712524,0.5992265939712524,0.5992265939712524,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle2,1,,,,,,,,,,2000,845.0,239.0,899.0,17.0,0.7795202952029521,0.9802784222737819,0.8684480786323547,0.8684480786323547,0.8684480786323547,862.0,0.4309999942779541
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle3,1,,,,,,,,,,2000,643.0,228.0,1081.0,48.0,0.7382319173363949,0.9305354558610709,0.8233034014701843,0.8233034014701843,0.8233034014701843,691.0,0.34549999237060547
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle4,1,,,,,,,,,,2000,370.0,480.0,1129.0,21.0,0.43529411764705883,0.9462915601023018,0.5962932705879211,0.5962932705879211,0.5962932705879211,391.0,0.19550000131130219
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle5,1,,,,,,,,,,2000,222.0,587.0,1177.0,14.0,0.27441285537700866,0.940677966101695,0.42488035559654236,0.42488035559654236,0.42488035559654236,236.0,0.11800000071525574
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle6,1,,,,,,,,,,2000,113.0,557.0,1315.0,15.0,0.16865671641791044,0.8828125,0.28320804238319397,0.28320804238319397,0.28320804238319397,128.0,0.06400000303983688
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client,val,,1,,,0.702240535736084,0.6156,0.2815000116825104,0.21164889253486463,0.2290678471326828,0.2290678471326828,0.4596441388130188,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle2,1,,,,,,,,,,2000,164.0,46.0,1398.0,392.0,0.780952380952381,0.2949640287769784,0.4281983971595764,0.4281983971595764,0.4281983971595764,556.0,0.27799999713897705
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle3,1,,,,,,,,,,2000,143.0,11.0,1246.0,600.0,0.9285714285714286,0.19246298788694483,0.31884056329727173,0.31884056329727173,0.31884056329727173,743.0,0.3714999854564667
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle4,1,,,,,,,,,,2000,129.0,3.0,1114.0,754.0,0.9772727272727273,0.14609286523216308,0.2541871666908264,0.2541871666908264,0.2541871666908264,883.0,0.4415000081062317
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle5,1,,,,,,,,,,2000,29.0,0.0,978.0,993.0,1.0,0.02837573385518591,0.05518553778529167,0.05518553778529167,0.6632757186889648,1022.0,0.5109999775886536
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle6,1,,,,,,,,,,2000,51.0,0.0,904.0,1045.0,1.0,0.046532846715328466,0.08892763406038284,0.08892763406038284,0.6337189078330994,1096.0,0.5479999780654907
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client,val,,1,,,1.1030739164352417,0.776,0.3919999897480011,0.05803195962994112,0.043577201664447784,0.043577201664447784,0.043577201664447784,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle2,1,,,,,,,,,,2000,38.0,0.0,1138.0,824.0,1.0,0.04408352668213457,0.08444444835186005,0.08444444835186005,0.08444444835186005,862.0,0.4309999942779541
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle3,1,,,,,,,,,,2000,16.0,0.0,1309.0,675.0,1.0,0.023154848046309694,0.04526166617870331,0.04526166617870331,0.04526166617870331,691.0,0.34549999237060547
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle4,1,,,,,,,,,,2000,13.0,0.0,1609.0,378.0,1.0,0.03324808184143223,0.06435643881559372,0.06435643881559372,0.06435643881559372,391.0,0.19550000131130219
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle5,1,,,,,,,,,,2000,1.0,0.0,1764.0,235.0,1.0,0.00423728813559322,0.008438818156719208,0.008438818156719208,0.008438818156719208,236.0,0.11800000071525574
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle6,1,,,,,,,,,,2000,1.0,1.0,1871.0,127.0,0.5,0.0078125,0.015384615398943424,0.015384615398943424,0.015384615398943424,128.0,0.06400000303983688
fedavg,fedavg,341|859,341|859,0,all,all,global_val_mean,val,,1,,,0.9026572260856628,0.6958,0.33675000071525574,0.13484042608240288,0.1363225243985653,0.1363225243985653,0.2516106702387333,4000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,2,1.0,0.36806133008003233,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,2,2.0,0.2980636831521988,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,2,3.0,0.26568286716938017,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch,val,,2,,,0.2421533145904541,0.8921,0.6294999718666077,0.8759912653717964,0.8891097903251648,0.8891097903251648,0.8793652653694153,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle2,2,,,,,,,,,,2000,555.0,34.0,1410.0,1.0,0.9422750424448217,0.9982014388489209,0.9694323539733887,0.9694323539733887,0.9694323539733887,556.0,0.27799999713897705
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle3,2,,,,,,,,,,2000,735.0,61.0,1196.0,8.0,0.9233668341708543,0.9892328398384926,0.955165684223175,0.955165684223175,0.955165684223175,743.0,0.3714999854564667
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle4,2,,,,,,,,,,2000,778.0,102.0,1015.0,105.0,0.884090909090909,0.8810872027180068,0.8825865387916565,0.8825865387916565,0.8825865387916565,883.0,0.4415000081062317
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle5,2,,,,,,,,,,2000,834.0,202.0,776.0,188.0,0.805019305019305,0.8160469667318982,0.8104955554008484,0.8104955554008484,0.7991760969161987,1022.0,0.5109999775886536
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle6,2,,,,,,,,,,2000,909.0,191.0,713.0,187.0,0.8263636363636364,0.8293795620437956,0.8278688192367554,0.8278688192367554,0.7904655933380127,1096.0,0.5479999780654907
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,train_epoch,train,,2,1.0,0.5380576338768005,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,train_epoch,train,,2,2.0,0.4290268995761871,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,train_epoch,train,,2,3.0,0.40917768955230716,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch,val,,2,,,0.4074157814979553,0.9,0.6690000295639038,0.8167155425219942,0.7256473302841187,0.7256473302841187,0.7256473302841187,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle2,2,,,,,,,,,,2000,856.0,7.0,1131.0,6.0,0.9918887601390498,0.9930394431554525,0.9924637675285339,0.9924637675285339,0.9924637675285339,862.0,0.4309999942779541
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle3,2,,,,,,,,,,2000,683.0,39.0,1270.0,8.0,0.945983379501385,0.9884225759768451,0.9667373895645142,0.9667373895645142,0.9667373895645142,691.0,0.34549999237060547
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle4,2,,,,,,,,,,2000,377.0,230.0,1379.0,14.0,0.6210873146622735,0.9641943734015346,0.7555110454559326,0.7555110454559326,0.7555110454559326,391.0,0.19550000131130219
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle5,2,,,,,,,,,,2000,223.0,427.0,1337.0,13.0,0.34307692307692306,0.9449152542372882,0.5033860206604004,0.5033860206604004,0.5033860206604004,236.0,0.11800000071525574
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle6,2,,,,,,,,,,2000,89.0,217.0,1655.0,39.0,0.2908496732026144,0.6953125,0.41013824939727783,0.41013824939727783,0.41013824939727783,128.0,0.06400000303983688
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client,val,,2,,,0.31885650610923766,0.8645,0.5669999718666077,0.8352583586626141,0.8463389277458191,0.8463389277458191,0.8589251637458801,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle2,2,,,,,,,,,,2000,546.0,49.0,1395.0,10.0,0.9176470588235294,0.9820143884892086,0.9487402439117432,0.9487402439117432,0.9487402439117432,556.0,0.27799999713897705
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle3,2,,,,,,,,,,2000,722.0,108.0,1149.0,21.0,0.8698795180722891,0.971736204576043,0.9179911613464355,0.9179911613464355,0.9179911613464355,743.0,0.3714999854564667
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle4,2,,,,,,,,,,2000,752.0,121.0,996.0,131.0,0.861397479954181,0.8516421291053228,0.8564920425415039,0.8564920425415039,0.8564920425415039,883.0,0.4415000081062317
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle5,2,,,,,,,,,,2000,772.0,139.0,839.0,250.0,0.8474204171240395,0.7553816046966731,0.798758327960968,0.798758327960968,0.8118045330047607,1022.0,0.5109999775886536
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle6,2,,,,,,,,,,2000,643.0,73.0,831.0,453.0,0.8980446927374302,0.5866788321167883,0.7097129821777344,0.7097129821777344,0.7595977783203125,1096.0,0.5479999780654907
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client,val,,2,,,0.5872484483718872,0.9258,0.7269999980926514,0.8327321911632102,0.6993916630744934,0.6993916630744934,0.6993916630744934,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle2,2,,,,,,,,,,2000,842.0,4.0,1134.0,20.0,0.9952718676122931,0.9767981438515081,0.9859484434127808,0.9859484434127808,0.9859484434127808,862.0,0.4309999942779541
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle3,2,,,,,,,,,,2000,587.0,4.0,1305.0,104.0,0.9932318104906938,0.849493487698987,0.9157566428184509,0.9157566428184509,0.9157566428184509,691.0,0.34549999237060547
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle4,2,,,,,,,,,,2000,234.0,20.0,1589.0,157.0,0.9212598425196851,0.59846547314578,0.7255814671516418,0.7255814671516418,0.7255814671516418,391.0,0.19550000131130219
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle5,2,,,,,,,,,,2000,135.0,155.0,1609.0,101.0,0.46551724137931033,0.5720338983050848,0.5133079886436462,0.5133079886436462,0.5133079886436462,236.0,0.11800000071525574
fedavg,fedavg,341|859,341|859,0,859,data_2000_4_1.5_chordal,global_val_client_task,val,cycle6,2,,,,,,,,,,2000,49.0,98.0,1774.0,79.0,0.3333333333333333,0.3828125,0.3563636243343353,0.3563636243343353,0.3563636243343353,128.0,0.06400000303983688
fedavg,fedavg,341|859,341|859,0,all,all,global_val_mean,val,,2,,,0.4530524772405624,0.89515,0.6469999849796295,0.8339952749129121,0.7728652954101562,0.7728652954101562,0.7791584134101868,4000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,3,1.0,0.2974235644340515,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,3,2.0,0.2538379179239273,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,train_epoch,train,,3,3.0,0.24194933080673217,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,0,341,data_2000_5_5.0_chordal,val_epoch,val,,3,,,0.2416144140958786,0.8908,0.6294999718666077,0.8756264236902049,0.8876573443412781,0.8876573443412781,0.8766227960586548,2000,,,,,,,,,,,
