run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,178,data_4200_4_3.5_chordal_rep02,train_epoch,train,,1,1.0,0.6983532103470393,,,,,,,,4200,,,,,,,,,,,
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,178,data_4200_4_3.5_chordal_rep02,val_epoch,val,,1,,,0.46689809379123504,0.8446190476190476,0.5595238208770752,0.7586002811274691,0.7694573402404785,0.7694573402404785,0.7694573402404785,4200,,,,,,,,,,,
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle2,1,,,,,,,,,,4200,1019.0,79.0,3082.0,20.0,0.9280510018214936,0.9807507218479307,0.9536733627319336,0.9536733627319336,0.9536733627319336,1039.0,0.24738095700740814
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle3,1,,,,,,,,,,4200,1071.0,474.0,2598.0,57.0,0.6932038834951456,0.949468085106383,0.8013467788696289,0.8013467788696289,0.8013467788696289,1128.0,0.2685714364051819
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle4,1,,,,,,,,,,4200,1098.0,571.0,2366.0,165.0,0.6578789694427801,0.8693586698337292,0.7489768266677856,0.7489768266677856,0.7489768266677856,1263.0,0.30071428418159485
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle5,1,,,,,,,,,,4200,1005.0,614.0,2331.0,250.0,0.6207535515750463,0.8007968127490039,0.699373722076416,0.699373722076416,0.699373722076416,1255.0,0.2988095283508301
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle6,1,,,,,,,,,,4200,934.0,790.0,2233.0,243.0,0.5417633410672854,0.7935429056924383,0.6439158916473389,0.6439158916473389,0.6439158916473389,1177.0,0.2802380919456482
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,96,data_4000_4_3.5_chordal_rep00,train_epoch,train,,1,1.0,0.6791174318790436,,,,,,,,4000,,,,,,,,,,,
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,96,data_4000_4_3.5_chordal_rep00,val_epoch,val,,1,,,0.4765473747253418,0.82175,0.5460000038146973,0.7400277109312331,0.7489618062973022,0.7489618062973022,0.7489618062973022,4000,,,,,,,,,,,
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,96,data_4000_4_3.5_chordal_rep00,val_epoch_task,val,cycle2,1,,,,,,,,,,4000,966.0,198.0,2835.0,1.0,0.8298969072164949,0.9989658738366081,0.9066166281700134,0.9066166281700134,0.9066166281700134,967.0,0.24175000190734863
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,96,data_4000_4_3.5_chordal_rep00,val_epoch_task,val,cycle3,1,,,,,,,,,,4000,1068.0,623.0,2257.0,52.0,0.631578947368421,0.9535714285714286,0.7598719596862793,0.7598719596862793,0.7598719596862793,1120.0,0.2800000011920929
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,96,data_4000_4_3.5_chordal_rep00,val_epoch_task,val,cycle4,1,,,,,,,,,,4000,1076.0,692.0,2187.0,45.0,0.6085972850678733,0.9598572702943801,0.7448944449424744,0.7448944449424744,0.7448944449424744,1121.0,0.28025001287460327
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,96,data_4000_4_3.5_chordal_rep00,val_epoch_task,val,cycle5,1,,,,,,,,,,4000,1064.0,866.0,2032.0,38.0,0.5512953367875648,0.9655172413793104,0.7018469572067261,0.7018469572067261,0.7018469572067261,1102.0,0.27549999952316284
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,96,data_4000_4_3.5_chordal_rep00,val_epoch_task,val,cycle6,1,,,,,,,,,,4000,900.0,963.0,2050.0,87.0,0.4830917874396135,0.9118541033434651,0.6315789818763733,0.6315789818763733,0.6315789818763733,987.0,0.24674999713897705
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,17,data_3800_4_3.5_chordal_rep01,train_epoch,train,,1,1.0,0.7230076399602388,,,,,,,,3800,,,,,,,,,,,
fedavg,fedavg,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,17,data_3800_4_3.5_chordal_rep01,val_epoch,val,,1,,,0.5928691400979694,0.7822105263157895,0.4955263137817383,0.6640688423445364,0.6644395589828491,0.6644395589828491,0.6644395589828491,3800,,,,,,,,,,,
