run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
local,local,,,1,300,data_4000_4_9_chordal,train_epoch,train,,,1,0.7537077331542968,,,,,,,,4000,,,,,,,,,,,
local,local,,,1,300,data_4000_4_9_chordal,val_epoch,val,,,1,,0.5491695880889893,0.8379,0.565500020980835,0.6621508962067528,0.6915706396102905,0.6915706396102905,0.6915706396102905,4000,,,,,,,,,,,
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle2,,1,,,,,,,,,4000,385.0,230.0,3347.0,38.0,0.6260162601626016,0.9101654846335697,0.741811215877533,0.741811215877533,0.741811215877533,423.0,0.10575000196695328
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle3,,1,,,,,,,,,4000,554.0,159.0,3256.0,31.0,0.7769985974754559,0.947008547008547,0.8536209464073181,0.8536209464073181,0.8536209464073181,585.0,0.14624999463558197
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle4,,1,,,,,,,,,4000,640.0,493.0,2719.0,148.0,0.5648720211827007,0.8121827411167513,0.6663196682929993,0.6663196682929993,0.6663196682929993,788.0,0.19699999690055847
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle5,,1,,,,,,,,,4000,750.0,943.0,2161.0,146.0,0.44300059066745423,0.8370535714285714,0.5793743133544922,0.5793743133544922,0.5793743133544922,896.0,0.2240000069141388
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle6,,1,,,,,,,,,4000,848.0,830.0,2098.0,224.0,0.5053635280095352,0.7910447761194029,0.6167272329330444,0.6167272329330444,0.6167272329330444,1072.0,0.2680000066757202
local,local,,,1,300,data_4000_4_9_chordal,train_epoch,train,,,2,0.42547887754440306,,,,,,,,4000,,,,,,,,,,,
local,local,,,1,300,data_4000_4_9_chordal,val_epoch,val,,,2,,0.39744781410694124,0.86125,0.5792499780654907,0.7224722472247225,0.7619799971580505,0.7619799971580505,0.7619799971580505,4000,,,,,,,,,,,
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle2,,2,,,,,,,,,4000,418.0,61.0,3516.0,5.0,0.872651356993737,0.9881796690307328,0.9268292784690857,0.9268292784690857,0.9268292784690857,423.0,0.10575000196695328
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle3,,2,,,,,,,,,4000,585.0,295.0,3120.0,0.0,0.6647727272727273,1.0,0.7986348271369934,0.7986348271369934,0.7986348271369934,585.0,0.14624999463558197
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle4,,2,,,,,,,,,4000,783.0,442.0,2770.0,5.0,0.6391836734693878,0.9936548223350253,0.7779433727264404,0.7779433727264404,0.7779433727264404,788.0,0.19699999690055847
local,local,,,1,300,data_4000_4_9_chordal,val_epoch_task,val,cycle5,,2,,,,,,,,,4000,865.0,762.0,2342.0,31.0,0.5316533497234174,0.9654017857142857,0.6856915950775146,0.6856915950775146,0.6856915950775146,896.0,0.2240000069141388
