run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,178,data_4200_4_3.5_chordal_rep02,train_epoch,train,,1,1.0,0.7070315328098479,,,,,,,,4200,,,,,,,,,,,
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,178,data_4200_4_3.5_chordal_rep02,val_epoch,val,,1,,,0.5583879351615906,0.801,0.5197619199752808,0.7054760730143068,0.7049037218093872,0.7049037218093872,0.7049037218093872,4200,,,,,,,,,,,
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle2,1,,,,,,,,,,4200,1011.0,1089.0,2072.0,28.0,0.48142857142857143,0.973051010587103,0.6441541910171509,0.6441541910171509,0.6441541910171509,1039.0,0.24738095700740814
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle3,1,,,,,,,,,,4200,1068.0,595.0,2477.0,60.0,0.6422128683102826,0.9468085106382979,0.7653170824050903,0.7653170824050903,0.7653170824050903,1128.0,0.2685714364051819
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle4,1,,,,,,,,,,4200,1132.0,515.0,2422.0,131.0,0.6873102610807529,0.8962787015043547,0.778006911277771,0.778006911277771,0.778006911277771,1263.0,0.30071428418159485
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle5,1,,,,,,,,,,4200,1001.0,569.0,2376.0,254.0,0.6375796178343949,0.797609561752988,0.7086725831031799,0.7086725831031799,0.7086725831031799,1255.0,0.2988095283508301
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,178,data_4200_4_3.5_chordal_rep02,val_epoch_task,val,cycle6,1,,,,,,,,,,4200,793.0,554.0,2469.0,384.0,0.5887156644394952,0.6737468139337298,0.6283676624298096,0.6283676624298096,0.6283676624298096,1177.0,0.2802380919456482
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,96,data_4000_4_3.5_chordal_rep00,train_epoch,train,,1,1.0,0.7236549263000488,,,,,,,,4000,,,,,,,,,,,
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,96,data_4000_4_3.5_chordal_rep00,val_epoch,val,,1,,,0.6543471827507019,0.71095,0.4442499876022339,0.6367577756833176,0.6358515620231628,0.6358515620231628,0.6358515620231628,4000,,,,,,,,,,,
fedavg,fedavg,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,2,96,data_4000_4_3.5_chordal_rep00,val_epoch_task,val,cycle2,1,,,,,,,,,,4000,881.0,1151.0,1882.0,86.0,0.43356299212598426,0.9110651499482937,0.5875292420387268,0.5875292420387268,0.5875292420387268,967.0,0.24175000190734863
