subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,42,1,60,19,1,60,19,1,1,15,28,384.67840576171875,384.67840576171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,384.67840576171875,384.67840576171875,384.67840576171875,384.67840576171875,0.0,,,,,,,,,,,,,,,,,,,,,"60:294.9026,334.4183,379.4353,338.4055,384.6784",,,0,,,,,0,0,1,1,1,,,27,27,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,42,3,145,18,1,145,18,1,1,28,15,353.331787109375,353.331787109375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,353.331787109375,353.331787109375,353.331787109375,353.331787109375,0.0,,,,,,,,,,,,,,,,,,,,,"145:327.4321,285.6563,247.2618,304.8414,353.3318",,,0,,,,,0,0,1,1,1,,,14,14,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,42,5,217,17,1,217,17,1,1,36,7,219.79818725585938,219.79818725585938,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,219.79818725585938,219.79818725585938,219.79818725585938,219.79818725585938,0.0,,,,,,,,,,,,,,,,,,,,,"217:242.1989,238.9688,305.0743,329.3891,219.7982",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,42,7,62,16,1,62,16,1,1,42,1,213.5276641845703,213.5276641845703,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,213.5276641845703,213.5276641845703,213.5276641845703,213.5276641845703,0.0,,,,,,,,,,,,,,,,,,,,,62:213.5277,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,42,8,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,1,42,1,156.33892822265625,222.47451782226562,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,16,165.14207458496094,186.39014720916748,184.0074234008789,222.47451782226562,15.754239470530106,,,,,,,,,,,,,,,,,,,,,178:190.6632|96:181.9646|19:174.5761|176:179.4820|171:188.7901|89:177.6819|90:177.1621|11:165.1421|190:198.7235|109:222.4745|24:165.4274|30:186.0502|166:177.8814|5:186.5421|2:220.3449|162:189.3362,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,43,1,60,19,1,60,19,1,1,15,29,329.3787841796875,329.3787841796875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,329.3787841796875,329.3787841796875,329.3787841796875,329.3787841796875,0.0,,,,,,,,,,,,,,,,,,,,,"60:334.4183,379.4353,338.4055,384.6784,329.3788",,,0,,,,,0,0,1,1,1,,,28,28,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,43,3,145,18,1,145,18,1,1,28,16,312.9617004394531,312.9617004394531,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,312.9617004394531,312.9617004394531,312.9617004394531,312.9617004394531,0.0,,,,,,,,,,,,,,,,,,,,,"145:285.6563,247.2618,304.8414,353.3318,312.9617",,,0,,,,,0,0,1,1,1,,,15,15,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,43,5,217,17,1,217,17,1,1,36,8,257.0383605957031,257.0383605957031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,257.0383605957031,257.0383605957031,257.0383605957031,257.0383605957031,0.0,,,,,,,,,,,,,,,,,,,,,"217:238.9688,305.0743,329.3891,219.7982,257.0384",,,0,,,,,0,0,1,1,1,,,7,7,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,43,7,62,16,1,62,16,1,1,42,2,236.74362182617188,236.74362182617188,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,236.74362182617188,236.74362182617188,236.74362182617188,236.74362182617188,0.0,,,,,,,,,,,,,,,,,,,,,"62:213.5277,236.7436",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,43,8,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,1,42,2,156.74607849121094,249.772216796875,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,16,167.35183715820312,193.00523281097412,187.00503540039062,249.772216796875,21.530230942944375,,,,,,,,,,,,,,,,,,,,,"178:190.6632,180.3723|96:181.9646,179.5112|19:174.5761,167.3518|176:179.4820,186.6982|171:188.7901,187.3118|89:177.6819,173.1599|90:177.1621,173.7605|11:165.1421,174.5409|190:198.7235,225.5024|109:222.4745,207.9383|24:165.4274,192.0637|30:186.0502,249.7722|166:177.8814,205.5605|5:186.5421,179.8104|2:220.3449,191.6331|162:189.3362,213.0964",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,44,1,60,19,1,60,19,1,1,15,30,346.10089111328125,346.10089111328125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,346.10089111328125,346.10089111328125,346.10089111328125,346.10089111328125,0.0,,,,,,,,,,,,,,,,,,,,,"60:379.4353,338.4055,384.6784,329.3788,346.1009",,,0,,,,,0,0,1,1,1,,,29,29,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,44,3,145,18,1,145,18,1,1,28,17,344.5404052734375,344.5404052734375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,344.5404052734375,344.5404052734375,344.5404052734375,344.5404052734375,0.0,,,,,,,,,,,,,,,,,,,,,"145:247.2618,304.8414,353.3318,312.9617,344.5404",,,0,,,,,0,0,1,1,1,,,16,16,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,44,5,217,17,1,217,17,1,1,36,9,290.375732421875,290.375732421875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,290.375732421875,290.375732421875,290.375732421875,290.375732421875,0.0,,,,,,,,,,,,,,,,,,,,,"217:305.0743,329.3891,219.7982,257.0384,290.3757",,,0,,,,,0,0,1,1,1,,,8,8,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,44,7,62,16,1,62,16,1,1,42,3,242.64332580566406,242.64332580566406,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,242.64332580566406,242.64332580566406,242.64332580566406,242.64332580566406,0.0,,,,,,,,,,,,,,,,,,,,,"62:213.5277,236.7436,242.6433",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,44,8,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,1,42,3,155.8969268798828,204.6725616455078,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,16,164.2212371826172,181.64883136749268,180.27186584472656,204.6725616455078,11.202528009398312,,,,,,,,,,,,,,,,,,,,,"178:190.6632,180.3723,176.1311|96:181.9646,179.5112,172.4893|19:174.5761,167.3518,168.6173|176:179.4820,186.6982,185.2568|171:188.7901,187.3118,182.6929|89:177.6819,173.1599,166.9351|90:177.1621,173.7605,182.5358|11:165.1421,174.5409,164.2212|190:198.7235,225.5024,176.6466|109:222.4745,207.9383,204.6726|24:165.4274,192.0637,177.8109|30:186.0502,249.7722,178.0079|166:177.8814,205.5605,187.0916|5:186.5421,179.8104,189.3463|2:220.3449,191.6331,192.0818|162:189.3362,213.0964,201.8441",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,45,1,60,19,1,60,19,1,1,15,31,317.21136474609375,317.21136474609375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,317.21136474609375,317.21136474609375,317.21136474609375,317.21136474609375,0.0,,,,,,,,,,,,,,,,,,,,,"60:338.4055,384.6784,329.3788,346.1009,317.2114",,,0,,,,,0,0,1,1,1,,,30,30,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,45,3,145,18,1,145,18,1,1,28,18,306.17510986328125,306.17510986328125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,306.17510986328125,306.17510986328125,306.17510986328125,306.17510986328125,0.0,,,,,,,,,,,,,,,,,,,,,"145:304.8414,353.3318,312.9617,344.5404,306.1751",,,0,,,,,0,0,1,1,1,,,17,17,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,45,5,217,17,1,217,17,1,1,36,10,298.4775085449219,298.4775085449219,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,298.4775085449219,298.4775085449219,298.4775085449219,298.4775085449219,0.0,,,,,,,,,,,,,,,,,,,,,"217:329.3891,219.7982,257.0384,290.3757,298.4775",,,0,,,,,0,0,1,1,1,,,9,9,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,45,7,62,16,1,62,16,1,1,42,4,233.85777282714844,233.85777282714844,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,233.85777282714844,233.85777282714844,233.85777282714844,233.85777282714844,0.0,,,,,,,,,,,,,,,,,,,,,"62:213.5277,236.7436,242.6433,233.8578",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,45,8,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,1,42,4,156.02020263671875,212.5706024169922,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,16,172.8540496826172,187.1671085357666,185.53246307373047,212.5706024169922,11.64882855099151,,,,,,,,,,,,,,,,,,,,,"178:190.6632,180.3723,176.1311,186.4410|96:181.9646,179.5112,172.4893,176.6096|19:174.5761,167.3518,168.6173,173.7315|176:179.4820,186.6982,185.2568,181.0941|171:188.7901,187.3118,182.6929,180.6033|89:177.6819,173.1599,166.9351,182.4837|90:177.1621,173.7605,182.5358,174.8629|11:165.1421,174.5409,164.2212,191.2604|190:198.7235,225.5024,176.6466,209.5249|109:222.4745,207.9383,204.6726,202.6225|24:165.4274,192.0637,177.8109,185.2288|30:186.0502,249.7722,178.0079,172.8540|166:177.8814,205.5605,187.0916,185.8361|5:186.5421,179.8104,189.3463,190.7884|2:220.3449,191.6331,192.0818,212.5706|162:189.3362,213.0964,201.8441,188.1620",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,46,1,60,19,1,60,19,1,1,15,32,312.71820068359375,312.71820068359375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,312.71820068359375,312.71820068359375,312.71820068359375,312.71820068359375,0.0,,,,,,,,,,,,,,,,,,,,,"60:384.6784,329.3788,346.1009,317.2114,312.7182",,,0,,,,,0,0,1,1,1,,,31,31,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,46,3,145,18,1,145,18,1,1,28,19,369.6610107421875,369.6610107421875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,369.6610107421875,369.6610107421875,369.6610107421875,369.6610107421875,0.0,,,,,,,,,,,,,,,,,,,,,"145:353.3318,312.9617,344.5404,306.1751,369.6610",,,0,,,,,0,0,1,1,1,,,18,18,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,46,5,217,17,1,217,17,1,1,36,11,262.8169250488281,262.8169250488281,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,262.8169250488281,262.8169250488281,262.8169250488281,262.8169250488281,0.0,,,,,,,,,,,,,,,,,,,,,"217:219.7982,257.0384,290.3757,298.4775,262.8169",,,0,,,,,0,0,1,1,1,,,10,10,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,46,7,62,16,1,62,16,1,1,42,5,213.68711853027344,213.68711853027344,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,213.68711853027344,213.68711853027344,213.68711853027344,213.68711853027344,0.0,,,,,,,,,,,,,,,,,,,,,"62:213.5277,236.7436,242.6433,233.8578,213.6871",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,46,8,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,1,42,5,157.4932403564453,238.5216064453125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,16,165.50296020507812,191.09438800811768,185.11028289794922,238.5216064453125,18.28637556068133,,,,,,,,,,,,,,,,,,,,,"178:190.6632,180.3723,176.1311,186.4410,180.3306|96:181.9646,179.5112,172.4893,176.6096,182.2960|19:174.5761,167.3518,168.6173,173.7315,187.6314|176:179.4820,186.6982,185.2568,181.0941,176.8020|171:188.7901,187.3118,182.6929,180.6033,182.5892|89:177.6819,173.1599,166.9351,182.4837,180.9285|90:177.1621,173.7605,182.5358,174.8629,181.2594|11:165.1421,174.5409,164.2212,191.2604,165.5030|190:198.7235,225.5024,176.6466,209.5249,197.9773|109:222.4745,207.9383,204.6726,202.6225,238.5216|24:165.4274,192.0637,177.8109,185.2288,207.0654|30:186.0502,249.7722,178.0079,172.8540,216.2278|166:177.8814,205.5605,187.0916,185.8361,191.2385|5:186.5421,179.8104,189.3463,190.7884,167.1231|2:220.3449,191.6331,192.0818,212.5706,195.5899|162:189.3362,213.0964,201.8441,188.1620,206.4264",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,47,1,60,19,1,60,19,1,1,15,33,324.3377380371094,324.3377380371094,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,324.3377380371094,324.3377380371094,324.3377380371094,324.3377380371094,0.0,,,,,,,,,,,,,,,,,,,,,"60:329.3788,346.1009,317.2114,312.7182,324.3377",,,0,,,,,0,0,1,1,1,,,32,32,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,47,3,145,18,1,145,18,1,1,28,20,344.70513916015625,344.70513916015625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,344.70513916015625,344.70513916015625,344.70513916015625,344.70513916015625,0.0,,,,,,,,,,,,,,,,,,,,,"145:312.9617,344.5404,306.1751,369.6610,344.7051",,,0,,,,,0,0,1,1,1,,,19,19,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,47,5,217,17,1,217,17,1,1,36,12,266.41619873046875,266.41619873046875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,266.41619873046875,266.41619873046875,266.41619873046875,266.41619873046875,0.0,,,,,,,,,,,,,,,,,,,,,"217:257.0384,290.3757,298.4775,262.8169,266.4162",,,0,,,,,0,0,1,1,1,,,11,11,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,47,7,62,16,1,62,16,1,1,42,6,214.81228637695312,214.81228637695312,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,214.81228637695312,214.81228637695312,214.81228637695312,214.81228637695312,0.0,,,,,,,,,,,,,,,,,,,,,"62:236.7436,242.6433,233.8578,213.6871,214.8123",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,47,8,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15,16,1,42,6,157.064453125,221.1955108642578,156.02020263671875,235.31218872070312,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,16,165.06317138671875,194.19892024993896,190.2849884033203,221.1955108642578,16.99952855299882,,,,,,,,,,,,,,,,,,,,,"178:180.3723,176.1311,186.4410,180.3306,191.9014|96:179.5112,172.4893,176.6096,182.2960,188.6686|19:167.3518,168.6173,173.7315,187.6314,178.5626|176:186.6982,185.2568,181.0941,176.8020,174.4290|171:187.3118,182.6929,180.6033,182.5892,215.6142|89:173.1599,166.9351,182.4837,180.9285,176.6226|90:173.7605,182.5358,174.8629,181.2594,193.6126|11:174.5409,164.2212,191.2604,165.5030,165.0632|190:225.5024,176.6466,209.5249,197.9773,221.1955|109:207.9383,204.6726,202.6225,238.5216,185.4386|24:192.0637,177.8109,185.2288,207.0654,200.2168|30:249.7722,178.0079,172.8540,216.2278,213.1198|166:205.5605,187.0916,185.8361,191.2385,182.2512|5:179.8104,189.3463,190.7884,167.1231,188.3056|2:191.6331,192.0818,212.5706,195.5899,216.1998|162:213.0964,201.8441,188.1620,206.4264,215.9812",,,0,,,,,1,1,1,1,1,False,False,5,5,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,48,1,60,19,1,60,19,1,1,15,34,337.18157958984375,337.18157958984375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,337.18157958984375,337.18157958984375,337.18157958984375,337.18157958984375,0.0,,,,,,,,,,,,,,,,,,,,,"60:346.1009,317.2114,312.7182,324.3377,337.1816",,,0,,,,,0,0,1,1,1,,,33,33,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0,48,3,145,18,1,145,18,1,1,28,21,343.5931701660156,343.5931701660156,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,343.5931701660156,343.5931701660156,343.5931701660156,343.5931701660156,0.0,,,,,,,,,,,,,,,,,,,,,"145:344.5404,306.1751,369.6610,344.7051,343.5932",,,0,,,,,0,0,1,1,1,,,20,20,2,1
