run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
local,local,,,1,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,1,0.7138843038082123,,,,,,,,4000,,,,,,,,,,,
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,1,,0.4714546453952789,0.8377,0.5609999895095825,0.666803531102443,0.6985297799110413,0.6985297799110413,0.6985297799110413,4000,,,,,,,,,,,
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,1,,,,,,,,,4000,393.0,76.0,3531.0,0.0,0.837953091684435,1.0,0.9118329286575317,0.9118329286575317,0.9118329286575317,393.0,0.09825000166893005
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,1,,,,,,,,,4000,530.0,522.0,2943.0,5.0,0.5038022813688213,0.9906542056074766,0.6679269671440125,0.6679269671440125,0.6679269671440125,535.0,0.13375000655651093
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle4,,1,,,,,,,,,4000,679.0,708.0,2606.0,7.0,0.48954578226387885,0.9897959183673469,0.6550891995429993,0.6550891995429993,0.6550891995429993,686.0,0.17149999737739563
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle5,,1,,,,,,,,,4000,734.0,770.0,2298.0,198.0,0.488031914893617,0.7875536480686696,0.6026272773742676,0.6026272773742676,0.6026272773742676,932.0,0.2329999953508377
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle6,,1,,,,,,,,,4000,912.0,675.0,2128.0,285.0,0.5746691871455577,0.7619047619047619,0.6551724076271057,0.6551724076271057,0.6551724076271057,1197.0,0.2992500066757202
local,local,,,1,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,2,0.43171087741851805,,,,,,,,4000,,,,,,,,,,,
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,2,,0.3788318681716919,0.84375,0.5230000019073486,0.7020688340165888,0.746704638004303,0.746704638004303,0.746704638004303,4000,,,,,,,,,,,
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,2,,,,,,,,,4000,393.0,93.0,3514.0,0.0,0.808641975308642,1.0,0.8941980004310608,0.8941980004310608,0.8941980004310608,393.0,0.09825000166893005
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,2,,,,,,,,,4000,524.0,185.0,3280.0,11.0,0.7390691114245416,0.9794392523364486,0.8424437642097473,0.8424437642097473,0.8424437642097473,535.0,0.13375000655651093
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle4,,2,,,,,,,,,4000,678.0,602.0,2712.0,8.0,0.5296875,0.9883381924198251,0.689725399017334,0.689725399017334,0.689725399017334,686.0,0.17149999737739563
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle5,,2,,,,,,,,,4000,921.0,921.0,2147.0,11.0,0.5,0.9881974248927039,0.6640231013298035,0.6640231013298035,0.6640231013298035,932.0,0.2329999953508377
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle6,,2,,,,,,,,,4000,1166.0,1263.0,1540.0,31.0,0.4800329353643475,0.9741019214703425,0.6431329250335693,0.6431329250335693,0.6431329250335693,1197.0,0.2992500066757202
local,local,,,1,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,3,0.36069073033332827,,,,,,,,4000,,,,,,,,,,,
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,3,,0.3154386463165283,0.87715,0.5852500200271606,0.7469879518072289,0.7945927381515503,0.7945927381515503,0.7945927381515503,4000,,,,,,,,,,,
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,3,,,,,,,,,4000,393.0,19.0,3588.0,0.0,0.9538834951456311,1.0,0.9763975143432617,0.9763975143432617,0.9763975143432617,393.0,0.09825000166893005
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,3,,,,,,,,,4000,534.0,150.0,3315.0,1.0,0.7807017543859649,0.9981308411214953,0.8761279582977295,0.8761279582977295,0.8761279582977295,535.0,0.13375000655651093
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle4,,3,,,,,,,,,4000,685.0,532.0,2782.0,1.0,0.5628594905505341,0.9985422740524781,0.7199158668518066,0.7199158668518066,0.7199158668518066,686.0,0.17149999737739563
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle5,,3,,,,,,,,,4000,914.0,668.0,2400.0,18.0,0.5777496839443742,0.98068669527897,0.7271280884742737,0.7271280884742737,0.7271280884742737,932.0,0.2329999953508377
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle6,,3,,,,,,,,,4000,1101.0,972.0,1831.0,96.0,0.5311143270622286,0.9197994987468672,0.673394501209259,0.673394501209259,0.673394501209259,1197.0,0.2992500066757202
local,local,,,1,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,4,0.30500191521644593,,,,,,,,4000,,,,,,,,,,,
local,local,,,1,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,4,,0.33709359681606293,0.8771,0.5774999856948853,0.7501016673444488,0.7987231612205505,0.7987231612205505,0.7987231612205505,4000,,,,,,,,,,,
