subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,28,1,68,17,1,68,17,1,1,14,15,465.3775939941406,465.3775939941406,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,465.3775939941406,465.3775939941406,465.3775939941406,465.3775939941406,0.0,,,,,,,,,,,,,,,,,,,,,"68:488.2228,540.6650,350.8459,451.0052,465.3776",,,0,,,,,0,0,1,1,1,,,14,14,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,28,3,153,16,1,153,16,1,1,20,9,357.8865661621094,357.8865661621094,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,357.8865661621094,357.8865661621094,357.8865661621094,357.8865661621094,0.0,,,,,,,,,,,,,,,,,,,,,"153:310.4432,374.6626,467.9845,286.3612,357.8866",,,0,,,,,0,0,1,1,1,,,8,8,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,28,5,159,19,1,159,19,1,1,28,1,222.6034393310547,222.6034393310547,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,222.6034393310547,222.6034393310547,222.6034393310547,222.6034393310547,0.0,,,,,,,,,,,,,,,,,,,,,159:222.6034,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,28,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,1,28,1,158.19839477539062,327.115478515625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,173.33082580566406,222.35210553337546,203.546142578125,327.115478515625,44.160441495778684,,,,,,,,,,,,,,,,,,,,,178:176.8817|96:177.9505|17:200.6602|18:173.3308|171:203.5461|169:194.1711|91:249.0462|11:227.7083|192:311.4726|33:190.0208|111:195.3386|196:216.4497|2:203.2437|162:261.7901|82:261.6094|3:209.6504|219:327.1155,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,29,1,68,17,1,68,17,1,1,14,16,357.125,357.125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,357.125,357.125,357.125,357.125,0.0,,,,,,,,,,,,,,,,,,,,,"68:540.6650,350.8459,451.0052,465.3776,357.1250",,,0,,,,,0,0,1,1,1,,,15,15,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,29,3,153,16,1,153,16,1,1,20,10,285.0379638671875,285.0379638671875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,285.0379638671875,285.0379638671875,285.0379638671875,285.0379638671875,0.0,,,,,,,,,,,,,,,,,,,,,"153:374.6626,467.9845,286.3612,357.8866,285.0380",,,0,,,,,0,0,1,1,1,,,9,9,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,29,5,159,19,1,159,19,1,1,28,2,360.19390869140625,360.19390869140625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,360.19390869140625,360.19390869140625,360.19390869140625,360.19390869140625,0.0,,,,,,,,,,,,,,,,,,,,,"159:222.6034,360.1939",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,29,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,1,28,2,158.20738220214844,290.3508605957031,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,185.8614501953125,217.13193915872012,209.95082092285156,290.3508605957031,30.998443045239465,,,,,,,,,,,,,,,,,,,,,"178:176.8817,190.3001|96:177.9505,189.0063|17:200.6602,195.4151|18:173.3308,192.0567|171:203.5461,198.3506|169:194.1711,191.2918|91:249.0462,190.5480|11:227.7083,185.8615|192:311.4726,211.8924|33:190.0208,209.9508|111:195.3386,234.1507|196:216.4497,229.4602|2:203.2437,243.9384|162:261.7901,261.4603|82:261.6094,266.2775|3:209.6504,210.9318|219:327.1155,290.3509",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,30,1,68,17,1,68,17,1,1,14,17,492.0926818847656,492.0926818847656,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,492.0926818847656,492.0926818847656,492.0926818847656,492.0926818847656,0.0,,,,,,,,,,,,,,,,,,,,,"68:350.8459,451.0052,465.3776,357.1250,492.0927",,,0,,,,,0,0,1,1,1,,,16,16,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,30,3,153,16,1,153,16,1,1,20,11,372.7703857421875,372.7703857421875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,372.7703857421875,372.7703857421875,372.7703857421875,372.7703857421875,0.0,,,,,,,,,,,,,,,,,,,,,"153:467.9845,286.3612,357.8866,285.0380,372.7704",,,0,,,,,0,0,1,1,1,,,10,10,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,30,5,159,19,1,159,19,1,1,28,3,229.37203979492188,229.37203979492188,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,229.37203979492188,229.37203979492188,229.37203979492188,229.37203979492188,0.0,,,,,,,,,,,,,,,,,,,,,"159:222.6034,360.1939,229.3720",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,30,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,1,28,3,156.7277069091797,335.4198303222656,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,172.4324493408203,209.10969453699448,198.28103637695312,335.4198303222656,39.22303796190942,,,,,,,,,,,,,,,,,,,,,"178:176.8817,190.3001,207.4741|96:177.9505,189.0063,209.3123|17:200.6602,195.4151,172.7367|18:173.3308,192.0567,178.8437|171:203.5461,198.3506,187.6338|169:194.1711,191.2918,193.0513|91:249.0462,190.5480,172.4324|11:227.7083,185.8615,178.9417|192:311.4726,211.8924,244.7537|33:190.0208,209.9508,173.5867|111:195.3386,234.1507,198.2810|196:216.4497,229.4602,235.4350|2:203.2437,243.9384,196.8470|162:261.7901,261.4603,224.2001|82:261.6094,266.2775,201.9948|3:209.6504,210.9318,243.9207|219:327.1155,290.3509,335.4198",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,31,1,68,17,1,68,17,1,1,14,18,583.9898071289062,583.9898071289062,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,583.9898071289062,583.9898071289062,583.9898071289062,583.9898071289062,0.0,,,,,,,,,,,,,,,,,,,,,"68:451.0052,465.3776,357.1250,492.0927,583.9898",,,0,,,,,0,0,1,1,1,,,17,17,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,31,3,153,16,1,153,16,1,1,20,12,317.5507507324219,317.5507507324219,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,317.5507507324219,317.5507507324219,317.5507507324219,317.5507507324219,0.0,,,,,,,,,,,,,,,,,,,,,"153:286.3612,357.8866,285.0380,372.7704,317.5508",,,0,,,,,0,0,1,1,1,,,11,11,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,31,5,159,19,1,159,19,1,1,28,4,340.40875244140625,340.40875244140625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,340.40875244140625,340.40875244140625,340.40875244140625,340.40875244140625,0.0,,,,,,,,,,,,,,,,,,,,,"159:222.6034,360.1939,229.3720,340.4088",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,31,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,1,28,4,156.9933319091797,284.0233459472656,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,168.13092041015625,216.89212843951057,208.8040771484375,284.0233459472656,35.34835505097212,,,,,,,,,,,,,,,,,,,,,"178:176.8817,190.3001,207.4741,182.7423|96:177.9505,189.0063,209.3123,203.2061|17:200.6602,195.4151,172.7367,186.5535|18:173.3308,192.0567,178.8437,168.1309|171:203.5461,198.3506,187.6338,189.8947|169:194.1711,191.2918,193.0513,208.8041|91:249.0462,190.5480,172.4324,195.8785|11:227.7083,185.8615,178.9417,170.9644|192:311.4726,211.8924,244.7537,235.1982|33:190.0208,209.9508,173.5867,242.9843|111:195.3386,234.1507,198.2810,210.5942|196:216.4497,229.4602,235.4350,268.3134|2:203.2437,243.9384,196.8470,200.3656|162:261.7901,261.4603,224.2001,284.0233|82:261.6094,266.2775,201.9948,238.1373|3:209.6504,210.9318,243.9207,218.8310|219:327.1155,290.3509,335.4198,282.5444",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,32,1,68,17,1,68,17,1,1,14,19,431.287109375,431.287109375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,431.287109375,431.287109375,431.287109375,431.287109375,0.0,,,,,,,,,,,,,,,,,,,,,"68:465.3776,357.1250,492.0927,583.9898,431.2871",,,0,,,,,0,0,1,1,1,,,18,18,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,32,3,153,16,1,153,16,1,1,20,13,418.0576171875,418.0576171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,418.0576171875,418.0576171875,418.0576171875,418.0576171875,0.0,,,,,,,,,,,,,,,,,,,,,"153:357.8866,285.0380,372.7704,317.5508,418.0576",,,0,,,,,0,0,1,1,1,,,12,12,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,32,5,159,19,1,159,19,1,1,28,5,273.1999206542969,273.1999206542969,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,273.1999206542969,273.1999206542969,273.1999206542969,273.1999206542969,0.0,,,,,,,,,,,,,,,,,,,,,"159:222.6034,360.1939,229.3720,340.4088,273.1999",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,32,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,1,28,5,158.3036651611328,256.8183898925781,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,178.4042205810547,209.93038940429688,205.6964874267578,256.8183898925781,22.707453320425156,,,,,,,,,,,,,,,,,,,,,"178:176.8817,190.3001,207.4741,182.7423,190.2106|96:177.9505,189.0063,209.3123,203.2061,185.4703|17:200.6602,195.4151,172.7367,186.5535,178.4042|18:173.3308,192.0567,178.8437,168.1309,192.3352|171:203.5461,198.3506,187.6338,189.8947,194.4456|169:194.1711,191.2918,193.0513,208.8041,188.2738|91:249.0462,190.5480,172.4324,195.8785,184.7105|11:227.7083,185.8615,178.9417,170.9644,221.2918|192:311.4726,211.8924,244.7537,235.1982,205.6965|33:190.0208,209.9508,173.5867,242.9843,198.0371|111:195.3386,234.1507,198.2810,210.5942,218.5236|196:216.4497,229.4602,235.4350,268.3134,239.6724|2:203.2437,243.9384,196.8470,200.3656,238.5005|162:261.7901,261.4603,224.2001,284.0233,219.2588|82:261.6094,266.2775,201.9948,238.1373,222.0386|3:209.6504,210.9318,243.9207,218.8310,235.1285|219:327.1155,290.3509,335.4198,282.5444,256.8184",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,33,1,68,17,1,68,17,1,1,14,20,536.4771118164062,536.4771118164062,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,536.4771118164062,536.4771118164062,536.4771118164062,536.4771118164062,0.0,,,,,,,,,,,,,,,,,,,,,"68:357.1250,492.0927,583.9898,431.2871,536.4771",,,0,,,,,0,0,1,1,1,,,19,19,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,33,3,153,16,1,153,16,1,1,20,14,547.9165649414062,547.9165649414062,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,547.9165649414062,547.9165649414062,547.9165649414062,547.9165649414062,0.0,,,,,,,,,,,,,,,,,,,,,"153:285.0380,372.7704,317.5508,418.0576,547.9166",,,0,,,,,0,0,1,1,1,,,13,13,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,33,5,159,19,1,159,19,1,1,28,6,353.6551208496094,353.6551208496094,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,353.6551208496094,353.6551208496094,353.6551208496094,353.6551208496094,0.0,,,,,,,,,,,,,,,,,,,,,"159:360.1939,229.3720,340.4088,273.1999,353.6551",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,33,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,1,28,6,158.4334716796875,254.42039489746094,156.9933319091797,319.76255493164064,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,172.3741455078125,198.3961047004251,196.22491455078125,254.42039489746094,23.007649734480683,,,,,,,,,,,,,,,,,,,,,"178:190.3001,207.4741,182.7423,190.2106,185.3409|96:189.0063,209.3123,203.2061,185.4703,177.7743|17:195.4151,172.7367,186.5535,178.4042,172.3965|18:192.0567,178.8437,168.1309,192.3352,179.3652|171:198.3506,187.6338,189.8947,194.4456,207.2905|169:191.2918,193.0513,208.8041,188.2738,181.5362|91:190.5480,172.4324,195.8785,184.7105,180.3424|11:185.8615,178.9417,170.9644,221.2918,172.3741|192:211.8924,244.7537,235.1982,205.6965,219.9982|33:209.9508,173.5867,242.9843,198.0371,173.5767|111:234.1507,198.2810,210.5942,218.5236,204.2749|196:229.4602,235.4350,268.3134,239.6724,196.2249|2:243.9384,196.8470,200.3656,238.5005,220.4294|162:261.4603,224.2001,284.0233,219.2588,254.4204|82:266.2775,201.9948,238.1373,222.0386,204.3021|3:210.9318,243.9207,218.8310,235.1285,212.9969|219:290.3509,335.4198,282.5444,256.8184,230.0900",,,0,,,,,1,1,1,1,1,False,False,5,5,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,34,1,68,17,1,68,17,1,1,14,21,441.48699951171875,441.48699951171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,441.48699951171875,441.48699951171875,441.48699951171875,441.48699951171875,0.0,,,,,,,,,,,,,,,,,,,,,"68:492.0927,583.9898,431.2871,536.4771,441.4870",,,0,,,,,0,0,1,1,1,,,20,20,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,34,3,153,16,1,153,16,1,1,20,15,443.7282409667969,443.7282409667969,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,443.7282409667969,443.7282409667969,443.7282409667969,443.7282409667969,0.0,,,,,,,,,,,,,,,,,,,,,"153:372.7704,317.5508,418.0576,547.9166,443.7282",,,0,,,,,0,0,1,1,1,,,14,14,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,34,5,159,19,1,159,19,1,1,28,7,301.6242980957031,301.6242980957031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,301.6242980957031,301.6242980957031,301.6242980957031,301.6242980957031,0.0,,,,,,,,,,,,,,,,,,,,,"159:229.3720,340.4088,273.1999,353.6551,301.6243",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,34,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|219,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18,17,1,28,7,157.8865509033203,281.8284912109375,157.29459762573242,308.73316955566406,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,173.23878479003906,209.72205128389245,202.57125854492188,281.8284912109375,30.735592964455993,,,,,,,,,,,,,,,,,,,,,"178:207.4741,182.7423,190.2106,185.3409,212.3393|96:209.3123,203.2061,185.4703,177.7743,187.5580|17:172.7367,186.5535,178.4042,172.3965,191.7093|18:178.8437,168.1309,192.3352,179.3652,174.7040|171:187.6338,189.8947,194.4456,207.2905,186.4017|169:193.0513,208.8041,188.2738,181.5362,183.4734|91:172.4324,195.8785,184.7105,180.3424,188.8303|11:178.9417,170.9644,221.2918,172.3741,173.2388|192:244.7537,235.1982,205.6965,219.9982,267.7542|33:173.5867,242.9843,198.0371,173.5767,202.5713|111:198.2810,210.5942,218.5236,204.2749,281.8285|196:235.4350,268.3134,239.6724,196.2249,207.2665|2:196.8470,200.3656,238.5005,220.4294,221.3613|162:224.2001,284.0233,219.2588,254.4204,211.2890|82:201.9948,238.1373,222.0386,204.3021,198.1867|3:243.9207,218.8310,235.1285,212.9969,223.0122|219:335.4198,282.5444,256.8184,230.0900,253.7505",,,0,,,,,1,1,1,1,1,False,False,6,6,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,35,1,68,17,1,68,17,1,1,14,22,472.081787109375,472.081787109375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,472.081787109375,472.081787109375,472.081787109375,472.081787109375,0.0,,,,,,,,,,,,,,,,,,,,,"68:583.9898,431.2871,536.4771,441.4870,472.0818",,,0,,,,,0,0,1,1,1,,,21,21,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,1,35,3,153,16,1,153,16,1,1,20,16,538.85693359375,538.85693359375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,538.85693359375,538.85693359375,538.85693359375,538.85693359375,0.0,,,,,,,,,,,,,,,,,,,,,"153:317.5508,418.0576,547.9166,443.7282,538.8569",,,0,,,,,0,0,1,1,1,,,15,15,2,1
