run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
local,local,,,2,145,data_4200_4_4.5_chordal,train_epoch,train,,,1,0.6260078183242253,,,,,,,,4200,,,,,,,,,,,
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch,val,,,1,,0.4171089736052922,0.8480952380952381,0.5835714340209961,0.7576356176872816,0.7825549840927124,0.7825549840927124,0.7825549840927124,4200,,,,,,,,,,,
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch_task,val,cycle2,,1,,,,,,,,,4200,816.0,29.0,3351.0,4.0,0.9656804733727811,0.9951219512195122,0.9801802039146423,0.9801802039146423,0.9801802039146423,820.0,0.19523809850215912
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch_task,val,cycle3,,1,,,,,,,,,4200,1028.0,335.0,2811.0,26.0,0.7542186353631695,0.9753320683111955,0.8506413102149963,0.8506413102149963,0.8506413102149963,1054.0,0.2509523928165436
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch_task,val,cycle4,,1,,,,,,,,,4200,1046.0,665.0,2442.0,47.0,0.6113383985973115,0.9569990850869168,0.7460770010948181,0.7460770010948181,0.7460770010948181,1093.0,0.26023808121681213
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch_task,val,cycle5,,1,,,,,,,,,4200,1039.0,932.0,2126.0,103.0,0.5271435819381025,0.9098073555166375,0.6675233244895935,0.6675233244895935,0.6675233244895935,1142.0,0.27190476655960083
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch_task,val,cycle6,,1,,,,,,,,,4200,1057.0,840.0,2094.0,209.0,0.5571955719557196,0.834913112164297,0.6683527827262878,0.6683527827262878,0.6683527827262878,1266.0,0.30142858624458313
local,local,,,2,145,data_4200_4_4.5_chordal,train_epoch,train,,,2,0.3579757561570122,,,,,,,,4200,,,,,,,,,,,
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch,val,,,2,,0.285969911302839,0.9042857142857142,0.6700000166893005,0.8349753694581281,0.8543648719787598,0.8543648719787598,0.8543648719787598,4200,,,,,,,,,,,
local,local,,,2,145,data_4200_4_4.5_chordal,val_epoch_task,val,cycle2,,2,,,,,,,,,4200,808.0,34.0,3346.0,12.0,0.9596199524940617,0.9853658536585366,0.9723224639892578,0.9723224639892578,0.9723224639892578,820.0,0.19523809850215912
