subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,1,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,1,157.99264526367188,163.11485290527344,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,148.2309112548828,158.721630859375,160.70249938964844,163.11485290527344,5.366544635779558,,,,,,,,,,,,,,,,,,,,,87:160.6945|157:163.0636|149:162.9464|109:163.1149|143:162.7801|114:160.7105|117:155.7130|2:148.4196|88:148.2309|145:162.9780|166:160.3865|141:160.4224|65:150.5838|6:162.9554|131:160.4118|119:155.8585|96:163.0512|162:148.2377|107:162.9662|0:160.9077,,,0,,,,,1,1,1,0,0,,,0,0,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,2,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,2,158.02285766601562,164.9684600830078,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,147.89508056640625,158.9334487915039,160.76490783691406,164.9684600830078,5.498757080309867,,,,,,,,,,,,,,,,,,,,,"87:160.6945,160.7540|157:163.0636,162.7429|149:162.9464,163.2462|109:163.1149,164.9685|143:162.7801,163.0458|114:160.7105,160.7758|117:155.7130,155.2930|2:148.4196,148.3271|88:148.2309,147.8951|145:162.9780,163.1741|166:160.3865,160.8654|141:160.4224,160.6560|65:150.5838,150.9913|6:162.9554,163.8463|131:160.4118,160.4121|119:155.8585,155.6772|96:163.0512,163.8450|162:148.2377,149.0463|107:162.9662,162.9112|0:160.9077,160.1956",,,0,,,,,1,1,1,0,0,,,1,1,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,3,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,3,161.066650390625,168.8575439453125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,150.4793701171875,162.61875228881837,165.3997802734375,168.8575439453125,6.1706565059059395,,,,,,,,,,,,,,,,,,,,,"87:160.6945,160.7540,167.3235|157:163.0636,162.7429,168.1084|149:162.9464,163.2462,167.3830|109:163.1149,164.9685,166.4970|143:162.7801,163.0458,165.0271|114:160.7105,160.7758,163.0517|117:155.7130,155.2930,157.3420|2:148.4196,148.3271,150.4794|88:148.2309,147.8951,151.5422|145:162.9780,163.1741,168.8575|166:160.3865,160.8654,165.7725|141:160.4224,160.6560,164.6283|65:150.5838,150.9913,151.2836|6:162.9554,163.8463,167.8363|131:160.4118,160.4121,164.5014|119:155.8585,155.6772,159.4570|96:163.0512,163.8450,167.5915|162:148.2377,149.0463,152.9886|107:162.9662,162.9112,166.0827|0:160.9077,160.1956,166.6213",,,0,,,,,1,1,1,0,0,,,2,2,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,4,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,4,167.0694122314453,184.96414184570312,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,154.25344848632812,170.49938049316407,172.40105438232422,184.96414184570312,8.986327135825046,,,,,,,,,,,,,,,,,,,,,"87:160.6945,160.7540,167.3235,174.5117|157:163.0636,162.7429,168.1084,184.9641|149:162.9464,163.2462,167.3830,184.4617|109:163.1149,164.9685,166.4970,181.1791|143:162.7801,163.0458,165.0271,169.4471|114:160.7105,160.7758,163.0517,164.4649|117:155.7130,155.2930,157.3420,162.8322|2:148.4196,148.3271,150.4794,162.8218|88:148.2309,147.8951,151.5422,157.3336|145:162.9780,163.1741,168.8575,173.5004|166:160.3865,160.8654,165.7725,172.6442|141:160.4224,160.6560,164.6283,174.9345|65:150.5838,150.9913,151.2836,154.2534|6:162.9554,163.8463,167.8363,174.4996|131:160.4118,160.4121,164.5014,167.7932|119:155.8585,155.6772,159.4570,161.7273|96:163.0512,163.8450,167.5915,180.5356|162:148.2377,149.0463,152.9886,157.0462|107:162.9662,162.9112,166.0827,172.1579|0:160.9077,160.1956,166.6213,178.8791",,,0,,,,,1,1,1,0,0,,,3,3,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,5,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,5,173.14259338378906,211.67758178710938,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,162.61143493652344,178.86750564575195,176.2930679321289,211.67758178710938,12.156717916350734,,,,,,,,,,,,,,,,,,,,,"87:160.6945,160.7540,167.3235,174.5117,184.3068|157:163.0636,162.7429,168.1084,184.9641,193.1523|149:162.9464,163.2462,167.3830,184.4617,200.1642|109:163.1149,164.9685,166.4970,181.1791,185.7123|143:162.7801,163.0458,165.0271,169.4471,175.8784|114:160.7105,160.7758,163.0517,164.4649,168.7347|117:155.7130,155.2930,157.3420,162.8322,168.2504|2:148.4196,148.3271,150.4794,162.8218,162.6114|88:148.2309,147.8951,151.5422,157.3336,166.8999|145:162.9780,163.1741,168.8575,173.5004,185.1808|166:160.3865,160.8654,165.7725,172.6442,170.4751|141:160.4224,160.6560,164.6283,174.9345,178.2007|65:150.5838,150.9913,151.2836,154.2534,168.3348|6:162.9554,163.8463,167.8363,174.4996,176.6178|131:160.4118,160.4121,164.5014,167.7932,169.8680|119:155.8585,155.6772,159.4570,161.7273,167.0459|96:163.0512,163.8450,167.5915,180.5356,211.6776|162:148.2377,149.0463,152.9886,157.0462,175.9684|107:162.9662,162.9112,166.0827,172.1579,183.1422|0:160.9077,160.1956,166.6213,178.8791,185.1287",,,0,,,,,1,1,1,0,0,,,4,4,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,6,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,6,181.3929443359375,225.20480346679688,158.02285766601562,181.742822265625,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,160.21240234375,193.4924217224121,195.40193939208984,225.20480346679688,20.50273231750284,,,,,,,,,,,,,,,,,,,,,"87:160.7540,167.3235,174.5117,184.3068,188.3814|157:162.7429,168.1084,184.9641,193.1523,200.1353|149:163.2462,167.3830,184.4617,200.1642,213.9651|109:164.9685,166.4970,181.1791,185.7123,214.1567|143:163.0458,165.0271,169.4471,175.8784,225.2048|114:160.7758,163.0517,164.4649,168.7347,179.7181|117:155.2930,157.3420,162.8322,168.2504,175.1806|2:148.3271,150.4794,162.8218,162.6114,160.2124|88:147.8951,151.5422,157.3336,166.8999,192.2313|145:163.1741,168.8575,173.5004,185.1808,203.5914|166:160.8654,165.7725,172.6442,170.4751,197.2797|141:160.6560,164.6283,174.9345,178.2007,200.9170|65:150.9913,151.2836,154.2534,168.3348,160.7203|6:163.8463,167.8363,174.4996,176.6178,179.7262|131:160.4121,164.5014,167.7932,169.8680,172.7500|119:155.6772,159.4570,161.7273,167.0459,162.3821|96:163.8450,167.5915,180.5356,211.6776,193.5242|162:149.0463,152.9886,157.0462,175.9684,199.9125|107:162.9112,166.0827,172.1579,183.1422,225.0995|0:160.1956,166.6213,178.8791,185.1287,224.7599",,,0,,,,,1,1,1,1,1,False,True,5,5,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,7,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,7,177.8227081298828,231.46640014648438,158.78380584716797,198.32086181640625,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,164.7706298828125,195.24740447998047,195.8311538696289,231.46640014648438,19.154224656153136,,,,,,,,,,,,,,,,,,,,,"87:167.3235,174.5117,184.3068,188.3814,214.6911|157:168.1084,184.9641,193.1523,200.1353,228.4805|149:167.3830,184.4617,200.1642,213.9651,201.7697|109:166.4970,181.1791,185.7123,214.1567,204.0080|143:165.0271,169.4471,175.8784,225.2048,177.0120|114:163.0517,164.4649,168.7347,179.7181,176.7273|117:157.3420,162.8322,168.2504,175.1806,177.6743|2:150.4794,162.8218,162.6114,160.2124,192.6269|88:151.5422,157.3336,166.8999,192.2313,178.8067|145:168.8575,173.5004,185.1808,203.5914,215.1501|166:165.7725,172.6442,170.4751,197.2797,186.0860|141:164.6283,174.9345,178.2007,200.9170,199.0354|65:151.2836,154.2534,168.3348,160.7203,164.7706|6:167.8363,174.4996,176.6178,179.7262,176.1661|131:164.5014,167.7932,169.8680,172.7500,181.6251|119:159.4570,161.7273,167.0459,162.3821,172.8634|96:167.5915,180.5356,211.6776,193.5242,202.7958|162:152.9886,157.0462,175.9684,199.9125,218.5639|107:166.0827,172.1579,183.1422,225.0995,204.6287|0:166.6213,178.8791,185.1287,224.7599,231.4664",,,0,,,,,1,1,1,1,1,False,True,6,6,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,8,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,8,178.45262145996094,295.02850341796875,159.5447540283203,214.38302612304688,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,168.37118530273438,204.16039657592773,197.7118682861328,295.02850341796875,30.558087004313645,,,,,,,,,,,,,,,,,,,,,"87:174.5117,184.3068,188.3814,214.6911,233.8832|157:184.9641,193.1523,200.1353,228.4805,250.4231|149:184.4617,200.1642,213.9651,201.7697,189.7858|109:181.1791,185.7123,214.1567,204.0080,197.2549|143:169.4471,175.8784,225.2048,177.0120,183.9585|114:164.4649,168.7347,179.7181,176.7273,179.1163|117:162.8322,168.2504,175.1806,177.6743,187.9370|2:162.8218,162.6114,160.2124,192.6269,174.4103|88:157.3336,166.8999,192.2313,178.8067,218.3917|145:173.5004,185.1808,203.5914,215.1501,198.1689|166:172.6442,170.4751,197.2797,186.0860,200.8996|141:174.9345,178.2007,200.9170,199.0354,211.0907|65:154.2534,168.3348,160.7203,164.7706,168.3712|6:174.4996,176.6178,179.7262,176.1661,186.6181|131:167.7932,169.8680,172.7500,181.6251,172.5439|119:161.7273,167.0459,162.3821,172.8634,174.4145|96:180.5356,211.6776,193.5242,202.7958,234.2859|162:157.0462,175.9684,199.9125,218.5639,205.8249|107:172.1579,183.1422,225.0995,204.6287,295.0285|0:178.8791,185.1287,224.7599,231.4664,220.8009",,,0,,,,,1,1,1,1,1,False,True,7,7,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,9,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,9,174.24310302734375,287.55889892578125,160.30570220947266,223.85208129882812,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,171.2133026123047,207.3868209838867,195.1748275756836,287.55889892578125,30.600652991771614,,,,,,,,,,,,,,,,,,,,,"87:184.3068,188.3814,214.6911,233.8832,225.3848|157:193.1523,200.1353,228.4805,250.4231,193.3698|149:200.1642,213.9651,201.7697,189.7858,193.3254|109:185.7123,214.1567,204.0080,197.2549,287.5589|143:175.8784,225.2048,177.0120,183.9585,194.3809|114:168.7347,179.7181,176.7273,179.1163,195.9688|117:168.2504,175.1806,177.6743,187.9370,186.7906|2:162.6114,160.2124,192.6269,174.4103,181.2291|88:166.8999,192.2313,178.8067,218.3917,203.1391|145:185.1808,203.5914,215.1501,198.1689,185.1083|166:170.4751,197.2797,186.0860,200.8996,197.3045|141:178.2007,200.9170,199.0354,211.0907,225.2894|65:168.3348,160.7203,164.7706,168.3712,171.2133|6:176.6178,179.7262,176.1661,186.6181,192.4913|131:169.8680,172.7500,181.6251,172.5439,191.2206|119:167.0459,162.3821,172.8634,174.4145,173.6006|96:211.6776,193.5242,202.7958,234.2859,279.5001|162:175.9684,199.9125,218.5639,205.8249,238.0742|107:183.1422,225.0995,204.6287,295.0285,216.0116|0:185.1287,224.7599,231.4664,220.8009,216.7753",,,0,,,,,1,1,1,1,1,False,True,8,8,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,10,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,10,176.986572265625,335.68524169921875,161.066650390625,228.96176147460938,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,179.4639129638672,219.75390701293946,201.4995574951172,335.68524169921875,43.056913257165434,,,,,,,,,,,,,,,,,,,,,"87:188.3814,214.6911,233.8832,225.3848,290.6929|157:200.1353,228.4805,250.4231,193.3698,204.1221|149:213.9651,201.7697,189.7858,193.3254,196.7169|109:214.1567,204.0080,197.2549,287.5589,242.2318|143:225.2048,177.0120,183.9585,194.3809,203.4371|114:179.7181,176.7273,179.1163,195.9688,187.4983|117:175.1806,177.6743,187.9370,186.7906,190.2844|2:160.2124,192.6269,174.4103,181.2291,223.6592|88:192.2313,178.8067,218.3917,203.1391,204.8720|145:203.5914,215.1501,198.1689,185.1083,197.3273|166:197.2797,186.0860,200.8996,197.3045,195.5732|141:200.9170,199.0354,211.0907,225.2894,197.7980|65:160.7203,164.7706,168.3712,171.2133,179.4639|6:179.7262,176.1661,186.6181,192.4913,199.5620|131:172.7500,181.6251,172.5439,191.2206,181.9362|119:162.3821,172.8634,174.4145,173.6006,191.1449|96:193.5242,202.7958,234.2859,279.5001,215.6099|162:199.9125,218.5639,205.8249,238.0742,246.4038|107:225.0995,204.6287,295.0285,216.0116,335.6852|0:224.7599,231.4664,220.8009,216.7753,311.0591",,,0,,,,,1,1,1,1,1,False,True,9,9,2,1
