subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,selected_grad_tails_text,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,1,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,1,157.9872283935547,163.36241149902344,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,148.23716735839844,158.73150405883788,160.7107696533203,163.36241149902344,5.404733664482648,,,87:160.7108|157:162.8693|149:163.3624|109:162.9662|143:162.9429|114:161.0659|117:155.6467|2:148.2372|88:148.2507|145:162.9086|166:160.5679|141:160.3977|65:150.5549|6:162.7903|131:160.3030|119:155.6875|96:163.2169|162:148.2942|107:163.1463|0:160.7108,1,1,1,0,0,,,0,0,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,2,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,2,158.06393432617188,164.9058837890625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,147.81356811523438,159.01087112426757,160.87023162841797,164.9058837890625,5.704039540535862,,,"87:160.7108,161.9181|157:162.8693,164.8451|149:163.3624,163.1415|109:162.9662,163.2026|143:162.9429,164.9059|114:161.0659,160.0886|117:155.6467,156.1117|2:148.2372,147.8136|88:148.2507,147.9511|145:162.9086,163.3974|166:160.5679,160.6609|141:160.3977,160.7180|65:150.5549,150.7151|6:162.7903,162.9067|131:160.3030,161.0224|119:155.6875,155.4488|96:163.2169,163.2642|162:148.2942,148.2732|107:163.1463,163.6048|0:160.7108,160.2277",1,1,1,0,0,,,1,1,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,3,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,3,161.047607421875,173.16421508789062,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,149.8450164794922,162.5103416442871,164.8755340576172,173.16421508789062,6.459093430655559,,,"87:160.7108,161.9181,164.8831|157:162.8693,164.8451,165.5181|149:163.3624,163.1415,166.8717|109:162.9662,163.2026,167.0613|143:162.9429,164.9059,165.9335|114:161.0659,160.0886,162.9014|117:155.6467,156.1117,156.7224|2:148.2372,147.8136,151.2869|88:148.2507,147.9511,149.8450|145:162.9086,163.3974,170.6446|166:160.5679,160.6609,162.3523|141:160.3977,160.7180,164.8679|65:150.5549,150.7151,152.1967|6:162.7903,162.9067,166.9105|131:160.3030,161.0224,164.2420|119:155.6875,155.4488,159.1921|96:163.2169,163.2642,167.1302|162:148.2942,148.2732,152.8960|107:163.1463,163.6048,173.1642|0:160.7108,160.2277,165.5868",1,1,1,0,0,,,2,2,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,4,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,4,166.36581420898438,182.88644409179688,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,154.0817413330078,169.4238739013672,170.60557556152344,182.88644409179688,7.976685968130825,,,"87:160.7108,161.9181,164.8831,179.8247|157:162.8693,164.8451,165.5181,182.8864|149:163.3624,163.1415,166.8717,176.4201|109:162.9662,163.2026,167.0613,173.0870|143:162.9429,164.9059,165.9335,172.6037|114:161.0659,160.0886,162.9014,169.1162|117:155.6467,156.1117,156.7224,162.0000|2:148.2372,147.8136,151.2869,163.0230|88:148.2507,147.9511,149.8450,158.8359|145:162.9086,163.3974,170.6446,171.1032|166:160.5679,160.6609,162.3523,168.7732|141:160.3977,160.7180,164.8679,171.6762|65:150.5549,150.7151,152.1967,154.0817|6:162.7903,162.9067,166.9105,170.1960|131:160.3030,161.0224,164.2420,169.9360|119:155.6875,155.4488,159.1921,159.8788|96:163.2169,163.2642,167.1302,182.8142|162:148.2942,148.2732,152.8960,156.7804|107:163.1463,163.6048,173.1642,174.4256|0:160.7108,160.2277,165.5868,171.0152",1,1,1,0,0,,,3,3,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,5,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,5,174.29563903808594,214.0004425048828,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,158.46060180664062,181.00833053588866,178.86729431152344,214.0004425048828,15.105549335457818,,,"87:160.7108,161.9181,164.8831,179.8247,178.8294|157:162.8693,164.8451,165.5181,182.8864,213.4043|149:163.3624,163.1415,166.8717,176.4201,199.0513|109:162.9662,163.2026,167.0613,173.0870,191.8145|143:162.9429,164.9059,165.9335,172.6037,214.0004|114:161.0659,160.0886,162.9014,169.1162,178.9052|117:155.6467,156.1117,156.7224,162.0000,165.0558|2:148.2372,147.8136,151.2869,163.0230,158.4606|88:148.2507,147.9511,149.8450,158.8359,166.6124|145:162.9086,163.3974,170.6446,171.1032,173.3888|166:160.5679,160.6609,162.3523,168.7732,174.0028|141:160.3977,160.7180,164.8679,171.6762,175.3708|65:150.5549,150.7151,152.1967,154.0817,163.2528|6:162.7903,162.9067,166.9105,170.1960,176.9947|131:160.3030,161.0224,164.2420,169.9360,180.6751|119:155.6875,155.4488,159.1921,159.8788,164.8720|96:163.2169,163.2642,167.1302,182.8142,192.1629|162:148.2942,148.2732,152.8960,156.7804,179.1436|107:163.1463,163.6048,173.1642,174.4256,193.0610|0:160.7108,160.2277,165.5868,171.0152,181.1084",1,1,1,0,0,,,4,4,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,6,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,6,177.29522705078125,213.36920166015625,159.2574035644531,177.05310668945313,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,160.3792724609375,188.17543563842773,187.9378662109375,213.36920166015625,15.54803323732077,,,"87:161.9181,164.8831,179.8247,178.8294,201.6065|157:164.8451,165.5181,182.8864,213.4043,185.3747|149:163.1415,166.8717,176.4201,199.0513,195.6301|109:163.2026,167.0613,173.0870,191.8145,194.1277|143:164.9059,165.9335,172.6037,214.0004,193.4221|114:160.0886,162.9014,169.1162,178.9052,177.0933|117:156.1117,156.7224,162.0000,165.0558,164.3706|2:147.8136,151.2869,163.0230,158.4606,171.1351|88:147.9511,149.8450,158.8359,166.6124,186.3649|145:163.3974,170.6446,171.1032,173.3888,201.2629|166:160.6609,162.3523,168.7732,174.0028,213.3692|141:160.7180,164.8679,171.6762,175.3708,212.5068|65:150.7151,152.1967,154.0817,163.2528,160.3793|6:162.9067,166.9105,170.1960,176.9947,188.2649|131:161.0224,164.2420,169.9360,180.6751,169.7701|119:155.4488,159.1921,159.8788,164.8720,173.4938|96:163.2642,167.1302,182.8142,192.1629,204.4358|162:148.2732,152.8960,156.7804,179.1436,175.3483|107:163.6048,173.1642,174.4256,193.0610,207.9417|0:160.2277,165.5868,171.0152,181.1084,187.6108",1,1,1,1,1,False,True,5,5,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,7,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,7,175.93385314941406,233.56887817382812,160.30168914794922,182.88644409179688,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,158.6025848388672,192.676993560791,187.9094696044922,233.56887817382812,19.918631663581284,,,"87:164.8831,179.8247,178.8294,201.6065,195.6999|157:165.5181,182.8864,213.4043,185.3747,208.3201|149:166.8717,176.4201,199.0513,195.6301,233.5689|109:167.0613,173.0870,191.8145,194.1277,211.6330|143:165.9335,172.6037,214.0004,193.4221,175.8512|114:162.9014,169.1162,178.9052,177.0933,177.4906|117:156.7224,162.0000,165.0558,164.3706,188.4826|2:151.2869,163.0230,158.4606,171.1351,171.8028|88:149.8450,158.8359,166.6124,186.3649,177.3989|145:170.6446,171.1032,173.3888,201.2629,188.6297|166:162.3523,168.7732,174.0028,213.3692,183.3015|141:164.8679,171.6762,175.3708,212.5068,187.3363|65:152.1967,154.0817,163.2528,160.3793,158.6026|6:166.9105,170.1960,176.9947,188.2649,174.1833|131:164.2420,169.9360,180.6751,169.7701,200.0604|119:159.1921,159.8788,164.8720,173.4938,174.2898|96:167.1302,182.8142,192.1629,204.4358,185.7878|162:152.8960,156.7804,179.1436,175.3483,213.4168|107:173.1642,174.4256,193.0610,207.9417,223.2728|0:165.5868,171.0152,181.1084,187.6108,224.4109",1,1,1,1,1,False,True,6,6,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,8,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,8,174.1577911376953,255.4702911376953,161.57942810058594,201.17609863281248,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,174.4920196533203,198.7653839111328,193.8952865600586,255.4702911376953,22.505407045180934,,,"87:179.8247,178.8294,201.6065,195.6999,190.9955|157:182.8864,213.4043,185.3747,208.3201,234.8931|149:176.4201,199.0513,195.6301,233.5689,192.0291|109:173.0870,191.8145,194.1277,211.6330,209.5973|143:172.6037,214.0004,193.4221,175.8512,181.9482|114:169.1162,178.9052,177.0933,177.4906,183.7767|117:162.0000,165.0558,164.3706,188.4826,229.1158|2:163.0230,158.4606,171.1351,171.8028,179.0094|88:158.8359,166.6124,186.3649,177.3989,180.3717|145:171.1032,173.3888,201.2629,188.6297,198.1166|166:168.7732,174.0028,213.3692,183.3015,201.0341|141:171.6762,175.3708,212.5068,187.3363,201.4969|65:154.0817,163.2528,160.3793,158.6026,174.8215|6:170.1960,176.9947,188.2649,174.1833,177.9275|131:169.9360,180.6751,169.7701,200.0604,176.4933|119:159.8788,164.8720,173.4938,174.2898,174.4920|96:182.8142,192.1629,204.4358,185.7878,206.7946|162:156.7804,179.1436,175.3483,213.4168,255.4703|107:174.4256,193.0610,207.9417,223.2728,231.1627|0:171.0152,181.1084,187.6108,224.4109,195.7615",1,1,1,1,1,False,True,7,7,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,9,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,9,181.33541870117188,289.05462646484375,163.44080047607423,213.49544982910157,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,170.2099609375,213.18134613037108,203.60708618164062,289.05462646484375,35.285982203664666,,,"87:178.8294,201.6065,195.6999,190.9955,250.0714|157:213.4043,185.3747,208.3201,234.8931,235.7538|149:199.0513,195.6301,233.5689,192.0291,195.3850|109:191.8145,194.1277,211.6330,209.5973,275.4106|143:214.0004,193.4221,175.8512,181.9482,183.5661|114:178.9052,177.0933,177.4906,183.7767,188.1589|117:165.0558,164.3706,188.4826,229.1158,184.0857|2:158.4606,171.1351,171.8028,179.0094,170.2100|88:166.6124,186.3649,177.3989,180.3717,208.5668|145:173.3888,201.2629,188.6297,198.1166,199.7516|166:174.0028,213.3692,183.3015,201.0341,217.1077|141:175.3708,212.5068,187.3363,201.4969,246.0863|65:163.2528,160.3793,158.6026,174.8215,174.9551|6:176.9947,188.2649,174.1833,177.9275,178.5545|131:180.6751,169.7701,200.0604,176.4933,196.4971|119:164.8720,173.4938,174.2898,174.4920,170.5366|96:192.1629,204.4358,185.7878,206.7946,228.6226|162:179.1436,175.3483,213.4168,255.4703,263.7901|107:193.0610,207.9417,223.2728,231.1627,207.4626|0:181.1084,187.6108,224.4109,195.7615,289.0546",1,1,1,1,1,False,True,8,8,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,1,10,0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,10,169.4491424560547,274.0657958984375,165.3021728515625,213.8741943359375,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,168.23985290527344,205.7750686645508,202.7140655517578,274.0657958984375,24.233004176548803,,,"87:201.6065,195.6999,190.9955,250.0714,199.3906|157:185.3747,208.3201,234.8931,235.7538,207.0284|149:195.6301,233.5689,192.0291,195.3850,209.7943|109:194.1277,211.6330,209.5973,275.4106,218.6463|143:193.4221,175.8512,181.9482,183.5661,197.0094|114:177.0933,177.4906,183.7767,188.1589,187.7753|117:164.3706,188.4826,229.1158,184.0857,182.5181|2:171.1351,171.8028,179.0094,170.2100,243.4417|88:186.3649,177.3989,180.3717,208.5668,168.2399|145:201.2629,188.6297,198.1166,199.7516,212.9598|166:213.3692,183.3015,201.0341,217.1077,231.9186|141:212.5068,187.3363,201.4969,246.0863,206.0376|65:160.3793,158.6026,174.8215,174.9551,180.8464|6:188.2649,174.1833,177.9275,178.5545,185.4990|131:169.7701,200.0604,176.4933,196.4971,183.4494|119:173.4938,174.2898,174.4920,170.5366,188.5224|96:204.4358,185.7878,206.7946,228.6226,198.1547|162:175.3483,213.4168,255.4703,263.7901,225.3555|107:207.9417,223.2728,231.1627,207.4626,274.0658|0:187.6108,224.4109,195.7615,289.0546,214.8484",1,1,1,1,1,False,True,9,9,2,1
