subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,18,1,107,18,1,107,18,1,1,18,1,267.2593078613281,267.2593078613281,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,267.2593078613281,267.2593078613281,267.2593078613281,267.2593078613281,0.0,,,,,,,,,,,,,,,,,,,,,107:267.2593,,,0,,,,,0,0,1,0,0,,,0,0,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,18,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,1,167.08441162109375,310.29522705078125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,193.7267608642578,237.63521937320107,232.7177276611328,310.29522705078125,30.068877702406358,,,,,,,,,,,,,,,,,,,,,87:242.4227|157:223.7608|149:220.2761|109:254.6532|143:211.8046|114:265.8230|117:193.7268|2:194.5919|88:220.1298|145:218.6370|166:221.8345|141:261.4365|65:209.0203|6:232.7177|131:243.6251|119:236.6436|96:291.2166|162:262.4538|0:310.2952,,,0,,,,,1,1,1,0,0,,,0,0,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,19,1,107,18,1,107,18,1,1,18,2,241.66258239746094,241.66258239746094,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,241.66258239746094,241.66258239746094,241.66258239746094,241.66258239746094,0.0,,,,,,,,,,,,,,,,,,,,,"107:267.2593,241.6626",,,0,,,,,0,0,1,0,0,,,1,1,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,19,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,2,165.96238708496094,298.74237060546875,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,190.5393829345703,239.74047931871917,240.22225952148438,298.74237060546875,29.33569639369193,,,,,,,,,,,,,,,,,,,,,"87:242.4227,282.4451|157:223.7608,265.1643|149:220.2761,253.8441|109:254.6532,280.0445|143:211.8046,208.0072|114:265.8230,217.6052|117:193.7268,204.9128|2:194.5919,221.9210|88:220.1298,190.5394|145:218.6370,240.2223|166:221.8345,213.7752|141:261.4365,242.3170|65:209.0203,206.0372|6:232.7177,234.3674|131:243.6251,248.7251|119:236.6436,226.9095|96:291.2166,298.7424|162:262.4538,270.6239|0:310.2952,248.8654",,,0,,,,,1,1,1,0,0,,,1,1,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,20,1,107,18,1,107,18,1,1,18,3,304.32489013671875,304.32489013671875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,304.32489013671875,304.32489013671875,304.32489013671875,304.32489013671875,0.0,,,,,,,,,,,,,,,,,,,,,"107:267.2593,241.6626,304.3249",,,0,,,,,0,0,1,0,0,,,2,2,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,20,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,3,162.7549285888672,299.64947509765625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,197.90805053710938,252.56393031070107,253.2747802734375,299.64947509765625,29.94601402057947,,,,,,,,,,,,,,,,,,,,,"87:242.4227,282.4451,299.6495|157:223.7608,265.1643,266.3690|149:220.2761,253.8441,277.3615|109:254.6532,280.0445,252.9134|143:211.8046,208.0072,260.6364|114:265.8230,217.6052,221.8747|117:193.7268,204.9128,253.2748|2:194.5919,221.9210,294.3190|88:220.1298,190.5394,288.2253|145:218.6370,240.2223,220.2210|166:221.8345,213.7752,197.9081|141:261.4365,242.3170,247.9183|65:209.0203,206.0372,266.9042|6:232.7177,234.3674,230.1389|131:243.6251,248.7251,220.3677|119:236.6436,226.9095,233.7190|96:291.2166,298.7424,269.1551|162:262.4538,270.6239,290.9242|0:310.2952,248.8654,206.8346",,,0,,,,,1,1,1,0,0,,,2,2,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,21,1,107,18,1,107,18,1,1,18,4,269.37890625,269.37890625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,269.37890625,269.37890625,269.37890625,269.37890625,0.0,,,,,,,,,,,,,,,,,,,,,"107:267.2593,241.6626,304.3249,269.3789",,,0,,,,,0,0,1,0,0,,,3,3,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,21,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,4,163.8472900390625,345.7068786621094,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,209.84860229492188,242.30473167017885,234.33148193359375,345.7068786621094,32.558900798795854,,,,,,,,,,,,,,,,,,,,,"87:242.4227,282.4451,299.6495,276.8940|157:223.7608,265.1643,266.3690,266.6186|149:220.2761,253.8441,277.3615,234.9108|109:254.6532,280.0445,252.9134,229.9433|143:211.8046,208.0072,260.6364,227.3951|114:265.8230,217.6052,221.8747,241.3271|117:193.7268,204.9128,253.2748,234.3315|2:194.5919,221.9210,294.3190,215.3944|88:220.1298,190.5394,288.2253,223.7926|145:218.6370,240.2223,220.2210,214.1917|166:221.8345,213.7752,197.9081,214.5893|141:261.4365,242.3170,247.9183,243.9309|65:209.0203,206.0372,266.9042,209.8486|6:232.7177,234.3674,230.1389,250.2730|131:243.6251,248.7251,220.3677,249.0702|119:236.6436,226.9095,233.7190,218.8911|96:291.2166,298.7424,269.1551,217.3874|162:262.4538,270.6239,290.9242,345.7069|0:310.2952,248.8654,206.8346,289.2935",,,0,,,,,1,1,1,0,0,,,3,3,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,22,1,107,18,1,107,18,1,1,18,5,251.74440002441406,251.74440002441406,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,251.74440002441406,251.74440002441406,251.74440002441406,251.74440002441406,0.0,,,,,,,,,,,,,,,,,,,,,"107:267.2593,241.6626,304.3249,269.3789,251.7444",,,0,,,,,0,0,1,0,0,,,4,4,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,22,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,5,162.73533630371094,275.7108459472656,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,203.40489196777344,235.58901897229646,227.60299682617188,275.7108459472656,21.010545172790287,,,,,,,,,,,,,,,,,,,,,"87:242.4227,282.4451,299.6495,276.8940,254.1149|157:223.7608,265.1643,266.3690,266.6186,239.1121|149:220.2761,253.8441,277.3615,234.9108,227.6030|109:254.6532,280.0445,252.9134,229.9433,257.7707|143:211.8046,208.0072,260.6364,227.3951,275.7108|114:265.8230,217.6052,221.8747,241.3271,218.5693|117:193.7268,204.9128,253.2748,234.3315,234.6071|2:194.5919,221.9210,294.3190,215.3944,203.4049|88:220.1298,190.5394,288.2253,223.7926,218.7744|145:218.6370,240.2223,220.2210,214.1917,215.3039|166:221.8345,213.7752,197.9081,214.5893,214.4924|141:261.4365,242.3170,247.9183,243.9309,207.8257|65:209.0203,206.0372,266.9042,209.8486,250.3452|6:232.7177,234.3674,230.1389,250.2730,226.3951|131:243.6251,248.7251,220.3677,249.0702,226.5036|119:236.6436,226.9095,233.7190,218.8911,269.3863|96:291.2166,298.7424,269.1551,217.3874,224.2397|162:262.4538,270.6239,290.9242,345.7069,264.3610|0:310.2952,248.8654,206.8346,289.2935,247.6712",,,0,,,,,1,1,1,0,0,,,4,4,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,23,1,107,18,1,107,18,1,1,18,6,298.08294677734375,298.08294677734375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,298.08294677734375,298.08294677734375,298.08294677734375,298.08294677734375,0.0,,,,,,,,,,,,,,,,,,,,,"107:241.6626,304.3249,269.3789,251.7444,298.0829",,,0,,,,,0,0,1,1,1,,,5,5,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,23,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,6,162.7941436767578,397.70013427734375,162.7549285888672,308.16607666015625,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,192.8610076904297,246.72009839509664,234.57652282714844,397.70013427734375,46.82487020961637,,,,,,,,,,,,,,,,,,,,,"87:282.4451,299.6495,276.8940,254.1149,256.0287|157:265.1643,266.3690,266.6186,239.1121,234.5765|149:253.8441,277.3615,234.9108,227.6030,293.0896|109:280.0445,252.9134,229.9433,257.7707,303.0276|143:208.0072,260.6364,227.3951,275.7108,220.3226|114:217.6052,221.8747,241.3271,218.5693,228.0086|117:204.9128,253.2748,234.3315,234.6071,206.0793|2:221.9210,294.3190,215.3944,203.4049,231.2454|88:190.5394,288.2253,223.7926,218.7744,192.8610|145:240.2223,220.2210,214.1917,215.3039,208.3043|166:213.7752,197.9081,214.5893,214.4924,238.5090|141:242.3170,247.9183,243.9309,207.8257,216.1957|65:206.0372,266.9042,209.8486,250.3452,202.9808|6:234.3674,230.1389,250.2730,226.3951,254.9999|131:248.7251,220.3677,249.0702,226.5036,235.5723|119:226.9095,233.7190,218.8911,269.3863,220.7665|96:298.7424,269.1551,217.3874,224.2397,254.2251|162:270.6239,290.9242,345.7069,264.3610,397.7001|0:248.8654,206.8346,289.2935,247.6712,293.1889",,,0,,,,,1,1,1,1,1,False,True,5,5,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,24,1,107,18,1,107,18,1,1,18,7,339.2291259765625,339.2291259765625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,339.2291259765625,339.2291259765625,339.2291259765625,339.2291259765625,0.0,,,,,,,,,,,,,,,,,,,,,"107:304.3249,269.3789,251.7444,298.0829,339.2291",,,0,,,,,0,0,1,1,1,,,6,6,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,24,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,7,167.50482177734375,273.5135192871094,162.76473236083984,328.0010528564453,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,189.22068786621094,233.94318108809622,232.70140075683594,273.5135192871094,22.89247696768609,,,,,,,,,,,,,,,,,,,,,"87:299.6495,276.8940,254.1149,256.0287,253.4397|157:266.3690,266.6186,239.1121,234.5765,234.1131|149:277.3615,234.9108,227.6030,293.0896,221.4759|109:252.9134,229.9433,257.7707,303.0276,258.7253|143:260.6364,227.3951,275.7108,220.3226,216.5107|114:221.8747,241.3271,218.5693,228.0086,250.4695|117:253.2748,234.3315,234.6071,206.0793,273.5135|2:294.3190,215.3944,203.4049,231.2454,232.7014|88:288.2253,223.7926,218.7744,192.8610,189.2207|145:220.2210,214.1917,215.3039,208.3043,221.6221|166:197.9081,214.5893,214.4924,238.5090,197.8093|141:247.9183,243.9309,207.8257,216.1957,218.7928|65:266.9042,209.8486,250.3452,202.9808,205.7672|6:230.1389,250.2730,226.3951,254.9999,243.4839|131:220.3677,249.0702,226.5036,235.5723,242.8955|119:233.7190,218.8911,269.3863,220.7665,261.2290|96:269.1551,217.3874,224.2397,254.2251,224.4066|162:290.9242,345.7069,264.3610,397.7001,230.6717|0:206.8346,289.2935,247.6712,293.1889,268.0728",,,0,,,,,1,1,1,1,1,False,False,6,6,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,25,1,107,18,1,107,18,1,1,18,8,277.5260009765625,277.5260009765625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,277.5260009765625,277.5260009765625,277.5260009765625,277.5260009765625,0.0,,,,,,,,,,,,,,,,,,,,,"107:269.3789,251.7444,298.0829,339.2291,277.5260",,,0,,,,,0,0,1,1,1,,,7,7,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,25,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,8,171.55950927734375,334.3757019042969,162.7745361328125,317.37755737304684,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,210.46337890625,249.41415806820518,230.5736846923828,334.3757019042969,36.38422569820627,,,,,,,,,,,,,,,,,,,,,"87:276.8940,254.1149,256.0287,253.4397,237.5297|157:266.6186,239.1121,234.5765,234.1131,270.6753|149:234.9108,227.6030,293.0896,221.4759,271.8714|109:229.9433,257.7707,303.0276,258.7253,290.3371|143:227.3951,275.7108,220.3226,216.5107,226.0618|114:241.3271,218.5693,228.0086,250.4695,210.4634|117:234.3315,234.6071,206.0793,273.5135,214.0728|2:215.3944,203.4049,231.2454,232.7014,229.4436|88:223.7926,218.7744,192.8610,189.2207,216.2707|145:214.1917,215.3039,208.3043,221.6221,230.5737|166:214.5893,214.4924,238.5090,197.8093,261.2530|141:243.9309,207.8257,216.1957,218.7928,240.4348|65:209.8486,250.3452,202.9808,205.7672,219.8907|6:250.2730,226.3951,254.9999,243.4839,224.1902|131:249.0702,226.5036,235.5723,242.8955,226.7728|119:218.8911,269.3863,220.7665,261.2290,218.9587|96:217.3874,224.2397,254.2251,224.4066,334.3757|162:345.7069,264.3610,397.7001,230.6717,307.4701|0:289.2935,247.6712,293.1889,268.0728,308.2237",,,0,,,,,1,1,1,1,1,False,True,7,7,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,26,1,107,18,1,107,18,1,1,18,9,284.56121826171875,284.56121826171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,284.56121826171875,284.56121826171875,284.56121826171875,284.56121826171875,0.0,,,,,,,,,,,,,,,,,,,,,"107:251.7444,298.0829,339.2291,277.5260,284.5612",,,0,,,,,0,0,1,1,1,,,8,8,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,26,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,9,161.3946990966797,266.7145690917969,162.78433990478516,331.9676544189453,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,200.26756286621094,232.38831369500411,235.33154296875,266.7145690917969,19.14126990526218,,,,,,,,,,,,,,,,,,,,,"87:254.1149,256.0287,253.4397,237.5297,235.3315|157:239.1121,234.5765,234.1131,270.6753,213.4902|149:227.6030,293.0896,221.4759,271.8714,217.3172|109:257.7707,303.0276,258.7253,290.3371,261.1563|143:275.7108,220.3226,216.5107,226.0618,208.9266|114:218.5693,228.0086,250.4695,210.4634,216.4960|117:234.6071,206.0793,273.5135,214.0728,255.0883|2:203.4049,231.2454,232.7014,229.4436,243.0709|88:218.7744,192.8610,189.2207,216.2707,200.2676|145:215.3039,208.3043,221.6221,230.5737,217.9086|166:214.4924,238.5090,197.8093,261.2530,266.7146|141:207.8257,216.1957,218.7928,240.4348,236.7264|65:250.3452,202.9808,205.7672,219.8907,223.0375|6:226.3951,254.9999,243.4839,224.1902,225.3768|131:226.5036,235.5723,242.8955,226.7728,207.9093|119:269.3863,220.7665,261.2290,218.9587,252.0076|96:224.2397,254.2251,224.4066,334.3757,238.3791|162:264.3610,397.7001,230.6717,307.4701,251.2799|0:247.6712,293.1889,268.0728,308.2237,244.8935",,,0,,,,,1,1,1,1,1,True,False,8,8,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,27,1,107,18,1,107,18,1,1,18,10,344.06463623046875,344.06463623046875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,344.06463623046875,344.06463623046875,344.06463623046875,344.06463623046875,0.0,,,,,,,,,,,,,,,,,,,,,"107:298.0829,339.2291,277.5260,284.5612,344.0646",,,0,,,,,0,0,1,1,1,,,9,9,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,27,2,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,18,10,162.44235229492188,269.5174255371094,162.7549285888672,324.74351196289064,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,217.61167907714844,239.23329242907073,235.34556579589844,269.5174255371094,15.529881792774502,,,,,,,,,,,,,,,,,,,,,"87:256.0287,253.4397,237.5297,235.3315,234.1075|157:234.5765,234.1131,270.6753,213.4902,240.2130|149:293.0896,221.4759,271.8714,217.3172,217.6117|109:303.0276,258.7253,290.3371,261.1563,226.3146|143:220.3226,216.5107,226.0618,208.9266,221.1904|114:228.0086,250.4695,210.4634,216.4960,228.8399|117:206.0793,273.5135,214.0728,255.0883,267.4222|2:231.2454,232.7014,229.4436,243.0709,269.5174|88:192.8610,189.2207,216.2707,200.2676,225.3672|145:208.3043,221.6221,230.5737,217.9086,219.3172|166:238.5090,197.8093,261.2530,266.7146,227.1499|141:216.1957,218.7928,240.4348,236.7264,247.4941|65:202.9808,205.7672,219.8907,223.0375,235.6632|6:254.9999,243.4839,224.1902,225.3768,249.7262|131:235.5723,242.8955,226.7728,207.9093,256.9409|119:220.7665,261.2290,218.9587,252.0076,233.6578|96:254.2251,224.4066,334.3757,238.3791,252.9811|162:397.7001,230.6717,307.4701,251.2799,256.5727|0:293.1889,268.0728,308.2237,244.8935,235.3456",,,0,,,,,1,1,1,1,1,True,False,9,9,2,1
87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,87|157|149|109|143|114|117|2|88|145|166|141|65|6|131|119|96|162|107|0,0,28,1,107,18,1,107,18,1,1,18,11,318.2217712402344,318.2217712402344,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,318.2217712402344,318.2217712402344,318.2217712402344,318.2217712402344,0.0,,,,,,,,,,,,,,,,,,,,,"107:339.2291,277.5260,284.5612,344.0646,318.2218",,,0,,,,,0,0,1,1,1,,,10,10,2,1
