run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
local,local,,,0,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,1,0.8257054901123047,,,,,,,,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,1,,0.5716465368270874,0.80835,0.5410000085830688,0.6223273228889546,0.6382676362991333,0.6382676362991333,0.6382676362991333,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,1,,,,,,,,,4000,393.0,289.0,3318.0,0.0,0.5762463343108505,1.0,0.7311627864837646,0.7311627864837646,0.7311627864837646,393.0,0.09825000166893005
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,1,,,,,,,,,4000,532.0,496.0,2969.0,3.0,0.5175097276264592,0.994392523364486,0.6807421445846558,0.6807421445846558,0.6807421445846558,535.0,0.13375000655651093
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle4,,1,,,,,,,,,4000,618.0,788.0,2526.0,68.0,0.4395448079658606,0.9008746355685131,0.590822160243988,0.590822160243988,0.590822160243988,686.0,0.17149999737739563
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle5,,1,,,,,,,,,4000,720.0,921.0,2147.0,212.0,0.43875685557586835,0.7725321888412017,0.5596579909324646,0.5596579909324646,0.5596579909324646,932.0,0.2329999953508377
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle6,,1,,,,,,,,,4000,895.0,754.0,2049.0,302.0,0.5427531837477259,0.747702589807853,0.6289528608322144,0.6289528608322144,0.6289528608322144,1197.0,0.2992500066757202
local,local,,,0,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,2,0.4611453812122345,,,,,,,,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,2,,0.3861934175491333,0.86255,0.5557500123977661,0.7204312010576629,0.7735089659690857,0.7735089659690857,0.7735089659690857,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,2,,,,,,,,,4000,380.0,31.0,3576.0,13.0,0.9245742092457421,0.9669211195928753,0.9452736377716064,0.9452736377716064,0.9452736377716064,393.0,0.09825000166893005
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,2,,,,,,,,,4000,503.0,92.0,3373.0,32.0,0.8453781512605042,0.9401869158878504,0.8902654647827148,0.8902654647827148,0.8902654647827148,535.0,0.13375000655651093
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle4,,2,,,,,,,,,4000,662.0,540.0,2774.0,24.0,0.5507487520798668,0.9650145772594753,0.7012712359428406,0.7012712359428406,0.7012712359428406,686.0,0.17149999737739563
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle5,,2,,,,,,,,,4000,893.0,828.0,2240.0,39.0,0.5188843695525857,0.9581545064377682,0.6732001304626465,0.6732001304626465,0.6732001304626465,932.0,0.2329999953508377
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle6,,2,,,,,,,,,4000,1104.0,1057.0,1746.0,93.0,0.5108745950948634,0.9223057644110275,0.6575342416763306,0.6575342416763306,0.6575342416763306,1197.0,0.2992500066757202
local,local,,,0,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,3,0.36278946590423583,,,,,,,,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,3,,0.30887007331848143,0.8999,0.6470000147819519,0.7686618904552808,0.810443103313446,0.810443103313446,0.810443103313446,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,3,,,,,,,,,4000,393.0,31.0,3576.0,0.0,0.9268867924528302,1.0,0.9620562791824341,0.9620562791824341,0.9620562791824341,393.0,0.09825000166893005
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,3,,,,,,,,,4000,534.0,114.0,3351.0,1.0,0.8240740740740741,0.9981308411214953,0.9027895331382751,0.9027895331382751,0.9027895331382751,535.0,0.13375000655651093
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle4,,3,,,,,,,,,4000,634.0,316.0,2998.0,52.0,0.6673684210526316,0.924198250728863,0.7750611305236816,0.7750611305236816,0.7750611305236816,686.0,0.17149999737739563
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle5,,3,,,,,,,,,4000,832.0,503.0,2565.0,100.0,0.6232209737827715,0.8927038626609443,0.7340096831321716,0.7340096831321716,0.7340096831321716,932.0,0.2329999953508377
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle6,,3,,,,,,,,,4000,933.0,621.0,2182.0,264.0,0.6003861003861004,0.7794486215538847,0.678298830986023,0.678298830986023,0.678298830986023,1197.0,0.2992500066757202
local,local,,,0,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,4,0.30672251105308534,,,,,,,,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,4,,0.2696386206150055,0.90305,0.6669999957084656,0.7838109042256662,0.8311352729797363,0.8311352729797363,0.8311352729797363,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,4,,,,,,,,,4000,388.0,9.0,3598.0,5.0,0.9773299748110831,0.9872773536895675,0.9822785258293152,0.9822785258293152,0.9822785258293152,393.0,0.09825000166893005
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,4,,,,,,,,,4000,534.0,76.0,3389.0,1.0,0.8754098360655738,0.9981308411214953,0.9327511191368103,0.9327511191368103,0.9327511191368103,535.0,0.13375000655651093
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle4,,4,,,,,,,,,4000,679.0,313.0,3001.0,7.0,0.6844758064516129,0.9897959183673469,0.809296727180481,0.809296727180481,0.809296727180481,686.0,0.17149999737739563
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle5,,4,,,,,,,,,4000,883.0,617.0,2451.0,49.0,0.5886666666666667,0.9474248927038627,0.7261512875556946,0.7261512875556946,0.7261512875556946,932.0,0.2329999953508377
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle6,,4,,,,,,,,,4000,1031.0,696.0,2107.0,166.0,0.5969889982628837,0.8613199665831245,0.705198347568512,0.705198347568512,0.705198347568512,1197.0,0.2992500066757202
local,local,,,0,159,data_4000_4_11_chordal_rep03,train_epoch,train,,,5,0.2743532412052155,,,,,,,,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch,val,,,5,,0.2798346906900406,0.90405,0.6492499709129333,0.7859453430005579,0.8262919187545776,0.8262919187545776,0.8262919187545776,4000,,,,,,,,,,,
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle2,,5,,,,,,,,,4000,393.0,79.0,3528.0,0.0,0.8326271186440678,1.0,0.9086705446243286,0.9086705446243286,0.9086705446243286,393.0,0.09825000166893005
local,local,,,0,159,data_4000_4_11_chordal_rep03,val_epoch_task,val,cycle3,,5,,,,,,,,,4000,535.0,85.0,3380.0,0.0,0.8629032258064516,1.0,0.9264069199562073,0.9264069199562073,0.9264069199562073,535.0,0.13375000655651093
