run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,train_epoch,train,,1,1.0,0.6061124551296234,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,train_epoch,train,,1,2.0,0.43361515712738036,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,train_epoch,train,,1,3.0,0.3491295753717423,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,train_epoch,train,,1,4.0,0.3084120262861252,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,train_epoch,train,,1,5.0,0.27943790078163144,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,val_epoch,val,,1,,,0.259813682436943,0.881,0.6065000295639038,0.8605904404873478,0.872874915599823,0.872874915599823,0.866134524345398,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle2,1,,,,,,,,,,2000,554.0,37.0,1407.0,2.0,0.937394247038917,0.9964028776978417,0.9659982323646545,0.9659982323646545,0.9659982323646545,556.0,0.27799999713897705
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle3,1,,,,,,,,,,2000,713.0,79.0,1178.0,30.0,0.9002525252525253,0.9596231493943472,0.9289902448654175,0.9289902448654175,0.9289902448654175,743.0,0.3714999854564667
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle4,1,,,,,,,,,,2000,710.0,84.0,1033.0,173.0,0.8942065491183879,0.8040770101925255,0.8467501997947693,0.8467501997947693,0.8467501997947693,883.0,0.4415000081062317
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle5,1,,,,,,,,,,2000,791.0,175.0,803.0,231.0,0.8188405797101449,0.773972602739726,0.7957746386528015,0.7957746386528015,0.7982107400894165,1022.0,0.5109999775886536
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,val_epoch_task,val,cycle6,1,,,,,,,,,,2000,905.0,188.0,716.0,191.0,0.827996340347667,0.8257299270072993,0.826861560344696,0.826861560344696,0.7907233834266663,1096.0,0.5479999780654907
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,train_epoch,train,,1,1.0,0.8720646054744721,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,train_epoch,train,,1,2.0,0.6749656779766082,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,train_epoch,train,,1,3.0,0.5650884146690369,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,train_epoch,train,,1,4.0,0.5204495470523834,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,train_epoch,train,,1,5.0,0.4649489974975586,,,,,,,,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,val_epoch,val,,1,,,0.5052494926452636,0.8302,0.5860000252723694,0.7233626588465298,0.646192193031311,0.646192193031311,0.646192193031311,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle2,1,,,,,,,,,,2000,842.0,19.0,1119.0,20.0,0.9779326364692218,0.9767981438515081,0.9773650169372559,0.9773650169372559,0.9773650169372559,862.0,0.4309999942779541
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle3,1,,,,,,,,,,2000,681.0,209.0,1100.0,10.0,0.7651685393258427,0.9855282199710564,0.8614800572395325,0.8614800572395325,0.8614800572395325,691.0,0.34549999237060547
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle4,1,,,,,,,,,,2000,372.0,430.0,1179.0,19.0,0.46384039900249374,0.9514066496163683,0.623637855052948,0.623637855052948,0.623637855052948,391.0,0.19550000131130219
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle5,1,,,,,,,,,,2000,218.0,520.0,1244.0,18.0,0.2953929539295393,0.923728813559322,0.447638601064682,0.447638601064682,0.447638601064682,236.0,0.11800000071525574
fedavg,fedavg,341|859,341|859,2,859,data_2000_4_1.5_chordal,val_epoch_task,val,cycle6,1,,,,,,,,,,2000,107.0,432.0,1440.0,21.0,0.19851576994434136,0.8359375,0.3208395838737488,0.3208395838737488,0.3208395838737488,128.0,0.06400000303983688
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,global_val_client,val,,1,,,0.7179464507102966,0.6147,0.27250000834465027,0.2167107135596666,0.23261766135692596,0.23261766135692596,0.46234893798828125,2000,,,,,,,,,,,
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle2,1,,,,,,,,,,2000,152.0,51.0,1393.0,404.0,0.7487684729064039,0.2733812949640288,0.4005270004272461,0.4005270004272461,0.4005270004272461,556.0,0.27799999713897705
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle3,1,,,,,,,,,,2000,186.0,31.0,1226.0,557.0,0.8571428571428571,0.2503364737550471,0.38749998807907104,0.38749998807907104,0.38749998807907104,743.0,0.3714999854564667
fedavg,fedavg,341|859,341|859,2,341,data_2000_5_5.0_chordal,global_val_client_task,val,cycle4,1,,,,,,,,,,2000,113.0,3.0,1114.0,770.0,0.9741379310344828,0.12797281993204984,0.22622624039649963,0.22622624039649963,0.22622624039649963,883.0,0.4415000081062317
