subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,1,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,1,154.5494384765625,163.07879638671875,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,148.1230010986328,155.24167404174804,155.57279205322266,163.07879638671875,6.3170827396980895,,,,,,,,,,,,,,,,,,,,,178:162.6890|96:155.9255|19:148.2995|176:162.8249|171:162.8179|89:155.4602|90:155.5205|11:148.1650|190:163.0788|109:155.6251|24:148.2788|30:148.2402|166:162.8089|5:148.1230|2:148.3562|162:163.0105|62:148.5749|217:163.0070|145:155.7901|60:148.2376,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,2,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,2,154.8092498779297,164.70314025878906,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,148.11923217773438,155.69286193847657,155.6835708618164,164.70314025878906,6.436694847762387,,,,,,,,,,,,,,,,,,,,,"178:162.6890,163.1562|96:155.9255,156.2086|19:148.2995,148.4478|176:162.8249,163.1354|171:162.8179,163.2030|89:155.4602,155.6895|90:155.5205,155.4369|11:148.1650,148.4577|190:163.0788,162.9677|109:155.6251,155.6777|24:148.2788,148.1192|30:148.2402,149.1698|166:162.8089,164.7031|5:148.1230,149.2413|2:148.3562,148.4235|162:163.0105,164.6332|62:148.5749,148.7027|217:163.0070,163.2600|145:155.7901,155.9608|60:148.2376,149.2630",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,3,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,3,156.47720336914062,168.50479125976562,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,149.02264404296875,157.56451568603515,157.29869842529297,168.50479125976562,6.682611568309862,,,,,,,,,,,,,,,,,,,,,"178:162.6890,163.1562,163.6643|96:155.9255,156.2086,157.0344|19:148.2995,148.4478,149.5253|176:162.8249,163.1354,165.5875|171:162.8179,163.2030,164.8168|89:155.4602,155.6895,159.0843|90:155.5205,155.4369,157.0491|11:148.1650,148.4577,149.0226|190:163.0788,162.9677,165.2985|109:155.6251,155.6777,157.5483|24:148.2788,148.1192,150.4532|30:148.2402,149.1698,151.7762|166:162.8089,164.7031,166.5262|5:148.1230,149.2413,149.8987|2:148.3562,148.4235,149.7302|162:163.0105,164.6332,163.5096|62:148.5749,148.7027,150.6169|217:163.0070,163.2600,168.5048|145:155.7901,155.9608,160.5548|60:148.2376,149.2630,151.0887",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,4,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,4,161.7019805908203,181.39144897460938,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,150.95216369628906,164.45155868530273,163.88687133789062,181.39144897460938,8.204648604322312,,,,,,,,,,,,,,,,,,,,,"178:162.6890,163.1562,163.6643,170.2263|96:155.9255,156.2086,157.0344,166.1107|19:148.2995,148.4478,149.5253,156.1340|176:162.8249,163.1354,165.5875,175.9845|171:162.8179,163.2030,164.8168,164.9308|89:155.4602,155.6895,159.0843,160.0405|90:155.5205,155.4369,157.0491,162.5798|11:148.1650,148.4577,149.0226,154.6932|190:163.0788,162.9677,165.2985,181.3914|109:155.6251,155.6777,157.5483,172.6841|24:148.2788,148.1192,150.4532,153.3570|30:148.2402,149.1698,151.7762,161.3449|166:162.8089,164.7031,166.5262,168.6949|5:148.1230,149.2413,149.8987,156.5803|2:148.3562,148.4235,149.7302,150.9522|162:163.0105,164.6332,163.5096,167.6856|62:148.5749,148.7027,150.6169,164.5318|217:163.0070,163.2600,168.5048,178.6248|145:155.7901,155.9608,160.5548,163.2419|60:148.2376,149.2630,151.0887,159.2422",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,5,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,5,167.0751190185547,217.5426025390625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,151.1262664794922,172.84981460571288,168.14573669433594,217.5426025390625,16.313062401989885,,,,,,,,,,,,,,,,,,,,,"178:162.6890,163.1562,163.6643,170.2263,176.6247|96:155.9255,156.2086,157.0344,166.1107,175.8896|19:148.2995,148.4478,149.5253,156.1340,155.9341|176:162.8249,163.1354,165.5875,175.9845,176.0957|171:162.8179,163.2030,164.8168,164.9308,170.5199|89:155.4602,155.6895,159.0843,160.0405,162.0166|90:155.5205,155.4369,157.0491,162.5798,163.5847|11:148.1650,148.4577,149.0226,154.6932,159.3146|190:163.0788,162.9677,165.2985,181.3914,192.0332|109:155.6251,155.6777,157.5483,172.6841,217.5426|24:148.2788,148.1192,150.4532,153.3570,163.2017|30:148.2402,149.1698,151.7762,161.3449,166.4342|166:162.8089,164.7031,166.5262,168.6949,169.8573|5:148.1230,149.2413,149.8987,156.5803,156.8605|2:148.3562,148.4235,149.7302,150.9522,151.1263|162:163.0105,164.6332,163.5096,167.6856,166.2816|62:148.5749,148.7027,150.6169,164.5318,164.6002|217:163.0070,163.2600,168.5048,178.6248,203.3848|145:155.7901,155.9608,160.5548,163.2419,190.9288|60:148.2376,149.2630,151.0887,159.2422,174.7653",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,6,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,6,170.6829376220703,229.825927734375,154.8092498779297,178.81411743164062,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,154.0753936767578,179.65990524291993,178.51232147216797,229.825927734375,16.896419793987025,,,,,,,,,,,,,,,,,,,,,"178:163.1562,163.6643,170.2263,176.6247,197.0689|96:156.2086,157.0344,166.1107,175.8896,178.9575|19:148.4478,149.5253,156.1340,155.9341,169.4041|176:163.1354,165.5875,175.9845,176.0957,175.2245|171:163.2030,164.8168,164.9308,170.5199,169.8410|89:155.6895,159.0843,160.0405,162.0166,163.3830|90:155.4369,157.0491,162.5798,163.5847,166.3556|11:148.4577,149.0226,154.6932,159.3146,160.1071|190:162.9677,165.2985,181.3914,192.0332,203.8432|109:155.6777,157.5483,172.6841,217.5426,184.7237|24:148.1192,150.4532,153.3570,163.2017,183.1487|30:149.1698,151.7762,161.3449,166.4342,187.6295|166:164.7031,166.5262,168.6949,169.8573,178.0672|5:149.2413,149.8987,156.5803,156.8605,164.0491|2:148.4235,149.7302,150.9522,151.1263,154.0754|162:164.6332,163.5096,167.6856,166.2816,169.1954|62:148.7027,150.6169,164.5318,164.6002,188.7443|217:163.2600,168.5048,178.6248,203.3848,229.8259|145:155.9608,160.5548,163.2419,190.9288,182.2568|60:149.2630,151.0887,159.2422,174.7653,187.2971",,,0,,,,,1,1,1,1,1,False,True,5,5,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,7,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,7,170.78211975097656,261.7360534667969,155.22623825073242,199.46702575683594,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,155.62405395507812,187.01879348754883,175.17667388916016,261.7360534667969,27.097660582659422,,,,,,,,,,,,,,,,,,,,,"178:163.6643,170.2263,176.6247,197.0689,191.1237|96:157.0344,166.1107,175.8896,178.9575,173.1620|19:149.5253,156.1340,155.9341,169.4041,165.8760|176:165.5875,175.9845,176.0957,175.2245,188.2214|171:164.8168,164.9308,170.5199,169.8410,177.1913|89:159.0843,160.0405,162.0166,163.3830,168.5265|90:157.0491,162.5798,163.5847,166.3556,166.5682|11:149.0226,154.6932,159.3146,160.1071,155.6241|190:165.2985,181.3914,192.0332,203.8432,213.0842|109:157.5483,172.6841,217.5426,184.7237,231.8788|24:150.4532,153.3570,163.2017,183.1487,173.1046|30:151.7762,161.3449,166.4342,187.6295,192.4438|166:166.5262,168.6949,169.8573,178.0672,170.9699|5:149.8987,156.5803,156.8605,164.0491,161.8546|2:149.7302,150.9522,151.1263,154.0754,157.3752|162:163.5096,167.6856,166.2816,169.1954,171.0310|62:150.6169,164.5318,164.6002,188.7443,201.7878|217:168.5048,178.6248,203.3848,229.8259,261.7361|145:160.5548,163.2419,190.9288,182.2568,224.2835|60:151.0887,159.2422,174.7653,187.2971,194.5333",,,0,,,,,1,1,1,1,1,False,True,6,6,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,8,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,8,167.40049743652344,228.2926025390625,155.64322662353516,219.999267578125,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,159.32090759277344,185.97674026489258,176.0683364868164,228.2926025390625,21.67672327241529,,,,,,,,,,,,,,,,,,,,,"178:170.2263,176.6247,197.0689,191.1237,193.9254|96:166.1107,175.8896,178.9575,173.1620,170.6601|19:156.1340,155.9341,169.4041,165.8760,159.3209|176:175.9845,176.0957,175.2245,188.2214,195.7769|171:164.9308,170.5199,169.8410,177.1913,174.9484|89:160.0405,162.0166,163.3830,168.5265,171.0613|90:162.5798,163.5847,166.3556,166.5682,177.3846|11:154.6932,159.3146,160.1071,155.6241,165.5590|190:181.3914,192.0332,203.8432,213.0842,228.2926|109:172.6841,217.5426,184.7237,231.8788,191.2356|24:153.3570,163.2017,183.1487,173.1046,169.3565|30:161.3449,166.4342,187.6295,192.4438,175.7906|166:168.6949,169.8573,178.0672,170.9699,174.9189|5:156.5803,156.8605,164.0491,161.8546,159.8319|2:150.9522,151.1263,154.0754,157.3752,169.1029|162:167.6856,166.2816,169.1954,171.0310,176.3460|62:164.5318,164.6002,188.7443,201.7878,225.5857|217:178.6248,203.3848,229.8259,261.7361,212.1629|145:163.2419,190.9288,182.2568,224.2835,225.0058|60:159.2422,174.7653,187.2971,194.5333,203.2687",,,0,,,,,1,1,1,1,1,False,True,7,7,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,9,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,9,168.29541015625,362.1452331542969,156.0602149963379,227.21760253906248,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,161.0431671142578,201.11887969970704,179.61376953125,362.1452331542969,45.37179059233893,,,,,,,,,,,,,,,,,,,,,"178:176.6247,197.0689,191.1237,193.9254,175.6757|96:175.8896,178.9575,173.1620,170.6601,183.9540|19:155.9341,169.4041,165.8760,159.3209,174.9907|176:176.0957,175.2245,188.2214,195.7769,177.6875|171:170.5199,169.8410,177.1913,174.9484,181.5400|89:162.0166,163.3830,168.5265,171.0613,176.4899|90:163.5847,166.3556,166.5682,177.3846,174.2564|11:159.3146,160.1071,155.6241,165.5590,161.8879|190:192.0332,203.8432,213.0842,228.2926,232.1721|109:217.5426,184.7237,231.8788,191.2356,237.1630|24:163.2017,183.1487,173.1046,169.3565,216.4916|30:166.4342,187.6295,192.4438,175.7906,188.1518|166:169.8573,178.0672,170.9699,174.9189,172.5175|5:156.8605,164.0491,161.8546,159.8319,161.0432|2:151.1263,154.0754,157.3752,169.1029,176.7018|162:166.2816,169.1954,171.0310,176.3460,175.8269|62:164.6002,188.7443,201.7878,225.5857,211.2694|217:203.3848,229.8259,261.7361,212.1629,362.1452|145:190.9288,182.2568,224.2835,225.0058,250.5139|60:174.7653,187.2971,194.5333,203.2687,231.8989",,,0,,,,,1,1,1,1,1,False,True,8,8,2,1
178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,1,10,0,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|19|176|171|89|90|11|190|109|24|30|166|5|2|162|62|217|145|60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,10,161.69639587402344,239.08888244628906,156.47720336914062,229.21259765625,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,159.0777587890625,190.3458480834961,182.29114532470703,239.08888244628906,21.73533318772997,,,,,,,,,,,,,,,,,,,,,"178:197.0689,191.1237,193.9254,175.6757,176.9265|96:178.9575,173.1620,170.6601,183.9540,185.0274|19:169.4041,165.8760,159.3209,174.9907,188.2263|176:175.2245,188.2214,195.7769,177.6875,177.5212|171:169.8410,177.1913,174.9484,181.5400,178.8345|89:163.3830,168.5265,171.0613,176.4899,202.7255|90:166.3556,166.5682,177.3846,174.2564,167.1588|11:160.1071,155.6241,165.5590,161.8879,181.5817|190:203.8432,213.0842,228.2926,232.1721,199.8270|109:184.7237,231.8788,191.2356,237.1630,178.3195|24:183.1487,173.1046,169.3565,216.4916,169.4575|30:187.6295,192.4438,175.7906,188.1518,182.1191|166:178.0672,170.9699,174.9189,172.5175,182.4632|5:164.0491,161.8546,159.8319,161.0432,159.0778|2:154.0754,157.3752,169.1029,176.7018,165.4346|162:169.1954,171.0310,176.3460,175.8269,205.5634|62:188.7443,201.7878,225.5857,211.2694,216.2881|217:229.8259,261.7361,212.1629,362.1452,239.0889|145:182.2568,224.2835,225.0058,250.5139,226.1290|60:187.2971,194.5333,203.2687,231.8989,225.1471",,,0,,,,,1,1,1,1,1,False,True,9,9,2,1
