subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,31,1,204,18,1,204,18,1,1,14,18,382.7952575683594,382.7952575683594,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,382.7952575683594,382.7952575683594,382.7952575683594,382.7952575683594,0.0,,,,,,,,,,,,,,,,,,,,,"204:471.6242,468.0341,438.1772,382.1981,382.7953",,,0,,,,,0,0,1,1,1,,,17,17,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,31,3,117,19,1,117,19,1,1,21,11,256.0998229980469,256.0998229980469,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,256.0998229980469,256.0998229980469,256.0998229980469,256.0998229980469,0.0,,,,,,,,,,,,,,,,,,,,,"117:235.7389,294.8339,230.3081,275.3027,256.0998",,,0,,,,,0,0,1,1,1,,,10,10,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,31,5,40,16,1,40,16,1,1,31,1,279.8147888183594,279.8147888183594,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,279.8147888183594,279.8147888183594,279.8147888183594,279.8147888183594,0.0,,,,,,,,,,,,,,,,,,,,,40:279.8148,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,31,6,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,31,1,157.33770751953125,270.8361511230469,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,178.8176727294922,207.40598790785845,201.70535278320312,270.8361511230469,25.803801721404163,,,,,,,,,,,,,,,,,,,,,178:213.5842|96:238.5212|176:201.7054|19:188.7708|174:182.2936|175:186.0743|172:191.8098|95:186.5260|101:218.8745|103:203.0324|22:188.3531|29:270.8362|8:178.8177|166:207.3220|10:188.8891|2:227.7142|38:252.7775,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,32,1,204,18,1,204,18,1,1,14,19,676.3650512695312,676.3650512695312,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,676.3650512695312,676.3650512695312,676.3650512695312,676.3650512695312,0.0,,,,,,,,,,,,,,,,,,,,,"204:468.0341,438.1772,382.1981,382.7953,676.3651",,,0,,,,,0,0,1,1,1,,,18,18,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,32,3,117,19,1,117,19,1,1,21,12,246.04676818847656,246.04676818847656,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,246.04676818847656,246.04676818847656,246.04676818847656,246.04676818847656,0.0,,,,,,,,,,,,,,,,,,,,,"117:294.8339,230.3081,275.3027,256.0998,246.0468",,,0,,,,,0,0,1,1,1,,,11,11,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,32,5,40,16,1,40,16,1,1,31,2,249.16195678710938,249.16195678710938,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,249.16195678710938,249.16195678710938,249.16195678710938,249.16195678710938,0.0,,,,,,,,,,,,,,,,,,,,,"40:279.8148,249.1620",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,32,6,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,31,2,157.38803100585938,229.10140991210938,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,170.39669799804688,192.0698610193589,189.37669372558594,229.10140991210938,13.93508239848841,,,,,,,,,,,,,,,,,,,,,"178:213.5842,191.3334|96:238.5212,188.1038|176:201.7054,188.2879|19:188.7708,178.8395|174:182.2936,191.2168|175:186.0743,201.4525|172:191.8098,204.8934|95:186.5260,179.5588|101:218.8745,191.0096|103:203.0324,189.3767|22:188.3531,170.3967|29:270.8362,178.8673|8:178.8177,187.5135|166:207.3220,191.0379|10:188.8891,187.2823|2:227.7142,229.1014|38:252.7775,216.9160",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,33,1,204,18,1,204,18,1,1,14,20,463.16265869140625,463.16265869140625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,463.16265869140625,463.16265869140625,463.16265869140625,463.16265869140625,0.0,,,,,,,,,,,,,,,,,,,,,"204:438.1772,382.1981,382.7953,676.3651,463.1627",,,0,,,,,0,0,1,1,1,,,19,19,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,33,3,117,19,1,117,19,1,1,21,13,288.42877197265625,288.42877197265625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,288.42877197265625,288.42877197265625,288.42877197265625,288.42877197265625,0.0,,,,,,,,,,,,,,,,,,,,,"117:230.3081,275.3027,256.0998,246.0468,288.4288",,,0,,,,,0,0,1,1,1,,,12,12,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,33,5,40,16,1,40,16,1,1,31,3,215.05274963378906,215.05274963378906,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,215.05274963378906,215.05274963378906,215.05274963378906,215.05274963378906,0.0,,,,,,,,,,,,,,,,,,,,,"40:279.8148,249.1620,215.0527",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,33,6,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,31,3,157.31077575683594,233.5576934814453,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,176.3244171142578,201.957763671875,199.8135223388672,233.5576934814453,16.884160283564984,,,,,,,,,,,,,,,,,,,,,"178:213.5842,191.3334,189.2298|96:238.5212,188.1038,176.3244|176:201.7054,188.2879,207.2491|19:188.7708,178.8395,180.3600|174:182.2936,191.2168,224.8843|175:186.0743,201.4525,203.4981|172:191.8098,204.8934,193.5528|95:186.5260,179.5588,183.1192|101:218.8745,191.0096,207.4792|103:203.0324,189.3767,192.7236|22:188.3531,170.3967,211.7379|29:270.8362,178.8673,222.6971|8:178.8177,187.5135,191.8401|166:207.3220,191.0379,199.8135|10:188.8891,187.2823,188.0075|2:227.7142,229.1014,227.2075|38:252.7775,216.9160,233.5577",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,34,1,204,18,1,204,18,1,1,14,21,533.8074951171875,533.8074951171875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,533.8074951171875,533.8074951171875,533.8074951171875,533.8074951171875,0.0,,,,,,,,,,,,,,,,,,,,,"204:382.1981,382.7953,676.3651,463.1627,533.8075",,,0,,,,,0,0,1,1,1,,,20,20,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,34,3,117,19,1,117,19,1,1,21,14,343.7428894042969,343.7428894042969,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,343.7428894042969,343.7428894042969,343.7428894042969,343.7428894042969,0.0,,,,,,,,,,,,,,,,,,,,,"117:275.3027,256.0998,246.0468,288.4288,343.7429",,,0,,,,,0,0,1,1,1,,,13,13,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,34,5,40,16,1,40,16,1,1,31,4,200.0024871826172,200.0024871826172,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,200.0024871826172,200.0024871826172,200.0024871826172,200.0024871826172,0.0,,,,,,,,,,,,,,,,,,,,,"40:279.8148,249.1620,215.0527,200.0025",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,34,6,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,31,4,157.76429748535156,286.1026611328125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,173.515869140625,199.2840145335478,191.3717498779297,286.1026611328125,27.731907479100414,,,,,,,,,,,,,,,,,,,,,"178:213.5842,191.3334,189.2298,223.1132|96:238.5212,188.1038,176.3244,179.7299|176:201.7054,188.2879,207.2491,192.3498|19:188.7708,178.8395,180.3600,173.5159|174:182.2936,191.2168,224.8843,196.3555|175:186.0743,201.4525,203.4981,191.3717|172:191.8098,204.8934,193.5528,196.8210|95:186.5260,179.5588,183.1192,198.5169|101:218.8745,191.0096,207.4792,182.8837|103:203.0324,189.3767,192.7236,189.6492|22:188.3531,170.3967,211.7379,180.8977|29:270.8362,178.8673,222.6971,175.6633|8:178.8177,187.5135,191.8401,184.0786|166:207.3220,191.0379,199.8135,202.1487|10:188.8891,187.2823,188.0075,188.6015|2:227.7142,229.1014,227.2075,246.0290|38:252.7775,216.9160,233.5577,286.1027",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,35,1,204,18,1,204,18,1,1,14,22,362.974853515625,362.974853515625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,362.974853515625,362.974853515625,362.974853515625,362.974853515625,0.0,,,,,,,,,,,,,,,,,,,,,"204:382.7953,676.3651,463.1627,533.8075,362.9749",,,0,,,,,0,0,1,1,1,,,21,21,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,35,3,117,19,1,117,19,1,1,21,15,234.52166748046875,234.52166748046875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,234.52166748046875,234.52166748046875,234.52166748046875,234.52166748046875,0.0,,,,,,,,,,,,,,,,,,,,,"117:256.0998,246.0468,288.4288,343.7429,234.5217",,,0,,,,,0,0,1,1,1,,,14,14,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,35,5,40,16,1,40,16,1,1,31,5,239.95797729492188,239.95797729492188,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,239.95797729492188,239.95797729492188,239.95797729492188,239.95797729492188,0.0,,,,,,,,,,,,,,,,,,,,,"40:279.8148,249.1620,215.0527,200.0025,239.9580",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,35,6,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,31,5,156.81015014648438,240.12474060058594,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,165.26077270507812,193.29574046415442,188.66629028320312,240.12474060058594,18.739717632382977,,,,,,,,,,,,,,,,,,,,,"178:213.5842,191.3334,189.2298,223.1132,196.1103|96:238.5212,188.1038,176.3244,179.7299,172.0938|176:201.7054,188.2879,207.2491,192.3498,183.1838|19:188.7708,178.8395,180.3600,173.5159,178.8146|174:182.2936,191.2168,224.8843,196.3555,190.2211|175:186.0743,201.4525,203.4981,191.3717,180.5399|172:191.8098,204.8934,193.5528,196.8210,187.2268|95:186.5260,179.5588,183.1192,198.5169,186.8990|101:218.8745,191.0096,207.4792,182.8837,190.6855|103:203.0324,189.3767,192.7236,189.6492,188.6663|22:188.3531,170.3967,211.7379,180.8977,165.2608|29:270.8362,178.8673,222.6971,175.6633,178.0368|8:178.8177,187.5135,191.8401,184.0786,215.5343|166:207.3220,191.0379,199.8135,202.1487,224.1583|10:188.8891,187.2823,188.0075,188.6015,207.7201|2:227.7142,229.1014,227.2075,246.0290,240.1247|38:252.7775,216.9160,233.5577,286.1027,200.7514",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,36,1,204,18,1,204,18,1,1,14,23,348.5331115722656,348.5331115722656,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,348.5331115722656,348.5331115722656,348.5331115722656,348.5331115722656,0.0,,,,,,,,,,,,,,,,,,,,,"204:676.3651,463.1627,533.8075,362.9749,348.5331",,,0,,,,,0,0,1,1,1,,,22,22,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,36,3,117,19,1,117,19,1,1,21,16,271.2258605957031,271.2258605957031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,271.2258605957031,271.2258605957031,271.2258605957031,271.2258605957031,0.0,,,,,,,,,,,,,,,,,,,,,"117:246.0468,288.4288,343.7429,234.5217,271.2259",,,0,,,,,0,0,1,1,1,,,15,15,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,36,5,40,16,1,40,16,1,1,31,6,247.8997039794922,247.8997039794922,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,247.8997039794922,247.8997039794922,247.8997039794922,247.8997039794922,0.0,,,,,,,,,,,,,,,,,,,,,"40:249.1620,215.0527,200.0025,239.9580,247.8997",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,36,6,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,31,6,157.58523559570312,225.66275024414062,157.31077575683594,264.69386901855466,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,170.42884826660156,192.45164759018843,190.1016387939453,225.66275024414062,14.802804542262963,,,,,,,,,,,,,,,,,,,,,"178:191.3334,189.2298,223.1132,196.1103,212.0364|96:188.1038,176.3244,179.7299,172.0938,186.1298|176:188.2879,207.2491,192.3498,183.1838,187.1600|19:178.8395,180.3600,173.5159,178.8146,170.7269|174:191.2168,224.8843,196.3555,190.2211,191.5231|175:201.4525,203.4981,191.3717,180.5399,182.4707|172:204.8934,193.5528,196.8210,187.2268,186.6262|95:179.5588,183.1192,198.5169,186.8990,190.1464|101:191.0096,207.4792,182.8837,190.6855,190.1016|103:189.3767,192.7236,189.6492,188.6663,188.3085|22:170.3967,211.7379,180.8977,165.2608,195.8053|29:178.8673,222.6971,175.6633,178.0368,217.4152|8:187.5135,191.8401,184.0786,215.5343,178.2406|166:191.0379,199.8135,202.1487,224.1583,207.0939|10:187.2823,188.0075,188.6015,207.7201,170.4288|2:229.1014,227.2075,246.0290,240.1247,225.6628|38:216.9160,233.5577,286.1027,200.7514,191.8019",,,0,,,,,1,1,1,1,1,False,False,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,37,1,204,18,1,204,18,1,1,14,24,479.529541015625,479.529541015625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,479.529541015625,479.529541015625,479.529541015625,479.529541015625,0.0,,,,,,,,,,,,,,,,,,,,,"204:463.1627,533.8075,362.9749,348.5331,479.5295",,,0,,,,,0,0,1,1,1,,,23,23,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,37,3,117,19,1,117,19,1,1,21,17,313.8782043457031,313.8782043457031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,313.8782043457031,313.8782043457031,313.8782043457031,313.8782043457031,0.0,,,,,,,,,,,,,,,,,,,,,"117:288.4288,343.7429,234.5217,271.2259,313.8782",,,0,,,,,0,0,1,1,1,,,16,16,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,37,5,40,16,1,40,16,1,1,31,7,236.1104736328125,236.1104736328125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,236.1104736328125,236.1104736328125,236.1104736328125,236.1104736328125,0.0,,,,,,,,,,,,,,,,,,,,,"40:215.0527,200.0025,239.9580,247.8997,236.1105",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,37,6,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|38,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,31,7,161.19314575195312,236.68849182128906,157.31750869750977,255.4804458618164,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,170.9454345703125,189.88322269215303,184.12689208984375,236.68849182128906,15.103622643193711,,,,,,,,,,,,,,,,,,,,,"178:189.2298,223.1132,196.1103,212.0364,180.9184|96:176.3244,179.7299,172.0938,186.1298,179.3099|176:207.2491,192.3498,183.1838,187.1600,188.8043|19:180.3600,173.5159,178.8146,170.7269,180.1794|174:224.8843,196.3555,190.2211,191.5231,209.8028|175:203.4981,191.3717,180.5399,182.4707,202.5907|172:193.5528,196.8210,187.2268,186.6262,182.5292|95:183.1192,198.5169,186.8990,190.1464,178.8478|101:207.4792,182.8837,190.6855,190.1016,184.1269|103:192.7236,189.6492,188.6663,188.3085,181.2177|22:211.7379,180.8977,165.2608,195.8053,170.9454|29:222.6971,175.6633,178.0368,217.4152,182.5710|8:191.8401,184.0786,215.5343,178.2406,186.8341|166:199.8135,202.1487,224.1583,207.0939,236.6885|10:188.0075,188.6015,207.7201,170.4288,187.7138|2:227.2075,246.0290,240.1247,225.6628,200.3216|38:233.5577,286.1027,200.7514,191.8019,194.6132",,,0,,,,,1,1,1,1,1,False,False,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,38,1,204,18,1,204,18,1,1,14,25,456.5532531738281,456.5532531738281,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,456.5532531738281,456.5532531738281,456.5532531738281,456.5532531738281,0.0,,,,,,,,,,,,,,,,,,,,,"204:533.8075,362.9749,348.5331,479.5295,456.5533",,,0,,,,,0,0,1,1,1,,,24,24,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0,38,3,117,19,1,117,19,1,1,21,18,298.0666809082031,298.0666809082031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,298.0666809082031,298.0666809082031,298.0666809082031,298.0666809082031,0.0,,,,,,,,,,,,,,,,,,,,,"117:343.7429,234.5217,271.2259,313.8782,298.0667",,,0,,,,,0,0,1,1,1,,,17,17,2,1
