subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,1,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,1,154.52793884277344,163.4095001220703,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,148.05804443359375,155.26774215698242,155.4698028564453,163.4095001220703,6.344435890863758,,,,,,,,,,,,,,,,,,,,,178:162.7505|96:155.4638|176:162.9388|19:148.2822|174:162.9641|175:162.7231|172:163.2079|95:155.7339|101:155.4758|103:156.0342|22:148.2944|29:148.1082|8:148.6591|166:163.4095|10:148.0580|2:148.2354|40:148.2872|38:148.4930|204:162.7988|117:155.4369,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,2,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,2,154.46859741210938,163.03598022460938,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,147.6887969970703,155.09881362915038,155.31230926513672,163.03598022460938,6.267186491353051,,,,,,,,,,,,,,,,,,,,,"178:162.7505,162.5757|96:155.4638,155.2441|176:162.9388,162.6106|19:148.2822,147.6888|174:162.9641,162.4100|175:162.7231,162.6187|172:163.2079,162.5687|95:155.7339,156.2809|101:155.4758,155.3805|103:156.0342,155.0718|22:148.2944,148.0350|29:148.1082,148.7846|8:148.6591,148.6664|166:163.4095,162.6947|10:148.0580,148.1015|2:148.2354,148.0893|40:148.2872,148.1469|38:148.4930,147.9013|204:162.7988,163.0360|117:155.4369,156.0707",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,3,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,3,157.82998657226562,168.02001953125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,149.3130340576172,159.0623352050781,159.27568817138672,168.02001953125,6.976688561494354,,,,,,,,,,,,,,,,,,,,,"178:162.7505,162.5757,166.8772|96:155.4638,155.2441,158.7071|176:162.9388,162.6106,166.7694|19:148.2822,147.6888,152.4374|174:162.9641,162.4100,167.4098|175:162.7231,162.6187,166.3419|172:163.2079,162.5687,165.1960|95:155.7339,156.2809,159.9603|101:155.4758,155.3805,157.3325|103:156.0342,155.0718,159.8442|22:148.2944,148.0350,154.9019|29:148.1082,148.7846,151.4662|8:148.6591,148.6664,149.3130|166:163.4095,162.6947,165.3691|10:148.0580,148.1015,150.0686|2:148.2354,148.0893,149.9075|40:148.2872,148.1469,150.2144|38:148.4930,147.9013,153.2482|204:162.7988,163.0360,167.8616|117:155.4369,156.0707,168.0200",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,4,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,4,164.0999298095703,233.65391540527344,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,152.7932586669922,168.21292037963866,162.32610321044922,233.65391540527344,17.9376965720037,,,,,,,,,,,,,,,,,,,,,"178:162.7505,162.5757,166.8772,172.4088|96:155.4638,155.2441,158.7071,162.4565|176:162.9388,162.6106,166.7694,181.3894|19:148.2822,147.6888,152.4374,162.1957|174:162.9641,162.4100,167.4098,171.1428|175:162.7231,162.6187,166.3419,171.1674|172:163.2079,162.5687,165.1960,192.2536|95:155.7339,156.2809,159.9603,161.9724|101:155.4758,155.3805,157.3325,161.5674|103:156.0342,155.0718,159.8442,170.8647|22:148.2944,148.0350,154.9019,156.3078|29:148.1082,148.7846,151.4662,154.5890|8:148.6591,148.6664,149.3130,152.7933|166:163.4095,162.6947,165.3691,168.0628|10:148.0580,148.1015,150.0686,153.9179|2:148.2354,148.0893,149.9075,154.5764|40:148.2872,148.1469,150.2144,157.4938|38:148.4930,147.9013,153.2482,156.5540|204:162.7988,163.0360,167.8616,233.6539|117:155.4369,156.0707,168.0200,168.8909",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,5,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,5,166.79791259765625,200.18887329101562,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,151.38697814941406,171.78264999389648,171.81534576416016,200.18887329101562,11.070276051400931,,,,,,,,,,,,,,,,,,,,,"178:162.7505,162.5757,166.8772,172.4088,186.2788|96:155.4638,155.2441,158.7071,162.4565,172.2649|176:162.9388,162.6106,166.7694,181.3894,186.9103|19:148.2822,147.6888,152.4374,162.1957,163.0854|174:162.9641,162.4100,167.4098,171.1428,179.5788|175:162.7231,162.6187,166.3419,171.1674,176.6829|172:163.2079,162.5687,165.1960,192.2536,171.8030|95:155.7339,156.2809,159.9603,161.9724,171.8277|101:155.4758,155.3805,157.3325,161.5674,178.3704|103:156.0342,155.0718,159.8442,170.8647,167.5422|22:148.2944,148.0350,154.9019,156.3078,167.9793|29:148.1082,148.7846,151.4662,154.5890,169.2147|8:148.6591,148.6664,149.3130,152.7933,151.3870|166:163.4095,162.6947,165.3691,168.0628,168.7228|10:148.0580,148.1015,150.0686,153.9179,159.6943|2:148.2354,148.0893,149.9075,154.5764,153.2754|40:148.2872,148.1469,150.2144,157.4938,172.4082|38:148.4930,147.9013,153.2482,156.5540,165.0665|204:162.7988,163.0360,167.8616,233.6539,200.1889|117:155.4369,156.0707,168.0200,168.8909,173.3716",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,6,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,6,166.32272338867188,197.99356079101562,154.52793884277344,193.7551025390625,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,157.31004333496094,173.44706954956055,175.26648712158203,197.99356079101562,11.28978711154535,,,,,,,,,,,,,,,,,,,,,"178:162.5757,166.8772,172.4088,186.2788,176.3987|96:155.2441,158.7071,162.4565,172.2649,179.2667|176:162.6106,166.7694,181.3894,186.9103,174.9558|19:147.6888,152.4374,162.1957,163.0854,160.2610|174:162.4100,167.4098,171.1428,179.5788,170.7366|175:162.6187,166.3419,171.1674,176.6829,178.1576|172:162.5687,165.1960,192.2536,171.8030,182.3438|95:156.2809,159.9603,161.9724,171.8277,173.8607|101:155.3805,157.3325,161.5674,178.3704,175.5772|103:155.0718,159.8442,170.8647,167.5422,169.8217|22:148.0350,154.9019,156.3078,167.9793,159.1916|29:148.7846,151.4662,154.5890,169.2147,159.5070|8:148.6664,149.3130,152.7933,151.3870,157.3100|166:162.6947,165.3691,168.0628,168.7228,175.8537|10:148.1015,150.0686,153.9179,159.6943,163.0546|2:148.0893,149.9075,154.5764,153.2754,159.9014|40:148.1469,150.2144,157.4938,172.4082,197.6638|38:147.9013,153.2482,156.5540,165.0665,176.5719|204:163.0360,167.8616,233.6539,200.1889,197.9936|117:156.0707,168.0200,168.8909,173.3716,180.5141",,,0,,,,,1,1,1,1,1,False,True,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,7,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,7,171.4887237548828,205.72996520996094,155.35345077514648,199.09121704101562,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,156.28353881835938,181.99275741577148,186.1681900024414,205.72996520996094,13.602996188870161,,,,,,,,,,,,,,,,,,,,,"178:166.8772,172.4088,186.2788,176.3987,184.0758|96:158.7071,162.4565,172.2649,179.2667,165.4726|176:166.7694,181.3894,186.9103,174.9558,199.8232|19:152.4374,162.1957,163.0854,160.2610,184.8943|174:167.4098,171.1428,179.5788,170.7366,191.8762|175:166.3419,171.1674,176.6829,178.1576,188.1264|172:165.1960,192.2536,171.8030,182.3438,187.4421|95:159.9603,161.9724,171.8277,173.8607,191.0004|101:157.3325,161.5674,178.3704,175.5772,205.7300|103:159.8442,170.8647,167.5422,169.8217,188.9749|22:154.9019,156.3078,167.9793,159.1916,174.4763|29:151.4662,154.5890,169.2147,159.5070,166.6922|8:149.3130,152.7933,151.3870,157.3100,156.2835|166:165.3691,168.0628,168.7228,175.8537,177.2550|10:150.0686,153.9179,159.6943,163.0546,162.2224|2:149.9075,154.5764,153.2754,159.9014,159.0049|40:150.2144,157.4938,172.4082,197.6638,189.5292|38:153.2482,156.5540,165.0665,176.5719,180.4115|204:167.8616,233.6539,200.1889,197.9936,197.2424|117:168.0200,168.8909,173.3716,180.5141,189.3218",,,0,,,,,1,1,1,1,1,False,True,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,8,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,8,172.73678588867188,250.4521942138672,156.17896270751953,201.29709167480468,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,159.74559020996094,189.9123519897461,183.1518783569336,250.4521942138672,23.748351250080844,,,,,,,,,,,,,,,,,,,,,"178:172.4088,186.2788,176.3987,184.0758,177.3758|96:162.4565,172.2649,179.2667,165.4726,198.4900|176:181.3894,186.9103,174.9558,199.8232,184.9825|19:162.1957,163.0854,160.2610,184.8943,168.7172|174:171.1428,179.5788,170.7366,191.8762,181.3213|175:171.1674,176.6829,178.1576,188.1264,225.4662|172:192.2536,171.8030,182.3438,187.4421,210.1851|95:161.9724,171.8277,173.8607,191.0004,179.6638|101:161.5674,178.3704,175.5772,205.7300,175.5462|103:170.8647,167.5422,169.8217,188.9749,187.3345|22:156.3078,167.9793,159.1916,174.4763,188.4744|29:154.5890,169.2147,159.5070,166.6922,172.2079|8:152.7933,151.3870,157.3100,156.2835,174.0888|166:168.0628,168.7228,175.8537,177.2550,176.8354|10:153.9179,159.6943,163.0546,162.2224,160.9458|2:154.5764,153.2754,159.9014,159.0049,159.7456|40:157.4938,172.4082,197.6638,189.5292,187.9995|38:156.5540,165.0665,176.5719,180.4115,250.4522|204:233.6539,200.1889,197.9936,197.2424,201.3562|117:168.8909,173.3716,180.5141,189.3218,237.0587",,,0,,,,,1,1,1,1,1,False,True,7,7,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,9,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,9,167.13031005859375,255.50054931640625,157.00447463989258,205.1758560180664,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,160.45669555664062,192.82720184326172,186.5510482788086,255.50054931640625,25.647208147454602,,,,,,,,,,,,,,,,,,,,,"178:186.2788,176.3987,184.0758,177.3758,188.8734|96:172.2649,179.2667,165.4726,198.4900,184.2287|176:186.9103,174.9558,199.8232,184.9825,182.0202|19:163.0854,160.2610,184.8943,168.7172,166.1535|174:179.5788,170.7366,191.8762,181.3213,191.3614|175:176.6829,178.1576,188.1264,225.4662,218.6388|172:171.8030,182.3438,187.4421,210.1851,176.3438|95:171.8277,173.8607,191.0004,179.6638,172.9373|101:178.3704,175.5772,205.7300,175.5462,180.8937|103:167.5422,169.8217,188.9749,187.3345,190.7088|22:167.9793,159.1916,174.4763,188.4744,172.0387|29:169.2147,159.5070,166.6922,172.2079,201.4205|8:151.3870,157.3100,156.2835,174.0888,160.4567|166:168.7228,175.8537,177.2550,176.8354,182.3637|10:159.6943,163.0546,162.2224,160.9458,167.9356|2:153.2754,159.9014,159.0049,159.7456,193.8922|40:172.4082,197.6638,189.5292,187.9995,255.5005|38:165.0665,176.5719,180.4115,250.4522,190.1197|204:200.1889,197.9936,197.2424,201.3562,236.9319|117:173.3716,180.5141,189.3218,237.0587,243.7249",,,0,,,,,1,1,1,1,1,False,True,8,8,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,2,10,0,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19,20,1,1,10,162.49839782714844,230.59658813476562,157.82998657226562,222.48433532714841,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,20,162.625244140625,189.00687637329102,183.69306182861328,230.59658813476562,15.828427049478508,,,,,,,,,,,,,,,,,,,,,"178:176.3987,184.0758,177.3758,188.8734,181.7801|96:179.2667,165.4726,198.4900,184.2287,179.3263|176:174.9558,199.8232,184.9825,182.0202,182.1200|19:160.2610,184.8943,168.7172,166.1535,177.6150|174:170.7366,191.8762,181.3213,191.3614,180.7052|175:178.1576,188.1264,225.4662,218.6388,180.6901|172:182.3438,187.4421,210.1851,176.3438,187.5579|95:173.8607,191.0004,179.6638,172.9373,187.4140|101:175.5772,205.7300,175.5462,180.8937,185.2661|103:169.8217,188.9749,187.3345,190.7088,179.4427|22:159.1916,174.4763,188.4744,172.0387,230.5966|29:159.5070,166.6922,172.2079,201.4205,193.1422|8:157.3100,156.2835,174.0888,160.4567,175.4727|166:175.8537,177.2550,176.8354,182.3637,188.0362|10:163.0546,162.2224,160.9458,167.9356,162.6252|2:159.9014,159.0049,159.7456,193.8922,175.9208|40:197.6638,189.5292,187.9995,255.5005,200.0861|38:176.5719,180.4115,250.4522,190.1197,218.1637|204:197.9936,197.2424,201.3562,236.9319,209.7845|117:180.5141,189.3218,237.0587,243.7249,204.3923",,,0,,,,,1,1,1,1,1,False,True,9,9,2,1
