run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
local,local,,,2,300,data_4000_4_9_chordal,train_epoch,train,,,1,0.8026034708023071,,,,,,,,4000,,,,,,,,,,,
local,local,,,2,300,data_4000_4_9_chordal,val_epoch,val,,,1,,0.7023040204048157,0.72085,0.4207499921321869,0.5718886588451806,0.564623236656189,0.564623236656189,0.564623236656189,4000,,,,,,,,,,,
local,local,,,2,300,data_4000_4_9_chordal,val_epoch_task,val,cycle2,,1,,,,,,,,,4000,423.0,1022.0,2555.0,0.0,0.2927335640138408,1.0,0.4528907835483551,0.4528907835483551,0.4528907835483551,423.0,0.10575000196695328
local,local,,,2,300,data_4000_4_9_chordal,val_epoch_task,val,cycle3,,1,,,,,,,,,4000,585.0,872.0,2543.0,0.0,0.40150995195607414,1.0,0.5729676485061646,0.5729676485061646,0.5729676485061646,585.0,0.14624999463558197
local,local,,,2,300,data_4000_4_9_chordal,val_epoch_task,val,cycle4,,1,,,,,,,,,4000,788.0,900.0,2312.0,0.0,0.466824644549763,1.0,0.6365104913711548,0.6365104913711548,0.6365104913711548,788.0,0.19699999690055847
local,local,,,2,300,data_4000_4_9_chordal,val_epoch_task,val,cycle5,,1,,,,,,,,,4000,894.0,1485.0,1619.0,2.0,0.37578814627994955,0.9977678571428571,0.545954167842865,0.545954167842865,0.545954167842865,896.0,0.2240000069141388
local,local,,,2,300,data_4000_4_9_chordal,val_epoch_task,val,cycle6,,1,,,,,,,,,4000,1039.0,1269.0,1659.0,33.0,0.45017331022530327,0.9692164179104478,0.6147928833961487,0.6147928833961487,0.6147928833961487,1072.0,0.2680000066757202
local,local,,,2,300,data_4000_4_9_chordal,train_epoch,train,,,2,0.4668684531450272,,,,,,,,4000,,,,,,,,,,,
local,local,,,2,300,data_4000_4_9_chordal,val_epoch,val,,,2,,0.32113141679763796,0.89365,0.6424999833106995,0.7680732744520772,0.8102361559867859,0.8102361559867859,0.8102361559867859,4000,,,,,,,,,,,
local,local,,,2,300,data_4000_4_9_chordal,val_epoch_task,val,cycle2,,2,,,,,,,,,4000,408.0,19.0,3558.0,15.0,0.955503512880562,0.9645390070921985,0.9600000381469727,0.9600000381469727,0.9600000381469727,423.0,0.10575000196695328
