subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,36,1,153,16,1,153,16,1,1,16,21,390.7163391113281,390.7163391113281,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,390.7163391113281,390.7163391113281,390.7163391113281,390.7163391113281,0.0,,,,,,,,,,,,,,,,,,,,,"153:459.4260,472.9541,378.1246,387.1366,390.7163",,,0,,,,,0,0,1,1,1,,,20,20,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,36,3,159,19,1,159,19,1,1,24,13,331.11798095703125,331.11798095703125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,331.11798095703125,331.11798095703125,331.11798095703125,331.11798095703125,0.0,,,,,,,,,,,,,,,,,,,,,"159:343.4456,297.2176,374.6089,242.5342,331.1180",,,0,,,,,0,0,1,1,1,,,12,12,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,36,5,219,18,1,219,18,1,1,36,1,224.46791076660156,224.46791076660156,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,224.46791076660156,224.46791076660156,224.46791076660156,224.46791076660156,0.0,,,,,,,,,,,,,,,,,,,,,219:224.4679,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,36,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,36,1,158.67184448242188,366.9593811035156,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,169.9314422607422,218.69555574304917,206.18128967285156,366.9593811035156,44.92225862573838,,,,,,,,,,,,,,,,,,,,,178:245.2624|96:176.2681|17:174.4500|18:169.9314|171:222.9839|169:188.9881|91:191.3191|11:223.8493|192:202.2579|33:217.6599|111:188.4733|196:254.4480|2:206.1813|162:239.8968|82:206.1395|3:242.7560|68:366.9594,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,37,1,153,16,1,153,16,1,1,16,22,514.0721435546875,514.0721435546875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,514.0721435546875,514.0721435546875,514.0721435546875,514.0721435546875,0.0,,,,,,,,,,,,,,,,,,,,,"153:472.9541,378.1246,387.1366,390.7163,514.0721",,,0,,,,,0,0,1,1,1,,,21,21,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,37,3,159,19,1,159,19,1,1,24,14,317.1188659667969,317.1188659667969,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,317.1188659667969,317.1188659667969,317.1188659667969,317.1188659667969,0.0,,,,,,,,,,,,,,,,,,,,,"159:297.2176,374.6089,242.5342,331.1180,317.1189",,,0,,,,,0,0,1,1,1,,,13,13,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,37,5,219,18,1,219,18,1,1,36,2,269.93841552734375,269.93841552734375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,269.93841552734375,269.93841552734375,269.93841552734375,269.93841552734375,0.0,,,,,,,,,,,,,,,,,,,,,"219:224.4679,269.9384",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,37,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,36,2,156.71739196777344,324.0171813964844,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,168.46888732910156,214.13929748535156,202.32083129882812,324.0171813964844,38.566411914736015,,,,,,,,,,,,,,,,,,,,,"178:245.2624,205.5924|96:176.2681,183.1005|17:174.4500,173.1868|18:169.9314,168.4689|171:222.9839,182.5945|169:188.9881,194.1286|91:191.3191,192.6444|11:223.8493,215.6018|192:202.2579,221.6385|33:217.6599,186.3749|111:188.4733,226.9592|196:254.4480,268.6489|2:206.1813,202.3208|162:239.8968,252.6254|82:206.1395,200.3897|3:242.7560,242.0755|68:366.9594,324.0172",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,38,1,153,16,1,153,16,1,1,16,23,377.91485595703125,377.91485595703125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,377.91485595703125,377.91485595703125,377.91485595703125,377.91485595703125,0.0,,,,,,,,,,,,,,,,,,,,,"153:378.1246,387.1366,390.7163,514.0721,377.9149",,,0,,,,,0,0,1,1,1,,,22,22,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,38,3,159,19,1,159,19,1,1,24,15,369.2384338378906,369.2384338378906,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,369.2384338378906,369.2384338378906,369.2384338378906,369.2384338378906,0.0,,,,,,,,,,,,,,,,,,,,,"159:374.6089,242.5342,331.1180,317.1189,369.2384",,,0,,,,,0,0,1,1,1,,,14,14,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,38,5,219,18,1,219,18,1,1,36,3,289.12347412109375,289.12347412109375,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,289.12347412109375,289.12347412109375,289.12347412109375,289.12347412109375,0.0,,,,,,,,,,,,,,,,,,,,,"219:224.4679,269.9384,289.1235",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,38,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,36,3,159.05191040039062,278.0201721191406,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,172.07809448242188,211.19225804946,211.82553100585938,278.0201721191406,26.077843846935387,,,,,,,,,,,,,,,,,,,,,"178:245.2624,205.5924,185.4936|96:176.2681,183.1005,183.4143|17:174.4500,173.1868,212.5151|18:169.9314,168.4689,172.0781|171:222.9839,182.5945,199.9657|169:188.9881,194.1286,197.0714|91:191.3191,192.6444,190.8710|11:223.8493,215.6018,204.0374|192:202.2579,221.6385,228.8446|33:217.6599,186.3749,220.0610|111:188.4733,226.9592,190.5274|196:254.4480,268.6489,219.9908|2:206.1813,202.3208,212.2157|162:239.8968,252.6254,258.8137|82:206.1395,200.3897,224.5230|3:242.7560,242.0755,211.8255|68:366.9594,324.0172,278.0202",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,39,1,153,16,1,153,16,1,1,16,24,619.3616333007812,619.3616333007812,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,619.3616333007812,619.3616333007812,619.3616333007812,619.3616333007812,0.0,,,,,,,,,,,,,,,,,,,,,"153:387.1366,390.7163,514.0721,377.9149,619.3616",,,0,,,,,0,0,1,1,1,,,23,23,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,39,3,159,19,1,159,19,1,1,24,16,411.98944091796875,411.98944091796875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,411.98944091796875,411.98944091796875,411.98944091796875,411.98944091796875,0.0,,,,,,,,,,,,,,,,,,,,,"159:242.5342,331.1180,317.1189,369.2384,411.9894",,,0,,,,,0,0,1,1,1,,,15,15,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,39,5,219,18,1,219,18,1,1,36,4,279.8337097167969,279.8337097167969,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,279.8337097167969,279.8337097167969,279.8337097167969,279.8337097167969,0.0,,,,,,,,,,,,,,,,,,,,,"219:224.4679,269.9384,289.1235,279.8337",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,39,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,36,4,155.68838500976562,280.6323547363281,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,169.4261016845703,205.9246269674862,196.0923614501953,280.6323547363281,28.126616145046526,,,,,,,,,,,,,,,,,,,,,"178:245.2624,205.5924,185.4936,184.4101|96:176.2681,183.1005,183.4143,176.9369|17:174.4500,173.1868,212.5151,184.0679|18:169.9314,168.4689,172.0781,184.1203|171:222.9839,182.5945,199.9657,191.8677|169:188.9881,194.1286,197.0714,196.0924|91:191.3191,192.6444,190.8710,179.9958|11:223.8493,215.6018,204.0374,169.4261|192:202.2579,221.6385,228.8446,247.5368|33:217.6599,186.3749,220.0610,221.7966|111:188.4733,226.9592,190.5274,189.1380|196:254.4480,268.6489,219.9908,215.8176|2:206.1813,202.3208,212.2157,213.6589|162:239.8968,252.6254,258.8137,230.5911|82:206.1395,200.3897,224.5230,214.0252|3:242.7560,242.0755,211.8255,220.6049|68:366.9594,324.0172,278.0202,280.6324",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,40,1,153,16,1,153,16,1,1,16,25,621.4072265625,621.4072265625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,621.4072265625,621.4072265625,621.4072265625,621.4072265625,0.0,,,,,,,,,,,,,,,,,,,,,"153:390.7163,514.0721,377.9149,619.3616,621.4072",,,0,,,,,0,0,1,1,1,,,24,24,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,40,3,159,19,1,159,19,1,1,24,17,462.0137023925781,462.0137023925781,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,462.0137023925781,462.0137023925781,462.0137023925781,462.0137023925781,0.0,,,,,,,,,,,,,,,,,,,,,"159:331.1180,317.1189,369.2384,411.9894,462.0137",,,0,,,,,0,0,1,1,1,,,16,16,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,40,5,219,18,1,219,18,1,1,36,5,219.3389129638672,219.3389129638672,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,219.3389129638672,219.3389129638672,219.3389129638672,219.3389129638672,0.0,,,,,,,,,,,,,,,,,,,,,"219:224.4679,269.9384,289.1235,279.8337,219.3389",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,40,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,36,5,157.30416870117188,298.04376220703125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,174.55201721191406,209.01585657456343,193.2421417236328,298.04376220703125,33.83562655719616,,,,,,,,,,,,,,,,,,,,,"178:245.2624,205.5924,185.4936,184.4101,200.7975|96:176.2681,183.1005,183.4143,176.9369,175.7886|17:174.4500,173.1868,212.5151,184.0679,174.5520|18:169.9314,168.4689,172.0781,184.1203,179.7921|171:222.9839,182.5945,199.9657,191.8677,183.4678|169:188.9881,194.1286,197.0714,196.0924,189.5190|91:191.3191,192.6444,190.8710,179.9958,181.6529|11:223.8493,215.6018,204.0374,169.4261,186.5224|192:202.2579,221.6385,228.8446,247.5368,238.0751|33:217.6599,186.3749,220.0610,221.7966,184.8062|111:188.4733,226.9592,190.5274,189.1380,193.2421|196:254.4480,268.6489,219.9908,215.8176,210.2478|2:206.1813,202.3208,212.2157,213.6589,233.0753|162:239.8968,252.6254,258.8137,230.5911,252.6060|82:206.1395,200.3897,224.5230,214.0252,220.2331|3:242.7560,242.0755,211.8255,220.6049,250.8479|68:366.9594,324.0172,278.0202,280.6324,298.0438",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,41,1,153,16,1,153,16,1,1,16,26,455.2678527832031,455.2678527832031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,455.2678527832031,455.2678527832031,455.2678527832031,455.2678527832031,0.0,,,,,,,,,,,,,,,,,,,,,"153:514.0721,377.9149,619.3616,621.4072,455.2679",,,0,,,,,0,0,1,1,1,,,25,25,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,41,3,159,19,1,159,19,1,1,24,18,432.8401184082031,432.8401184082031,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,432.8401184082031,432.8401184082031,432.8401184082031,432.8401184082031,0.0,,,,,,,,,,,,,,,,,,,,,"159:317.1189,369.2384,411.9894,462.0137,432.8401",,,0,,,,,0,0,1,1,1,,,17,17,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,41,5,219,18,1,219,18,1,1,36,6,254.6290740966797,254.6290740966797,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,254.6290740966797,254.6290740966797,254.6290740966797,254.6290740966797,0.0,,,,,,,,,,,,,,,,,,,,,"219:269.9384,289.1235,279.8337,219.3389,254.6291",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,41,6,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|68,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|17,17,1,36,6,158.14022827148438,306.1309509277344,156.71739196777344,318.82249755859374,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,17,169.25978088378906,211.14228910558364,200.39222717285156,306.1309509277344,34.84518702417574,,,,,,,,,,,,,,,,,,,,,"178:205.5924,185.4936,184.4101,200.7975,189.3111|96:183.1005,183.4143,176.9369,175.7886,189.0322|17:173.1868,212.5151,184.0679,174.5520,169.2598|18:168.4689,172.0781,184.1203,179.7921,176.7636|171:182.5945,199.9657,191.8677,183.4678,185.5114|169:194.1286,197.0714,196.0924,189.5190,200.0417|91:192.6444,190.8710,179.9958,181.6529,182.4617|11:215.6018,204.0374,169.4261,186.5224,206.4044|192:221.6385,228.8446,247.5368,238.0751,212.4303|33:186.3749,220.0610,221.7966,184.8062,181.1760|111:226.9592,190.5274,189.1380,193.2421,200.3922|196:268.6489,219.9908,215.8176,210.2478,212.6986|2:202.3208,212.2157,213.6589,233.0753,242.4039|162:252.6254,258.8137,230.5911,252.6060,265.3493|82:200.3897,224.5230,214.0252,220.2331,237.9828|3:242.0755,211.8255,220.6049,250.8479,232.0691|68:324.0172,278.0202,280.6324,298.0438,306.1310",,,0,,,,,1,1,1,1,1,False,False,5,5,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,42,1,153,16,1,153,16,1,1,16,27,562.7894897460938,562.7894897460938,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,562.7894897460938,562.7894897460938,562.7894897460938,562.7894897460938,0.0,,,,,,,,,,,,,,,,,,,,,"153:377.9149,619.3616,621.4072,455.2679,562.7895",,,0,,,,,0,0,1,1,1,,,26,26,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,42,3,159,19,1,159,19,1,1,24,19,446.77496337890625,446.77496337890625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,446.77496337890625,446.77496337890625,446.77496337890625,446.77496337890625,0.0,,,,,,,,,,,,,,,,,,,,,"159:369.2384,411.9894,462.0137,432.8401,446.7750",,,0,,,,,0,0,1,1,1,,,18,18,2,1
178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,178|96|17|18|171|169|91|11|192|33|111|196|2|162|82|3|153|68|219|159,0,42,5,219,18,1,219,18,1,1,36,7,268.2159423828125,268.2159423828125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,268.2159423828125,268.2159423828125,268.2159423828125,268.2159423828125,0.0,,,,,,,,,,,,,,,,,,,,,"219:289.1235,279.8337,219.3389,254.6291,268.2159",,,0,,,,,0,0,1,1,1,,,6,6,2,1
