run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,1,1.0444036135673522,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,1,,2.0687717180252077,0.4577,0.33000001311302185,0.21371610845295055,0.2112460881471634,0.2112460881471634,0.2112460881471634,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,1,,,,,,,,,2000,82.0,1086.0,832.0,0.0,0.0702054794520548,1.0,0.13120000064373016,0.13120000064373016,0.13120000064373016,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,1,,,,,,,,,2000,128.0,1109.0,763.0,0.0,0.10347615198059822,1.0,0.1875457912683487,0.1875457912683487,0.1875457912683487,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,1,,,,,,,,,2000,157.0,1047.0,796.0,0.0,0.1303986710963455,1.0,0.23071272671222687,0.23071272671222687,0.23071272671222687,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,1,,,,,,,,,2000,187.0,1116.0,697.0,0.0,0.1435149654643131,1.0,0.25100669264793396,0.25100669264793396,0.25100669264793396,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,1,,,,,,,,,2000,183.0,1065.0,752.0,0.0,0.1466346153846154,1.0,0.2557651996612549,0.2557651996612549,0.2557651996612549,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,2,0.6930327935218811,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,2,,0.8421764256954193,0.7461,0.6570000052452087,0.35246110686049476,0.3490786850452423,0.3490786850452423,0.3490786850452423,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,2,,,,,,,,,2000,82.0,551.0,1367.0,0.0,0.12954186413902052,1.0,0.2293706238269806,0.2293706238269806,0.2293706238269806,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,2,,,,,,,,,2000,128.0,494.0,1378.0,0.0,0.2057877813504823,1.0,0.3413333296775818,0.3413333296775818,0.3413333296775818,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,2,,,,,,,,,2000,151.0,494.0,1349.0,6.0,0.23410852713178296,0.9617834394904459,0.3765586018562317,0.3765586018562317,0.3765586018562317,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,2,,,,,,,,,2000,163.0,481.0,1332.0,24.0,0.2531055900621118,0.8716577540106952,0.3922984302043915,0.3922984302043915,0.3922984302043915,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,2,,,,,,,,,2000,167.0,473.0,1344.0,16.0,0.2609375,0.912568306010929,0.40583235025405884,0.40583235025405884,0.40583235025405884,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,3,0.5773145062923432,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,3,,0.8225248802304268,0.862,0.7465000152587891,0.4638694638694638,0.45911771059036255,0.45911771059036255,0.45911771059036255,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,3,,,,,,,,,2000,73.0,276.0,1642.0,9.0,0.20916905444126074,0.8902439024390244,0.3387471139431,0.3387471139431,0.3387471139431,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,3,,,,,,,,,2000,117.0,238.0,1634.0,11.0,0.3295774647887324,0.9140625,0.4844720959663391,0.4844720959663391,0.4844720959663391,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,3,,,,,,,,,2000,143.0,241.0,1602.0,14.0,0.3723958333333333,0.910828025477707,0.5286506414413452,0.5286506414413452,0.5286506414413452,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,3,,,,,,,,,2000,132.0,238.0,1575.0,55.0,0.3567567567567568,0.7058823529411765,0.47396770119667053,0.47396770119667053,0.47396770119667053,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,3,,,,,,,,,2000,132.0,247.0,1570.0,51.0,0.3482849604221636,0.7213114754098361,0.46975088119506836,0.46975088119506836,0.46975088119506836,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,4,0.5102719724178314,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,4,,0.6127976245880127,0.8178,0.715499997138977,0.43098063710181134,0.4258694052696228,0.4258694052696228,0.4258694052696228,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,4,,,,,,,,,2000,82.0,378.0,1540.0,0.0,0.1782608695652174,1.0,0.3025830388069153,0.3025830388069153,0.3025830388069153,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,4,,,,,,,,,2000,127.0,340.0,1532.0,1.0,0.27194860813704497,0.9921875,0.4268907606601715,0.4268907606601715,0.4268907606601715,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,4,,,,,,,,,2000,157.0,344.0,1499.0,0.0,0.313373253493014,1.0,0.4772036373615265,0.4772036373615265,0.4772036373615265,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,4,,,,,,,,,2000,169.0,330.0,1483.0,18.0,0.33867735470941884,0.9037433155080213,0.4927113652229309,0.4927113652229309,0.4927113652229309,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,4,,,,,,,,,2000,155.0,383.0,1434.0,28.0,0.28810408921933084,0.8469945355191257,0.42995840311050415,0.42995840311050415,0.42995840311050415,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,5,0.437048410654068,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,5,,0.8250879483222961,0.8934,0.7574999928474426,0.5132420091324201,0.5336707830429077,0.5336707830429077,0.5336707830429077,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,5,,,,,,,,,2000,71.0,77.0,1841.0,11.0,0.4797297297297297,0.8658536585365854,0.6173913478851318,0.6173913478851318,0.6173913478851318,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,5,,,,,,,,,2000,111.0,123.0,1749.0,17.0,0.47435897435897434,0.8671875,0.6132596731185913,0.6132596731185913,0.6132596731185913,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,5,,,,,,,,,2000,143.0,196.0,1647.0,14.0,0.4218289085545723,0.910828025477707,0.5766128897666931,0.5766128897666931,0.5766128897666931,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,5,,,,,,,,,2000,117.0,226.0,1587.0,70.0,0.34110787172011664,0.6256684491978609,0.4415094256401062,0.4415094256401062,0.4415094256401062,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,5,,,,,,,,,2000,120.0,269.0,1548.0,63.0,0.30848329048843187,0.6557377049180327,0.4195804297924042,0.4195804297924042,0.4195804297924042,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,6,0.40963007259368894,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,6,,1.0287862329483033,0.9124,0.7684999704360962,0.5624375624375624,0.6048524975776672,0.6048524975776672,0.6048524975776672,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,6,,,,,,,,,2000,82.0,34.0,1884.0,0.0,0.7068965517241379,1.0,0.8282828330993652,0.8282828330993652,0.8282828330993652,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,6,,,,,,,,,2000,106.0,91.0,1781.0,22.0,0.5380710659898477,0.828125,0.6523076891899109,0.6523076891899109,0.6523076891899109,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,6,,,,,,,,,2000,138.0,149.0,1694.0,19.0,0.4808362369337979,0.8789808917197452,0.6216216087341309,0.6216216087341309,0.6216216087341309,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,6,,,,,,,,,2000,117.0,168.0,1645.0,70.0,0.4105263157894737,0.6256684491978609,0.4957627058029175,0.4957627058029175,0.4957627058029175,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,6,,,,,,,,,2000,120.0,260.0,1557.0,63.0,0.3157894736842105,0.6557377049180327,0.4262877404689789,0.4262877404689789,0.4262877404689789,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,7,0.37904618740081786,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,7,,0.7277896935939789,0.8342,0.6324999928474426,0.47028753993610223,0.5239216089248657,0.5239216089248657,0.5239216089248657,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,7,,,,,,,,,2000,81.0,39.0,1879.0,1.0,0.675,0.9878048780487805,0.8019802570343018,0.8019802570343018,0.8019802570343018,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,7,,,,,,,,,2000,128.0,266.0,1606.0,0.0,0.3248730964467005,1.0,0.49042144417762756,0.49042144417762756,0.49042144417762756,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,7,,,,,,,,,2000,157.0,368.0,1475.0,0.0,0.29904761904761906,1.0,0.46041056513786316,0.46041056513786316,0.46041056513786316,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,7,,,,,,,,,2000,187.0,408.0,1405.0,0.0,0.3142857142857143,1.0,0.47826087474823,0.47826087474823,0.47826087474823,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,7,,,,,,,,,2000,183.0,576.0,1241.0,0.0,0.24110671936758893,1.0,0.3885350227355957,0.3885350227355957,0.3885350227355957,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,8,0.37586216735839845,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,8,,0.4471604776382446,0.8448,0.6184999942779541,0.4857521537442015,0.5496277213096619,0.5496277213096619,0.5496277213096619,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,8,,,,,,,,,2000,82.0,41.0,1877.0,0.0,0.6666666666666666,1.0,0.800000011920929,0.800000011920929,0.800000011920929,82.0,0.04100000113248825
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle3,,8,,,,,,,,,2000,128.0,150.0,1722.0,0.0,0.460431654676259,1.0,0.6305418610572815,0.6305418610572815,0.6305418610572815,128.0,0.06400000303983688
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle4,,8,,,,,,,,,2000,157.0,403.0,1440.0,0.0,0.28035714285714286,1.0,0.43793585896492004,0.43793585896492004,0.43793585896492004,157.0,0.07850000262260437
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle5,,8,,,,,,,,,2000,184.0,372.0,1441.0,3.0,0.33093525179856115,0.983957219251337,0.4952893555164337,0.4952893555164337,0.4952893555164337,187.0,0.09350000321865082
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle6,,8,,,,,,,,,2000,182.0,582.0,1235.0,1.0,0.23821989528795812,0.994535519125683,0.38437169790267944,0.38437169790267944,0.38437169790267944,183.0,0.09149999916553497
local,local,,,0,504,data_2000_3_11_chordal,train_epoch,train,,,9,0.34914823246002197,,,,,,,,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch,val,,,9,,0.5474178667068481,0.8777,0.7174999713897705,0.5209557383470427,0.5413558483123779,0.5413558483123779,0.5413558483123779,2000,,,,,,,,,,,
local,local,,,0,504,data_2000_3_11_chordal,val_epoch_task,val,cycle2,,9,,,,,,,,,2000,82.0,127.0,1791.0,0.0,0.3923444976076555,1.0,0.5635738968849182,0.5635738968849182,0.5635738968849182,82.0,0.04100000113248825
