subset_id,subset_clients,seed,round,cluster_id,members,member_indices,cluster_size,selected_members,selected_member_indices,selected_size,full_participation,born_round,cluster_age,mean_update_norm,max_update_norm,eps1,eps2,split_status,split_triggered,split_applied,cut_status,split_rejected_reason,cut_value,left_child_id,right_child_id,child_cluster_ids,left_size,right_size,smaller_child_size,larger_child_size,child_balance_ratio,left_members,right_members,singleton_side,singleton_graph_id,singleton_dataset_id,dtw_dist_mean,dtw_dist_max,all_dtw_n,all_dtw_min,all_dtw_mean,all_dtw_median,all_dtw_max,all_dtw_std,all_aff_n,all_aff_min,all_aff_mean,all_aff_median,all_aff_max,all_aff_std,left_dtw_n,left_dtw_min,left_dtw_mean,left_dtw_median,left_dtw_max,left_dtw_std,right_dtw_n,right_dtw_min,right_dtw_mean,right_dtw_median,right_dtw_max,right_dtw_std,cross_dtw_n,cross_dtw_min,cross_dtw_mean,cross_dtw_median,cross_dtw_max,cross_dtw_std,left_aff_n,left_aff_min,left_aff_mean,left_aff_median,left_aff_max,left_aff_std,right_aff_n,right_aff_min,right_aff_mean,right_aff_median,right_aff_max,right_aff_std,cross_aff_n,cross_aff_min,cross_aff_mean,cross_aff_median,cross_aff_max,cross_aff_std,selected_delta_norm_n,selected_delta_norm_min,selected_delta_norm_mean,selected_delta_norm_median,selected_delta_norm_max,selected_delta_norm_std,member_mean_dtw_text,member_mean_aff_text,member_sum_aff_text,member_max_dtw_text,member_max_dtw_partner_text,member_min_aff_partner_text,global_max_pair_dtw,global_max_pair_dtw_graph_i,global_max_pair_dtw_graph_j,global_max_pair_dtw_member_idx_i,global_max_pair_dtw_member_idx_j,global_min_pair_aff,global_min_pair_aff_graph_i,global_min_pair_aff_graph_j,global_min_pair_aff_member_idx_i,global_min_pair_aff_member_idx_j,peeled_sum_aff,peeled_max_dtw,peeled_max_dtw_partner_graph_id,peeled_in_global_max_pair,selected_grad_tails_text,applied_split_event_idx,pairwise_n_members,pairwise_logged_for_applied_split,pairwise_member_order_json,pairwise_histories_json,pairwise_dtw_json,pairwise_affinity_json,gate_cluster_size_ok,gate_can_form_two_children,gate_full_participation_ok,gate_warmup_ok,gate_history_ok,gate_mean_below_eps1,gate_max_above_eps2,history_len_prev_mean,history_len_prev_max,min_cluster_size,min_child_size
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,17,1,204,18,1,204,18,1,1,17,1,288.65118408203125,288.65118408203125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,288.65118408203125,288.65118408203125,288.65118408203125,288.65118408203125,0.0,,,,,,,,,,,,,,,,,,,,,204:288.6512,,,0,,,,,0,0,1,0,0,,,0,0,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,17,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,1,158.98504638671875,322.47149658203125,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,171.39492797851562,212.2024255049856,200.29562377929688,322.47149658203125,43.42876088867202,,,,,,,,,,,,,,,,,,,,,178:190.5924|96:178.6575|176:184.2986|19:171.3949|174:185.7415|175:200.2956|172:186.9109|95:177.5809|101:205.0710|103:263.0537|22:181.6203|29:219.6766|8:189.3154|166:210.5019|10:235.5535|2:201.9776|40:322.4715|38:322.2117|117:204.9205,,,0,,,,,1,1,1,0,0,,,0,0,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,18,1,204,18,1,204,18,1,1,17,2,230.2136993408203,230.2136993408203,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,230.2136993408203,230.2136993408203,230.2136993408203,230.2136993408203,0.0,,,,,,,,,,,,,,,,,,,,,"204:288.6512,230.2137",,,0,,,,,0,0,1,0,0,,,1,1,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,18,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,2,157.32286071777344,292.8665771484375,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,174.38739013671875,206.4483353464227,196.5971221923828,292.8665771484375,27.146373825579005,,,,,,,,,,,,,,,,,,,,,"178:190.5924,200.3442|96:178.6575,178.4829|176:184.2986,188.4617|19:171.3949,174.3874|174:185.7415,196.5971|175:200.2956,217.1270|172:186.9109,193.3462|95:177.5809,191.2846|101:205.0710,243.8942|103:263.0537,184.9843|22:181.6203,216.2117|29:219.6766,196.2025|8:189.3154,202.0526|166:210.5019,204.2421|10:235.5535,186.8429|2:201.9776,235.4922|40:322.4715,195.5032|38:322.2117,224.1950|117:204.9205,292.8666",,,0,,,,,1,1,1,0,0,,,1,1,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,19,1,204,18,1,204,18,1,1,17,3,303.50665283203125,303.50665283203125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,303.50665283203125,303.50665283203125,303.50665283203125,303.50665283203125,0.0,,,,,,,,,,,,,,,,,,,,,"204:288.6512,230.2137,303.5067",,,0,,,,,0,0,1,0,0,,,2,2,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,19,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,3,157.47325134277344,230.6645050048828,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,166.45135498046875,197.35297915810034,196.38722229003906,230.6645050048828,16.017951480388156,,,,,,,,,,,,,,,,,,,,,"178:190.5924,200.3442,216.2872|96:178.6575,178.4829,204.9972|176:184.2986,188.4617,196.3872|19:171.3949,174.3874,166.4514|174:185.7415,196.5971,183.9624|175:200.2956,217.1270,188.3723|172:186.9109,193.3462,203.5580|95:177.5809,191.2846,195.7009|101:205.0710,243.8942,189.0998|103:263.0537,184.9843,198.1404|22:181.6203,216.2117,192.0701|29:219.6766,196.2025,204.6385|8:189.3154,202.0526,171.8916|166:210.5019,204.2421,213.5046|10:235.5535,186.8429,178.1536|2:201.9776,235.4922,209.4193|40:322.4715,195.5032,188.2082|38:322.2117,224.1950,218.1994|117:204.9205,292.8666,230.6645",,,0,,,,,1,1,1,0,0,,,2,2,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,20,1,204,18,1,204,18,1,1,17,4,244.1509552001953,244.1509552001953,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,244.1509552001953,244.1509552001953,244.1509552001953,244.1509552001953,0.0,,,,,,,,,,,,,,,,,,,,,"204:288.6512,230.2137,303.5067,244.1510",,,0,,,,,0,0,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,20,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,4,157.9915313720703,319.1617736816406,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,172.1732635498047,210.59630705180922,196.88587951660156,319.1617736816406,40.80448417139683,,,,,,,,,,,,,,,,,,,,,"178:190.5924,200.3442,216.2872,199.8215|96:178.6575,178.4829,204.9972,181.4563|176:184.2986,188.4617,196.3872,194.0355|19:171.3949,174.3874,166.4514,174.5882|174:185.7415,196.5971,183.9624,199.1294|175:200.2956,217.1270,188.3723,196.8859|172:186.9109,193.3462,203.5580,195.1370|95:177.5809,191.2846,195.7009,184.8433|101:205.0710,243.8942,189.0998,173.4615|103:263.0537,184.9843,198.1404,172.1733|22:181.6203,216.2117,192.0701,210.9733|29:219.6766,196.2025,204.6385,210.7005|8:189.3154,202.0526,171.8916,175.2086|166:210.5019,204.2421,213.5046,195.1953|10:235.5535,186.8429,178.1536,227.8346|2:201.9776,235.4922,209.4193,237.1768|40:322.4715,195.5032,188.2082,245.2823|38:322.2117,224.1950,218.1994,319.1618|117:204.9205,292.8666,230.6645,308.2648",,,0,,,,,1,1,1,0,0,,,3,3,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,21,1,204,18,1,204,18,1,1,17,5,343.1209716796875,343.1209716796875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,343.1209716796875,343.1209716796875,343.1209716796875,343.1209716796875,0.0,,,,,,,,,,,,,,,,,,,,,"204:288.6512,230.2137,303.5067,244.1510,343.1210",,,0,,,,,0,0,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,21,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,5,156.72799682617188,267.674072265625,,,warmup,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,178.1670379638672,200.0991877505654,193.0277099609375,267.674072265625,21.98673856614131,,,,,,,,,,,,,,,,,,,,,"178:190.5924,200.3442,216.2872,199.8215,183.3470|96:178.6575,178.4829,204.9972,181.4563,198.3335|176:184.2986,188.4617,196.3872,194.0355,189.7528|19:171.3949,174.3874,166.4514,174.5882,199.3576|174:185.7415,196.5971,183.9624,199.1294,210.1090|175:200.2956,217.1270,188.3723,196.8859,195.3908|172:186.9109,193.3462,203.5580,195.1370,181.5078|95:177.5809,191.2846,195.7009,184.8433,181.9749|101:205.0710,243.8942,189.0998,173.4615,189.6585|103:263.0537,184.9843,198.1404,172.1733,178.1670|22:181.6203,216.2117,192.0701,210.9733,187.9040|29:219.6766,196.2025,204.6385,210.7005,209.7800|8:189.3154,202.0526,171.8916,175.2086,186.4548|166:210.5019,204.2421,213.5046,195.1953,210.7165|10:235.5535,186.8429,178.1536,227.8346,184.6519|2:201.9776,235.4922,209.4193,237.1768,243.7609|40:322.4715,195.5032,188.2082,245.2823,210.3157|38:322.2117,224.1950,218.1994,319.1618,267.6741|117:204.9205,292.8666,230.6645,308.2648,193.0277",,,0,,,,,1,1,1,0,0,,,4,4,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,22,1,204,18,1,204,18,1,1,17,6,292.7391662597656,292.7391662597656,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,292.7391662597656,292.7391662597656,292.7391662597656,292.7391662597656,0.0,,,,,,,,,,,,,,,,,,,,,"204:230.2137,303.5067,244.1510,343.1210,292.7392",,,0,,,,,0,0,1,1,1,,,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,22,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,6,156.4280242919922,274.68475341796875,157.32286071777344,313.902734375,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,175.10568237304688,202.7919753225226,193.764892578125,274.68475341796875,24.38446322324536,,,,,,,,,,,,,,,,,,,,,"178:200.3442,216.2872,199.8215,183.3470,181.0926|96:178.4829,204.9972,181.4563,198.3335,193.1521|176:188.4617,196.3872,194.0355,189.7528,205.5177|19:174.3874,166.4514,174.5882,199.3576,178.0636|174:196.5971,183.9624,199.1294,210.1090,188.0796|175:217.1270,188.3723,196.8859,195.3908,193.7649|172:193.3462,203.5580,195.1370,181.5078,189.5852|95:191.2846,195.7009,184.8433,181.9749,179.6879|101:243.8942,189.0998,173.4615,189.6585,195.6814|103:184.9843,198.1404,172.1733,178.1670,215.0460|22:216.2117,192.0701,210.9733,187.9040,183.2306|29:196.2025,204.6385,210.7005,209.7800,208.9980|8:202.0526,171.8916,175.2086,186.4548,175.1057|166:204.2421,213.5046,195.1953,210.7165,209.0617|10:186.8429,178.1536,227.8346,184.6519,191.0764|2:235.4922,209.4193,237.1768,243.7609,233.6758|40:195.5032,188.2082,245.2823,210.3157,222.8017|38:224.1950,218.1994,319.1618,267.6741,274.6848|117:292.8666,230.6645,308.2648,193.0277,234.7421",,,0,,,,,1,1,1,1,1,True,False,5,5,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,23,1,204,18,1,204,18,1,1,17,7,279.587890625,279.587890625,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,279.587890625,279.587890625,279.587890625,279.587890625,0.0,,,,,,,,,,,,,,,,,,,,,"204:303.5067,244.1510,343.1210,292.7392,279.5879",,,0,,,,,0,0,1,1,1,,,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,23,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,7,156.4204559326172,260.82977294921875,156.87671279907227,306.01417541503906,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,171.44700622558594,201.65723539653578,199.29608154296875,260.82977294921875,21.75539449514531,,,,,,,,,,,,,,,,,,,,,"178:216.2872,199.8215,183.3470,181.0926,189.4509|96:204.9972,181.4563,198.3335,193.1521,192.5792|176:196.3872,194.0355,189.7528,205.5177,187.0629|19:166.4514,174.5882,199.3576,178.0636,176.5517|174:183.9624,199.1294,210.1090,188.0796,213.3753|175:188.3723,196.8859,195.3908,193.7649,192.4396|172:203.5580,195.1370,181.5078,189.5852,186.3619|95:195.7009,184.8433,181.9749,179.6879,199.2961|101:189.0998,173.4615,189.6585,195.6814,212.2930|103:198.1404,172.1733,178.1670,215.0460,177.8258|22:192.0701,210.9733,187.9040,183.2306,171.4470|29:204.6385,210.7005,209.7800,208.9980,207.3975|8:171.8916,175.2086,186.4548,175.1057,213.2721|166:213.5046,195.1953,210.7165,209.0617,222.3312|10:178.1536,227.8346,184.6519,191.0764,200.2705|2:209.4193,237.1768,243.7609,233.6758,260.8298|40:188.2082,245.2823,210.3157,222.8017,240.5809|38:218.1994,319.1618,267.6741,274.6848,202.2278|117:230.6645,308.2648,193.0277,234.7421,185.8940",,,0,,,,,1,1,1,1,1,True,False,6,6,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,24,1,204,18,1,204,18,1,1,17,8,267.52325439453125,267.52325439453125,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,267.52325439453125,267.52325439453125,267.52325439453125,267.52325439453125,0.0,,,,,,,,,,,,,,,,,,,,,"204:244.1510,343.1210,292.7392,279.5879,267.5233",,,0,,,,,0,0,1,1,1,,,7,7,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,24,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,8,159.96556091308594,264.3113098144531,156.57801055908203,298.1256164550781,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,179.09219360351562,211.9567228618421,204.13291931152344,264.3113098144531,26.49917838857877,,,,,,,,,,,,,,,,,,,,,"178:199.8215,183.3470,181.0926,189.4509,197.6116|96:181.4563,198.3335,193.1521,192.5792,197.2341|176:194.0355,189.7528,205.5177,187.0629,183.2347|19:174.5882,199.3576,178.0636,176.5517,205.8716|174:199.1294,210.1090,188.0796,213.3753,239.0185|175:196.8859,195.3908,193.7649,192.4396,184.0766|172:195.1370,181.5078,189.5852,186.3619,185.4449|95:184.8433,181.9749,179.6879,199.2961,191.1935|101:173.4615,189.6585,195.6814,212.2930,264.3113|103:172.1733,178.1670,215.0460,177.8258,211.7044|22:210.9733,187.9040,183.2306,171.4470,204.1329|29:210.7005,209.7800,208.9980,207.3975,179.0922|8:175.2086,186.4548,175.1057,213.2721,193.2586|166:195.1953,210.7165,209.0617,222.3312,209.8480|10:227.8346,184.6519,191.0764,200.2705,200.8099|2:237.1768,243.7609,233.6758,260.8298,249.8877|40:245.2823,210.3157,222.8017,240.5809,250.8457|38:319.1618,267.6741,274.6848,202.2278,223.1962|117:308.2648,193.0277,234.7421,185.8940,256.4052",,,0,,,,,1,1,1,1,1,False,False,7,7,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,25,1,204,18,1,204,18,1,1,17,9,322.6591796875,322.6591796875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,322.6591796875,322.6591796875,322.6591796875,322.6591796875,0.0,,,,,,,,,,,,,,,,,,,,,"204:343.1210,292.7392,279.5879,267.5233,322.6592",,,0,,,,,0,0,1,1,1,,,8,8,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,25,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,9,156.13616943359375,233.20318603515625,156.65300369262695,291.0483947753906,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,180.0808563232422,200.15485582853617,196.6515350341797,233.20318603515625,15.536244648143304,,,,,,,,,,,,,,,,,,,,,"178:183.3470,181.0926,189.4509,197.6116,194.8811|96:198.3335,193.1521,192.5792,197.2341,201.1742|176:189.7528,205.5177,187.0629,183.2347,196.6515|19:199.3576,178.0636,176.5517,205.8716,214.3814|174:210.1090,188.0796,213.3753,239.0185,195.4776|175:195.3908,193.7649,192.4396,184.0766,181.1422|172:181.5078,189.5852,186.3619,185.4449,185.8756|95:181.9749,179.6879,199.2961,191.1935,180.0809|101:189.6585,195.6814,212.2930,264.3113,187.3547|103:178.1670,215.0460,177.8258,211.7044,186.4939|22:187.9040,183.2306,171.4470,204.1329,201.0276|29:209.7800,208.9980,207.3975,179.0922,212.4263|8:186.4548,175.1057,213.2721,193.2586,184.9314|166:210.7165,209.0617,222.3312,209.8480,214.3728|10:184.6519,191.0764,200.2705,200.8099,182.5896|2:243.7609,233.6758,260.8298,249.8877,233.2032|40:210.3157,222.8017,240.5809,250.8457,221.0156|38:267.6741,274.6848,202.2278,223.1962,223.4188|117:193.0277,234.7421,185.8940,256.4052,206.4438",,,0,,,,,1,1,1,1,1,True,False,8,8,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,26,1,204,18,1,204,18,1,1,17,10,337.7813415527344,337.7813415527344,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,337.7813415527344,337.7813415527344,337.7813415527344,337.7813415527344,0.0,,,,,,,,,,,,,,,,,,,,,"204:292.7392,279.5879,267.5233,322.6592,337.7813",,,0,,,,,0,0,1,1,1,,,9,9,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,26,2,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|117,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19,19,1,17,10,158.31979370117188,263.5508728027344,156.4280242919922,285.59384765625,eligible,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,19,175.98468017578125,201.74922501413445,197.66806030273438,263.5508728027344,20.37664869588213,,,,,,,,,,,,,,,,,,,,,"178:181.0926,189.4509,197.6116,194.8811,197.8968|96:193.1521,192.5792,197.2341,201.1742,175.9847|176:205.5177,187.0629,183.2347,196.6515,186.7809|19:178.0636,176.5517,205.8716,214.3814,182.0130|174:188.0796,213.3753,239.0185,195.4776,192.6348|175:193.7649,192.4396,184.0766,181.1422,185.6244|172:189.5852,186.3619,185.4449,185.8756,197.9966|95:179.6879,199.2961,191.1935,180.0809,184.5288|101:195.6814,212.2930,264.3113,187.3547,197.9030|103:215.0460,177.8258,211.7044,186.4939,185.5484|22:183.2306,171.4470,204.1329,201.0276,193.0896|29:208.9980,207.3975,179.0922,212.4263,226.5240|8:175.1057,213.2721,193.2586,184.9314,216.0506|166:209.0617,222.3312,209.8480,214.3728,211.9379|10:191.0764,200.2705,200.8099,182.5896,197.6681|2:233.6758,260.8298,249.8877,233.2032,263.5509|40:222.8017,240.5809,250.8457,221.0156,222.3391|38:274.6848,202.2278,223.1962,223.4188,194.5328|117:234.7421,185.8940,256.4052,206.4438,220.6310",,,0,,,,,1,1,1,1,1,False,False,9,9,2,1
178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,178|96|176|19|174|175|172|95|101|103|22|29|8|166|10|2|40|38|204|117,1,27,1,204,18,1,204,18,1,1,17,11,371.2674560546875,371.2674560546875,,,cluster_too_small,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,1,371.2674560546875,371.2674560546875,371.2674560546875,371.2674560546875,0.0,,,,,,,,,,,,,,,,,,,,,"204:279.5879,267.5233,322.6592,337.7813,371.2675",,,0,,,,,0,0,1,1,1,,,10,10,2,1
