run_type,algorithm,subset_id,subset_clients,seed,graph_id,dataset_id,phase,split,task,round,local_epoch,train_loss,eval_loss,pair_acc,subset_acc,micro_f1,macro_f1,macro_pos_f1,macro_minority_f1,num_nodes,tp,fp,tn,fn,precision,recall,f1,positive_f1,minority_f1,pos_cnt,pos_rate
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,train_epoch,train,,1,1.0,0.7904930505752563,,,,,,,,4000,,,,,,,,,,,
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,val_epoch,val,,1,,,0.5638609194755554,0.811,0.5429999828338623,0.6535923753665689,0.6638262867927551,0.6638262867927551,0.6638262867927551,4000,,,,,,,,,,,
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,val_epoch_task,val,cycle2,1,,,,,,,,,,4000,396.0,237.0,3367.0,0.0,0.6255924170616114,1.0,0.7696792483329773,0.7696792483329773,0.7696792483329773,396.0,0.0989999994635582
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,val_epoch_task,val,cycle3,1,,,,,,,,,,4000,545.0,751.0,2704.0,0.0,0.42052469135802467,1.0,0.5920695066452026,0.5920695066452026,0.5920695066452026,545.0,0.13625000417232513
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,val_epoch_task,val,cycle4,1,,,,,,,,,,4000,740.0,803.0,2454.0,3.0,0.4795852235904083,0.9959623149394348,0.6474190950393677,0.6474190950393677,0.6474190950393677,743.0,0.18574999272823334
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,val_epoch_task,val,cycle5,1,,,,,,,,,,4000,920.0,951.0,2113.0,16.0,0.4917156600748263,0.9829059829059829,0.6555041074752808,0.6555041074752808,0.6555041074752808,936.0,0.23399999737739563
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,val_epoch_task,val,cycle6,1,,,,,,,,,,4000,965.0,792.0,2016.0,227.0,0.5492316448491747,0.8095637583892618,0.6544591784477234,0.6544591784477234,0.6544591784477234,1192.0,0.2980000078678131
fedavg,fedavg,98|632,98|632,0,632,data_4000_4_11_chordal,train_epoch,train,,1,1.0,0.7650535550117493,,,,,,,,4000,,,,,,,,,,,
fedavg,fedavg,98|632,98|632,0,632,data_4000_4_11_chordal,val_epoch,val,,1,,,0.4851957302093506,0.83505,0.5717499852180481,0.6543740178103719,0.681707501411438,0.681707501411438,0.681707501411438,4000,,,,,,,,,,,
fedavg,fedavg,98|632,98|632,0,632,data_4000_4_11_chordal,val_epoch_task,val,cycle2,1,,,,,,,,,,4000,374.0,99.0,3527.0,0.0,0.7906976744186046,1.0,0.8831169009208679,0.8831169009208679,0.8831169009208679,374.0,0.09350000321865082
fedavg,fedavg,98|632,98|632,0,632,data_4000_4_11_chordal,val_epoch_task,val,cycle3,1,,,,,,,,,,4000,483.0,587.0,2923.0,7.0,0.4514018691588785,0.9857142857142858,0.6192307472229004,0.6192307472229004,0.6192307472229004,490.0,0.12250000238418579
fedavg,fedavg,98|632,98|632,0,632,data_4000_4_11_chordal,val_epoch_task,val,cycle4,1,,,,,,,,,,4000,710.0,746.0,2529.0,15.0,0.4876373626373626,0.9793103448275862,0.6510775089263916,0.6510775089263916,0.6510775089263916,725.0,0.18125000596046448
fedavg,fedavg,98|632,98|632,0,632,data_4000_4_11_chordal,val_epoch_task,val,cycle5,1,,,,,,,,,,4000,747.0,780.0,2310.0,163.0,0.48919449901768175,0.8208791208791208,0.6130488514900208,0.6130488514900208,0.6130488514900208,910.0,0.22750000655651093
fedavg,fedavg,98|632,98|632,0,632,data_4000_4_11_chordal,val_epoch_task,val,cycle6,1,,,,,,,,,,4000,809.0,587.0,2289.0,315.0,0.579512893982808,0.7197508896797153,0.642063558101654,0.642063558101654,0.642063558101654,1124.0,0.2809999883174896
fedavg,fedavg,98|632,98|632,0,98,data_4000_4_10_chordal,global_val_client,val,,1,,,1.1100978255271912,0.8168,0.5205000042915344,0.08901044256588762,0.06744000315666199,0.06744000315666199,0.06744000315666199,4000,,,,,,,,,,,
