split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,3379,3222,3014,2699,2428,6142,2956
val,3309,3173,3029,2782,2549,6285,3087
test,3356,3254,3104,2857,2543,6322,3029
