split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,0,261,1768,12078,86435,3489,1758
val,0,261,1607,10982,79931,3161,1509
test,0,229,1606,11581,83850,3387,1727
