Training with hyperparameters:{'use_ego_ids': True, 'batch_size': 32, 'use_port_ids': True, 'use_mini_batch': True, 'port_emb_dim': 8, 'num_epochs': 100, 'ego_dim': None, 'num_layers': 2, 'neighbors_per_hop': [10, 4], 'hidden_dim': 64, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'minority_class_weight': None}
Using unweighted BCEWithLogitsLoss.
[PORT] fwd edge_attr: (601, 2) (dtype=torch.int64) | rev edge_attr: (631, 2)
[TRAIN MODE] mini-batch (seed-only) | is_hetero=True | ego_dim=32
[EGO-CHECK] base_dim=1  ego_dim=32  aug_dim=33  seeds(B)=32
[seed 0] Epoch 001 | train 0.3198 | val 0.2736 | val macro-minF1 72.77%
[seed 0] Epoch 002 | train 0.2743 | val 0.2877 | val macro-minF1 67.69%
[seed 0] Epoch 003 | train 0.2659 | val 0.2651 | val macro-minF1 74.44%
[seed 0] Epoch 004 | train 0.2629 | val 0.2725 | val macro-minF1 71.06%
[seed 0] Epoch 005 | train 0.2614 | val 0.2587 | val macro-minF1 73.92%
[seed 0] Epoch 006 | train 0.2597 | val 0.2534 | val macro-minF1 76.38%
[seed 0] Epoch 007 | train 0.2580 | val 0.2555 | val macro-minF1 77.35%
[seed 0] Epoch 008 | train 0.2566 | val 0.2543 | val macro-minF1 75.15%
[seed 0] Epoch 009 | train 0.2560 | val 0.2576 | val macro-minF1 74.85%
[seed 0] Epoch 010 | train 0.2555 | val 0.2588 | val macro-minF1 74.64%
[seed 0] Epoch 011 | train 0.2541 | val 0.2538 | val macro-minF1 76.51%
[seed 0] Epoch 012 | train 0.2535 | val 0.2609 | val macro-minF1 72.72%
[seed 0] Epoch 013 | train 0.2525 | val 0.2518 | val macro-minF1 76.28%
[seed 0] Epoch 014 | train 0.2537 | val 0.2511 | val macro-minF1 76.45%
[seed 0] Epoch 015 | train 0.2521 | val 0.2522 | val macro-minF1 75.59%
[seed 0] Epoch 016 | train 0.2517 | val 0.2532 | val macro-minF1 77.87%
[seed 0] Epoch 017 | train 0.2517 | val 0.2551 | val macro-minF1 76.14%
[seed 0] Epoch 018 | train 0.2511 | val 0.2504 | val macro-minF1 76.00%
[seed 0] Epoch 019 | train 0.2507 | val 0.2501 | val macro-minF1 76.95%
[seed 0] Epoch 020 | train 0.2506 | val 0.2490 | val macro-minF1 77.69%
[seed 0] Epoch 021 | train 0.2493 | val 0.2525 | val macro-minF1 75.55%
[seed 0] Epoch 022 | train 0.2494 | val 0.2598 | val macro-minF1 73.22%
[seed 0] Epoch 023 | train 0.2495 | val 0.2603 | val macro-minF1 71.86%
[seed 0] Epoch 024 | train 0.2492 | val 0.2515 | val macro-minF1 76.25%
[seed 0] Epoch 025 | train 0.2503 | val 0.2543 | val macro-minF1 77.44%
[seed 0] Epoch 026 | train 0.2483 | val 0.2568 | val macro-minF1 72.30%
[seed 0] Epoch 027 | train 0.2486 | val 0.2496 | val macro-minF1 77.58%
[seed 0] Epoch 028 | train 0.2484 | val 0.2509 | val macro-minF1 75.96%
[seed 0] Epoch 029 | train 0.2484 | val 0.2550 | val macro-minF1 76.98%
[seed 0] Epoch 030 | train 0.2478 | val 0.2523 | val macro-minF1 78.05%
[seed 0] Epoch 031 | train 0.2483 | val 0.2536 | val macro-minF1 74.95%
[seed 0] Epoch 032 | train 0.2474 | val 0.2491 | val macro-minF1 76.20%
[seed 0] Epoch 033 | train 0.2484 | val 0.2557 | val macro-minF1 77.56%
[seed 0] Epoch 034 | train 0.2470 | val 0.2572 | val macro-minF1 76.62%
[seed 0] Epoch 035 | train 0.2474 | val 0.2517 | val macro-minF1 77.05%
[seed 0] Epoch 036 | train 0.2470 | val 0.2508 | val macro-minF1 76.34%
[seed 0] Epoch 037 | train 0.2469 | val 0.2501 | val macro-minF1 76.67%
[seed 0] Epoch 038 | train 0.2463 | val 0.2504 | val macro-minF1 76.83%
[seed 0] Epoch 039 | train 0.2453 | val 0.2519 | val macro-minF1 75.39%
[seed 0] Epoch 040 | train 0.2454 | val 0.2553 | val macro-minF1 76.59%
[seed 0] Epoch 041 | train 0.2460 | val 0.2597 | val macro-minF1 76.74%
[seed 0] Epoch 042 | train 0.2462 | val 0.2510 | val macro-minF1 78.20%
[seed 0] Epoch 043 | train 0.2457 | val 0.2486 | val macro-minF1 76.00%
[seed 0] Epoch 044 | train 0.2443 | val 0.2512 | val macro-minF1 77.58%
[seed 0] Epoch 045 | train 0.2447 | val 0.2501 | val macro-minF1 75.86%
[seed 0] Epoch 046 | train 0.2447 | val 0.2503 | val macro-minF1 76.50%
[seed 0] Epoch 047 | train 0.2441 | val 0.2515 | val macro-minF1 75.03%
