Training with hyperparameters:{'use_ego_ids': True, 'batch_size': 32, 'use_port_ids': True, 'use_mini_batch': True, 'port_emb_dim': 8, 'num_epochs': 100, 'ego_dim': None, 'num_layers': 6, 'neighbors_per_hop': [10, 10, 10, 10, 5, 5], 'hidden_dim': 64, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'minority_class_weight': 'auto'}
Using automatic per-task minority weighting: [1.841484546661377, 1.8189952373504639, 2.0762298107147217, 2.0589993000030518, 4.132832050323486, 1.92154061794281, 0.9104477763175964, 0.473646342754364, 0.28260529041290283, 2.129106283187866, 2.2125489711761475]
[PORT] fwd edge_attr: (10700, 2) (dtype=torch.int64) | rev edge_attr: (10718, 2)
[TRAIN MODE] mini-batch (seed-only) | is_hetero=True | ego_dim=32
[EGO-CHECK] base_dim=1  ego_dim=32  aug_dim=33  seeds(B)=32
[seed 0] Epoch 001 | train 0.4132 | val 0.2773 | val macro-minF1 83.58%
[seed 0] Epoch 002 | train 0.2312 | val 0.1983 | val macro-minF1 87.46%
[seed 0] Epoch 003 | train 0.1970 | val 0.2042 | val macro-minF1 87.99%
[seed 0] Epoch 004 | train 0.1703 | val 0.1483 | val macro-minF1 90.19%
[seed 0] Epoch 005 | train 0.1479 | val 0.1554 | val macro-minF1 90.32%
[seed 0] Epoch 006 | train 0.1353 | val 0.1226 | val macro-minF1 92.27%
[seed 0] Epoch 007 | train 0.1288 | val 0.1137 | val macro-minF1 92.52%
[seed 0] Epoch 008 | train 0.1294 | val 0.1329 | val macro-minF1 90.82%
[seed 0] Epoch 009 | train 0.1239 | val 0.1136 | val macro-minF1 92.93%
[seed 0] Epoch 010 | train 0.1210 | val 0.1205 | val macro-minF1 92.12%
[seed 0] Epoch 011 | train 0.1175 | val 0.1115 | val macro-minF1 92.97%
[seed 0] Epoch 012 | train 0.1177 | val 0.1088 | val macro-minF1 92.89%
[seed 0] Epoch 013 | train 0.1140 | val 0.1053 | val macro-minF1 93.32%
[seed 0] Epoch 014 | train 0.1142 | val 0.1052 | val macro-minF1 93.30%
