Training with hyperparameters:{'use_ego_ids': True, 'batch_size': 32, 'use_port_ids': True, 'use_mini_batch': True, 'port_emb_dim': 8, 'num_epochs': 100, 'ego_dim': None, 'num_layers': 2, 'neighbors_per_hop': [10, 4], 'hidden_dim': 64, 'dropout': 0.1, 'lr': 0.001, 'weight_decay': 0.0001, 'minority_class_weight': 'auto'}
Using automatic per-task minority weighting: [1.841484546661377, 1.8189952373504639, 2.0762298107147217, 2.0589993000030518, 4.132832050323486, 1.92154061794281, 0.9104477763175964, 0.473646342754364, 0.28260529041290283, 2.129106283187866, 2.2125489711761475]
[PORT] fwd edge_attr: (601, 2) (dtype=torch.int64) | rev edge_attr: (631, 2)
[TRAIN MODE] mini-batch (seed-only) | is_hetero=True | ego_dim=32
[EGO-CHECK] base_dim=1  ego_dim=32  aug_dim=33  seeds(B)=32
[seed 0] Epoch 001 | train 0.4166 | val 0.3580 | val macro-minF1 78.09%
[seed 0] Epoch 002 | train 0.3551 | val 0.3524 | val macro-minF1 78.43%
[seed 0] Epoch 003 | train 0.3391 | val 0.3094 | val macro-minF1 80.76%
[seed 0] Epoch 004 | train 0.2855 | val 0.2751 | val macro-minF1 82.56%
[seed 0] Epoch 005 | train 0.2732 | val 0.2651 | val macro-minF1 83.07%
[seed 0] Epoch 006 | train 0.2673 | val 0.2621 | val macro-minF1 82.96%
[seed 0] Epoch 007 | train 0.2675 | val 0.2595 | val macro-minF1 83.13%
[seed 0] Epoch 008 | train 0.2613 | val 0.2576 | val macro-minF1 83.52%
[seed 0] Epoch 009 | train 0.2609 | val 0.2533 | val macro-minF1 84.21%
[seed 0] Epoch 010 | train 0.2604 | val 0.2572 | val macro-minF1 83.54%
[seed 0] Epoch 011 | train 0.2595 | val 0.2589 | val macro-minF1 83.82%
[seed 0] Epoch 012 | train 0.2584 | val 0.2535 | val macro-minF1 83.69%
[seed 0] Epoch 013 | train 0.2556 | val 0.2555 | val macro-minF1 83.77%
[seed 0] Epoch 014 | train 0.2566 | val 0.2526 | val macro-minF1 84.34%
