subset_id,subset_size,subset_clients,node_count_std,node_count_range,density_std,density_range,in_degree_jsd_mean,out_degree_jsd_mean,motif_profile_jsd_mean,label_prev_jsd_mean,labelset_size_jsd_mean,label_mixing_jsd_mean,generator_entropy,generator_entropy_norm,param_cv2_mean,param_avg_pairwise_zdist,param_cv2_n,param_cv2_d,param_cv2_r
s4_014,4,5|7|11|14,414.578098794425,1000.0,0.0008288732234401744,0.0020035032531280656,0.022260167477446295,0.022922079932197234,0.057525521769330006,0.01175097966737692,0.037971750033532,0.020149353073692186,0.5623351446194949,0.8112781244601233,0.04319118457300162,2.7039535174428817,0.09090909090909091,0.008264462809917083,0.030399999999996888
s4_015,4,2|3|9|14,216.50635094610965,500.0,0.0005013098063710288,0.001335224483990328,0.02622263052154375,0.027672940066669323,0.060176103133217335,0.03673318969276405,0.051397051197686776,0.057667853963035046,1.039720770840351,0.9463946303575803,0.021090534979423148,2.683591625287909,0.037037037037037035,0.012345679012345071,0.013888888888887346
s4_016,4,2|7|12|14,353.5533905932738,1000.0,0.0007606541269723413,0.0020035032531280656,0.027352976864344743,0.02821681804297718,0.06140582641065433,0.041294629459404666,0.06791581120107354,0.0637228992641502,1.039720770840351,0.9463946303575803,0.028651851851850815,2.133568779345434,0.05555555555555555,0.0,0.030399999999996888
s4_017,4,1|5|14|15,216.50635094610965,500.0,0.0004343161144051373,0.0010056714486334235,0.011176364565229439,0.0110194102705525,0.07819484885726066,0.023855849614124416,0.04637489322001906,0.042499546916699056,1.039720770840351,0.9463946303575803,0.016049004825659737,2.7256449274368566,0.024793388429752067,0.008264462809917083,0.015089163237310061
s4_018,4,1|4|8|15,250.0,500.0,0.0005006672363659611,0.001001834472940273,0.026934049795634716,0.026308997586399967,0.04375643405377046,0.029562276465958662,0.07395071951754374,0.0516856280470276,1.039720770840351,0.9463946303575803,0.01814875310633552,2.5735221151141534,0.02040816326530612,0.030470914127422474,0.003567181926277969
s4_019,4,1|8|9|11,414.578098794425,1000.0,0.0007051626996770489,0.0019944942441190564,0.027664354441385666,0.027819883375689296,0.05129403737071199,0.018679112738401754,0.0399485934202004,0.032623675075213215,0.5623351446194949,0.8112781244601233,0.04914770172456177,2.7381262938308564,0.09090909090909091,0.030470914127422474,0.026063100137171922
s4_020,4,3|8|10|13,500.0,1000.0,0.000413974335180714,0.0009984982481230607,0.00957551381590667,0.009970361881585291,0.00985565469147883,0.0009827424985937516,0.018064435007069665,0.003594277499967282,-0.0,0.0,0.05524938271604817,2.693554409856999,0.1111111111111111,0.03703703703703521,0.017599999999998197
s4_021,4,1|7|9|15,353.5533905932738,1000.0,0.0004333276498966971,0.001001834472940273,0.031573538236301976,0.033013618800662566,0.04892115339954421,0.03699982211494358,0.08586045906342626,0.05830194289508219,1.039720770840351,0.9463946303575803,0.026666666666666294,2.737415433593558,0.05555555555555555,0.019999999999999202,0.004444444444444129
s4_022,4,3|5|9|12,250.0,500.0,0.000288097334868824,0.0006655541465414715,0.00974325327828808,0.010033548957043593,0.008951917056183341,0.0008958148596074836,0.020497359780981803,0.0030776636705475043,-0.0,0.0,0.02509030470914066,2.6935544098550657,0.04,0.030470914127422474,0.004799999999999509
s4_023,4,1|4|9|10,414.578098794425,1000.0,0.0004143539053221045,0.0010008339726901478,0.023591651668990694,0.02358953945299515,0.08501229714987754,0.030250623316102523,0.01615617437616,0.05192133708064674,1.039720770840351,0.9463946303575803,0.03304228448338339,2.808046620947452,0.0650887573964497,0.030470914127422474,0.003567181926277969
s4_024,4,1|10|14|15,353.5533905932738,1000.0,0.00054634571557655,0.0015045037533781905,0.013404764882976036,0.01207974266850988,0.07652013883681556,0.02479113258457722,0.04806540188859739,0.04454809314139551,1.039720770840351,0.9463946303575803,0.024674699999374952,2.737415433594153,0.05555555555555555,0.008264462809917083,0.010204081632652228
s4_025,4,0|2|4|14,414.578098794425,1000.0,0.000867141268911516,0.0020025027528779403,0.013969102881120523,0.014872015921541144,0.022120783664189236,0.016318720651568037,0.020398240285914263,0.03141989562927387,0.6931471805599453,1.0,0.04159932659932582,2.683902199531751,0.09090909090909091,0.019999999999999202,0.013888888888887346
s4_026,4,2|8|11|14,414.578098794425,1000.0,0.0008653172163782455,0.0020035032531280656,0.023656447118169617,0.02270767988890062,0.07351166281218205,0.03354768991643542,0.060582458826161506,0.05393330891779084,1.039720770840351,0.9463946303575803,0.04390101391991641,2.657401923714915,0.09090909090909091,0.019999999999999202,0.02079395085065911
s4_027,4,8|11|12|13,414.578098794425,1000.0,0.0007616420188600629,0.0019944942441190564,0.009672813120210387,0.008487272085800556,0.009837659622333128,0.0022586783835683564,0.03647652628948486,0.0056313952399024165,-0.0,0.0,0.047391318629057495,2.7113269292723525,0.09090909090909091,0.030470914127422474,0.02079395085065911
