dataset_id,n,d,r,type,split,method,split_id,seed_tag,seed,n_clients,louvain_res,metis_num_coms,client_assignment,alpha
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,louvain_original,louvain_original_res0p5_equal_c8,louvain_original_res0.5_equal_c8,319213153,8,0.5,,equal,
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,louvain_original,louvain_original_res0p5_zipf0p4_c8,louvain_original_res0.5_zipf0.4_c8,488693665,8,0.5,,zipf,0.4
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,louvain_original,louvain_original_res0p5_equal_c32,louvain_original_res0.5_equal_c32,178895737,32,0.5,,equal,
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,louvain_original,louvain_original_res0p5_zipf0p4_c32,louvain_original_res0.5_zipf0.4_c32,281924896,32,0.5,,zipf,0.4
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,metis_label_imbalance,metis_label_imbalance_com8_c8,metis_label_imbalance_com8_c8,1594636662,8,,8.0,,
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,metis_label_imbalance,metis_label_imbalance_com32_c32,metis_label_imbalance_com32_c32,1687058208,32,,32.0,,
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,metis_original,metis_original_com8_equal_c8,metis_original_com8_equal_c8,1931550409,8,,8.0,equal,
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,metis_original,metis_original_com8_zipf0p4_c8,metis_original_com8_zipf0.4_c8,1601228158,8,,8.0,zipf,0.4
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,metis_original,metis_original_com32_equal_c32,metis_original_com32_equal_c32,1428330184,32,,32.0,equal,
data_8000_8_3.0_chordal,8000,8,3.0,chordal,train,metis_original,metis_original_com32_zipf0p4_c32,metis_original_com32_zipf0.4_c32,1285143556,32,,32.0,zipf,0.4
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,components_label_imbalance_split,components_label_imbalance_split_c8,components_label_imbalance_split_c8,740412468,8,,,,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,components_label_imbalance_split,components_label_imbalance_split_c32,components_label_imbalance_split_c32,519393658,32,,,,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,components_original_split,components_original_split_equal_c8,components_original_split_equal_c8,1274131951,8,,,equal,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,components_original_split,components_original_split_zipf0p4_c8,components_original_split_zipf0.4_c8,596388531,8,,,zipf,0.4
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,components_original_split,components_original_split_equal_c32,components_original_split_equal_c32,482817887,32,,,equal,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,components_original_split,components_original_split_zipf0p4_c32,components_original_split_zipf0.4_c32,809226071,32,,,zipf,0.4
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,louvain_label_imbalance,louvain_label_imbalance_res0p5_c8,louvain_label_imbalance_res0.5_c8,1438386608,8,0.5,,,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,louvain_label_imbalance,louvain_label_imbalance_res0p5_c32,louvain_label_imbalance_res0.5_c32,1080784219,32,0.5,,,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,louvain_original,louvain_original_res0p5_equal_c8,louvain_original_res0.5_equal_c8,2019050009,8,0.5,,equal,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,louvain_original,louvain_original_res0p5_zipf0p4_c8,louvain_original_res0.5_zipf0.4_c8,677552194,8,0.5,,zipf,0.4
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,louvain_original,louvain_original_res0p5_equal_c32,louvain_original_res0.5_equal_c32,1666572113,32,0.5,,equal,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,louvain_original,louvain_original_res0p5_zipf0p4_c32,louvain_original_res0.5_zipf0.4_c32,121780388,32,0.5,,zipf,0.4
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,metis_label_imbalance,metis_label_imbalance_com8_c8,metis_label_imbalance_com8_c8,881942626,8,,8.0,,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,metis_label_imbalance,metis_label_imbalance_com32_c32,metis_label_imbalance_com32_c32,333093376,32,,32.0,,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,metis_original,metis_original_com8_equal_c8,metis_original_com8_equal_c8,80534535,8,,8.0,equal,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,metis_original,metis_original_com8_zipf0p4_c8,metis_original_com8_zipf0.4_c8,1350875759,8,,8.0,zipf,0.4
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,metis_original,metis_original_com32_equal_c32,metis_original_com32_equal_c32,1630191475,32,,32.0,equal,
data_8000_8_4.0_chordal,8000,8,4.0,chordal,train,metis_original,metis_original_com32_zipf0p4_c32,metis_original_com32_zipf0.4_c32,1845249495,32,,32.0,zipf,0.4
