split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,1969,2220,2737,3460,4320,5658,2815
val,1907,2259,2856,3662,4572,5750,2852
test,2005,2334,2833,3555,4568,5815,2947
