split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,3837,4599,5801,7210,9022,11356,5681
val,3763,4521,5627,7048,8725,11334,5537
test,3886,4571,5697,7057,8436,11228,5518
