graph_id,dataset_id,data_dir,n,type,planted_community_id,base_dataset_id,global_dataset_id,global_data_dir,global_num_nodes,global_num_edges_raw,bridge_mode,label_semantics,train_num_nodes,train_num_edges_raw,train_boundary_edges_raw,train_cycle2_pos_nodes,train_cycle2_pos_rate,train_cycle3_pos_nodes,train_cycle3_pos_rate,train_cycle4_pos_nodes,train_cycle4_pos_rate,train_cycle5_pos_nodes,train_cycle5_pos_rate,train_cycle6_pos_nodes,train_cycle6_pos_rate,val_num_nodes,val_num_edges_raw,val_boundary_edges_raw,val_cycle2_pos_nodes,val_cycle2_pos_rate,val_cycle3_pos_nodes,val_cycle3_pos_rate,val_cycle4_pos_nodes,val_cycle4_pos_rate,val_cycle5_pos_nodes,val_cycle5_pos_rate,val_cycle6_pos_nodes,val_cycle6_pos_rate,test_num_nodes,test_num_edges_raw,test_boundary_edges_raw,test_cycle2_pos_nodes,test_cycle2_pos_rate,test_cycle3_pos_nodes,test_cycle3_pos_rate,test_cycle4_pos_nodes,test_cycle4_pos_rate,test_cycle5_pos_nodes,test_cycle5_pos_rate,test_cycle6_pos_nodes,test_cycle6_pos_rate,base_graph_id,base_rank,structural_cluster_id,mask_mode,assigned_task,mask_task,masked_tasks_json,q_value,q_iid,q_other_share,q_assigned_share,q_allocation_mode,mask_fraction,mask_seed,mask_apply_split,designed_heterogeneity,controlled_benchmark,target_family,community_task_family,true_train_cycle2_pos_rate,true_train_cycle2_pos_nodes,visible_train_cycle2_pos_rate,visible_train_cycle2_pos_nodes,q_share_cycle2,p_cycle2,true_train_cycle3_pos_rate,true_train_cycle3_pos_nodes,visible_train_cycle3_pos_rate,visible_train_cycle3_pos_nodes,q_share_cycle3,p_cycle3,true_train_cycle4_pos_rate,true_train_cycle4_pos_nodes,visible_train_cycle4_pos_rate,visible_train_cycle4_pos_nodes,q_share_cycle4,p_cycle4,true_train_cycle5_pos_rate,true_train_cycle5_pos_nodes,visible_train_cycle5_pos_rate,visible_train_cycle5_pos_nodes,q_share_cycle5,p_cycle5,true_train_cycle6_pos_rate,true_train_cycle6_pos_nodes,visible_train_cycle6_pos_rate,visible_train_cycle6_pos_nodes,q_share_cycle6,p_cycle6,p_sum,p_mean,p_min,p_max,p_spread,dominant_task
4000010,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle2,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_2,2000,planted_chordal_community,2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,80,37,0.0185,55,0.0275,58,0.029,62,0.031,68,0.034,2000,3500,80,184,0.092,246,0.123,291,0.1455,329,0.1645,393,0.1965,2000,3500,80,224,0.112,220,0.11,294,0.147,322,0.161,465,0.2325,3900002,2,2,q_task_label_allocation,cycle2,cycle2,"[""cycle3"",""cycle4"",""cycle5"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000010,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle2,community2_cycle2,0.0915,183,0.0185,37,0.2,0.0185,0.137,274,0.0275,55,0.2,0.0275,0.144,288,0.029,58,0.2,0.029,0.1545,309,0.031,62,0.2,0.031,0.168,336,0.034,68,0.2,0.034,0.14,0.028000000000000004,0.0185,0.034,0.015500000000000003,cycle6
4000011,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle3,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_2,2000,planted_chordal_community,2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,80,37,0.0185,55,0.0275,58,0.029,62,0.031,67,0.0335,2000,3500,80,184,0.092,246,0.123,291,0.1455,329,0.1645,393,0.1965,2000,3500,80,224,0.112,220,0.11,294,0.147,322,0.161,465,0.2325,3900002,2,2,q_task_label_allocation,cycle3,cycle3,"[""cycle2"",""cycle4"",""cycle5"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000011,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle3,community2_cycle3,0.0915,183,0.0185,37,0.2,0.0185,0.137,274,0.0275,55,0.2,0.0275,0.144,288,0.029,58,0.2,0.029,0.1545,309,0.031,62,0.2,0.031,0.168,336,0.0335,67,0.2,0.0335,0.1395,0.0279,0.0185,0.0335,0.015000000000000003,cycle6
4000012,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle4,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_2,2000,planted_chordal_community,2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,80,37,0.0185,55,0.0275,58,0.029,62,0.031,67,0.0335,2000,3500,80,184,0.092,246,0.123,291,0.1455,329,0.1645,393,0.1965,2000,3500,80,224,0.112,220,0.11,294,0.147,322,0.161,465,0.2325,3900002,2,2,q_task_label_allocation,cycle4,cycle4,"[""cycle2"",""cycle3"",""cycle5"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000012,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle4,community2_cycle4,0.0915,183,0.0185,37,0.2,0.0185,0.137,274,0.0275,55,0.2,0.0275,0.144,288,0.029,58,0.2,0.029,0.1545,309,0.031,62,0.2,0.031,0.168,336,0.0335,67,0.2,0.0335,0.1395,0.0279,0.0185,0.0335,0.015000000000000003,cycle6
4000013,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle5,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_2,2000,planted_chordal_community,2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,80,36,0.018,55,0.0275,57,0.0285,62,0.031,67,0.0335,2000,3500,80,184,0.092,246,0.123,291,0.1455,329,0.1645,393,0.1965,2000,3500,80,224,0.112,220,0.11,294,0.147,322,0.161,465,0.2325,3900002,2,2,q_task_label_allocation,cycle5,cycle5,"[""cycle2"",""cycle3"",""cycle4"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000013,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle5,community2_cycle5,0.0915,183,0.018,36,0.2,0.018,0.137,274,0.0275,55,0.2,0.0275,0.144,288,0.0285,57,0.2,0.0285,0.1545,309,0.031,62,0.2,0.031,0.168,336,0.0335,67,0.2,0.0335,0.1385,0.027700000000000002,0.018,0.0335,0.015500000000000003,cycle6
4000014,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q20_cycle6,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_2,2000,planted_chordal_community,2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,80,36,0.018,54,0.027,57,0.0285,61,0.0305,67,0.0335,2000,3500,80,184,0.092,246,0.123,291,0.1455,329,0.1645,393,0.1965,2000,3500,80,224,0.112,220,0.11,294,0.147,322,0.161,465,0.2325,3900002,2,2,q_task_label_allocation,cycle6,cycle6,"[""cycle2"",""cycle3"",""cycle4"",""cycle5""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000014,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle6,community2_cycle6,0.0915,183,0.018,36,0.2,0.018,0.137,274,0.027,54,0.2,0.027,0.144,288,0.0285,57,0.2,0.0285,0.1545,309,0.0305,61,0.2,0.0305,0.168,336,0.0335,67,0.2,0.0335,0.1375,0.027500000000000004,0.018,0.0335,0.015500000000000003,cycle6
4000015,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle2,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_3,2000,planted_chordal_community,3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,40,24,0.012,39,0.0195,37,0.0185,52,0.026,74,0.037,2000,3500,40,140,0.07,186,0.093,239,0.1195,297,0.1485,344,0.172,2000,3500,40,133,0.0665,183,0.0915,200,0.1,324,0.162,351,0.1755,3900003,3,3,q_task_label_allocation,cycle2,cycle2,"[""cycle3"",""cycle4"",""cycle5"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000015,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle2,community3_cycle2,0.0585,117,0.012,24,0.2,0.012,0.096,192,0.0195,39,0.2,0.0195,0.0925,185,0.0185,37,0.2,0.0185,0.1285,257,0.026,52,0.2,0.026,0.185,370,0.037,74,0.2,0.037,0.11299999999999999,0.0226,0.012,0.037,0.024999999999999998,cycle6
4000016,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle3,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_3,2000,planted_chordal_community,3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,40,24,0.012,39,0.0195,37,0.0185,52,0.026,74,0.037,2000,3500,40,140,0.07,186,0.093,239,0.1195,297,0.1485,344,0.172,2000,3500,40,133,0.0665,183,0.0915,200,0.1,324,0.162,351,0.1755,3900003,3,3,q_task_label_allocation,cycle3,cycle3,"[""cycle2"",""cycle4"",""cycle5"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000016,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle3,community3_cycle3,0.0585,117,0.012,24,0.2,0.012,0.096,192,0.0195,39,0.2,0.0195,0.0925,185,0.0185,37,0.2,0.0185,0.1285,257,0.026,52,0.2,0.026,0.185,370,0.037,74,0.2,0.037,0.11299999999999999,0.0226,0.012,0.037,0.024999999999999998,cycle6
4000017,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle4,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_3,2000,planted_chordal_community,3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,40,23,0.0115,38,0.019,37,0.0185,51,0.0255,74,0.037,2000,3500,40,140,0.07,186,0.093,239,0.1195,297,0.1485,344,0.172,2000,3500,40,133,0.0665,183,0.0915,200,0.1,324,0.162,351,0.1755,3900003,3,3,q_task_label_allocation,cycle4,cycle4,"[""cycle2"",""cycle3"",""cycle5"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000017,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle4,community3_cycle4,0.0585,117,0.0115,23,0.2,0.0115,0.096,192,0.019,38,0.2,0.019,0.0925,185,0.0185,37,0.2,0.0185,0.1285,257,0.0255,51,0.2,0.0255,0.185,370,0.037,74,0.2,0.037,0.11149999999999999,0.022299999999999997,0.0115,0.037,0.0255,cycle6
4000018,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle5,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_3,2000,planted_chordal_community,3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,40,23,0.0115,38,0.019,37,0.0185,51,0.0255,74,0.037,2000,3500,40,140,0.07,186,0.093,239,0.1195,297,0.1485,344,0.172,2000,3500,40,133,0.0665,183,0.0915,200,0.1,324,0.162,351,0.1755,3900003,3,3,q_task_label_allocation,cycle5,cycle5,"[""cycle2"",""cycle3"",""cycle4"",""cycle6""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000018,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle5,community3_cycle5,0.0585,117,0.0115,23,0.2,0.0115,0.096,192,0.019,38,0.2,0.019,0.0925,185,0.0185,37,0.2,0.0185,0.1285,257,0.0255,51,0.2,0.0255,0.185,370,0.037,74,0.2,0.037,0.11149999999999999,0.022299999999999997,0.0115,0.037,0.0255,cycle6
4000019,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q20_cycle6,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_3,2000,planted_chordal_community,3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3500,40,23,0.0115,38,0.019,37,0.0185,51,0.0255,74,0.037,2000,3500,40,140,0.07,186,0.093,239,0.1195,297,0.1485,344,0.172,2000,3500,40,133,0.0665,183,0.0915,200,0.1,324,0.162,351,0.1755,3900003,3,3,q_task_label_allocation,cycle6,cycle6,"[""cycle2"",""cycle3"",""cycle4"",""cycle5""]",0.2,0.2,0.2,0.2,deterministic_disjoint_positive_label_chunks,0.2,4000019,train,0.2,planted_community_q_task_label_heterogeneity,q_task_cycle6,community3_cycle6,0.0585,117,0.0115,23,0.2,0.0115,0.096,192,0.019,38,0.2,0.019,0.0925,185,0.0185,37,0.2,0.0185,0.1285,257,0.0255,51,0.2,0.0255,0.185,370,0.037,74,0.2,0.037,0.11149999999999999,0.022299999999999997,0.0115,0.037,0.0255,cycle6
4000020,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q50_cycle2,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_0,2000,planted_chordal_community,0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3000,40,77,0.0385,17,0.0085,17,0.0085,17,0.0085,12,0.006,2000,3000,40,160,0.08,177,0.0885,146,0.073,172,0.086,104,0.052,2000,3000,40,162,0.081,122,0.061,176,0.088,222,0.111,210,0.105,3900000,0,0,q_task_label_allocation,cycle2,cycle2,"[""cycle3"",""cycle4"",""cycle5"",""cycle6""]",0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.5,4000020,train,0.5,planted_community_q_task_label_heterogeneity,q_task_cycle2,community0_cycle2,0.0765,153,0.0385,77,0.5,0.0385,0.0655,131,0.0085,17,0.125,0.0085,0.067,134,0.0085,17,0.125,0.0085,0.0655,131,0.0085,17,0.125,0.0085,0.0485,97,0.006,12,0.125,0.006,0.07,0.014000000000000002,0.006,0.0385,0.0325,cycle2
4000021,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q50_cycle3,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_0,2000,planted_chordal_community,0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3000,40,19,0.0095,66,0.033,17,0.0085,16,0.008,12,0.006,2000,3000,40,160,0.08,177,0.0885,146,0.073,172,0.086,104,0.052,2000,3000,40,162,0.081,122,0.061,176,0.088,222,0.111,210,0.105,3900000,0,0,q_task_label_allocation,cycle3,cycle3,"[""cycle2"",""cycle4"",""cycle5"",""cycle6""]",0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.5,4000021,train,0.5,planted_community_q_task_label_heterogeneity,q_task_cycle3,community0_cycle3,0.0765,153,0.0095,19,0.125,0.0095,0.0655,131,0.033,66,0.5,0.033,0.067,134,0.0085,17,0.125,0.0085,0.0655,131,0.008,16,0.125,0.008,0.0485,97,0.006,12,0.125,0.006,0.065,0.013000000000000001,0.006,0.033,0.027000000000000003,cycle3
4000022,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q50_cycle4,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_0,2000,planted_chordal_community,0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3000,40,19,0.0095,16,0.008,67,0.0335,16,0.008,12,0.006,2000,3000,40,160,0.08,177,0.0885,146,0.073,172,0.086,104,0.052,2000,3000,40,162,0.081,122,0.061,176,0.088,222,0.111,210,0.105,3900000,0,0,q_task_label_allocation,cycle4,cycle4,"[""cycle2"",""cycle3"",""cycle5"",""cycle6""]",0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.5,4000022,train,0.5,planted_community_q_task_label_heterogeneity,q_task_cycle4,community0_cycle4,0.0765,153,0.0095,19,0.125,0.0095,0.0655,131,0.008,16,0.125,0.008,0.067,134,0.0335,67,0.5,0.0335,0.0655,131,0.008,16,0.125,0.008,0.0485,97,0.006,12,0.125,0.006,0.065,0.013000000000000001,0.006,0.0335,0.027500000000000004,cycle4
4000023,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q50_cycle5,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_0,2000,planted_chordal_community,0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3000,40,19,0.0095,16,0.008,17,0.0085,66,0.033,12,0.006,2000,3000,40,160,0.08,177,0.0885,146,0.073,172,0.086,104,0.052,2000,3000,40,162,0.081,122,0.061,176,0.088,222,0.111,210,0.105,3900000,0,0,q_task_label_allocation,cycle5,cycle5,"[""cycle2"",""cycle3"",""cycle4"",""cycle6""]",0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.5,4000023,train,0.5,planted_community_q_task_label_heterogeneity,q_task_cycle5,community0_cycle5,0.0765,153,0.0095,19,0.125,0.0095,0.0655,131,0.008,16,0.125,0.008,0.067,134,0.0085,17,0.125,0.0085,0.0655,131,0.033,66,0.5,0.033,0.0485,97,0.006,12,0.125,0.006,0.065,0.013000000000000001,0.006,0.033,0.027000000000000003,cycle5
4000024,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q50_cycle6,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_0,2000,planted_chordal_community,0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3000,40,19,0.0095,16,0.008,16,0.008,16,0.008,49,0.0245,2000,3000,40,160,0.08,177,0.0885,146,0.073,172,0.086,104,0.052,2000,3000,40,162,0.081,122,0.061,176,0.088,222,0.111,210,0.105,3900000,0,0,q_task_label_allocation,cycle6,cycle6,"[""cycle2"",""cycle3"",""cycle4"",""cycle5""]",0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.5,4000024,train,0.5,planted_community_q_task_label_heterogeneity,q_task_cycle6,community0_cycle6,0.0765,153,0.0095,19,0.125,0.0095,0.0655,131,0.008,16,0.125,0.008,0.067,134,0.008,16,0.125,0.008,0.0655,131,0.008,16,0.125,0.008,0.0485,97,0.0245,49,0.5,0.0245,0.058,0.011600000000000001,0.008,0.0245,0.0165,cycle6
4000025,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q50_cycle2,andrea/planted_community_clients/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0/community_1,2000,planted_chordal_community,1,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,andrea/planted_community_data/planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0,8000,13120,forward_dag,label_invariant_local_equals_global,2000,3000,80,50,0.025,16,0.008,18,0.009,17,0.0085,20,0.01,2000,3000,80,90,0.045,94,0.047,98,0.049,153,0.0765,182,0.091,2000,3000,80,97,0.0485,106,0.053,109,0.0545,100,0.05,124,0.062,3900001,1,1,q_task_label_allocation,cycle2,cycle2,"[""cycle3"",""cycle4"",""cycle5"",""cycle6""]",0.5,0.2,0.125,0.5,deterministic_disjoint_positive_label_chunks,0.5,4000025,train,0.5,planted_community_q_task_label_heterogeneity,q_task_cycle2,community1_cycle2,0.0495,99,0.025,50,0.5,0.025,0.0635,127,0.008,16,0.125,0.008,0.0725,145,0.009,18,0.125,0.009,0.067,134,0.0085,17,0.125,0.0085,0.0805,161,0.01,20,0.125,0.01,0.060500000000000005,0.012100000000000001,0.008,0.025,0.017,cycle2
