Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,71.8% ± 1.1%,75.2% ± 1.3%,82.6% ± 2.2%,79.9% ± 1.7%,91.0% ± 1.7%,87.8% ± 1.4%,73.4% ± 1.8%,72.0% ± 2.4%,51.8% ± 2.0%,—,3
FedAvg,67.5% ± 1.4%,69.4% ± 2.0%,83.0% ± 0.7%,81.7% ± 1.2%,79.2% ± 5.7%,77.2% ± 0.9%,68.2% ± 4.0%,65.7% ± 2.2%,56.8% ± 1.4%,69.3 ± 11.7,3
FedProx,70.5% ± 3.0%,72.7% ± 2.6%,85.4% ± 1.1%,83.9% ± 1.8%,84.5% ± 3.1%,81.5% ± 4.3%,69.8% ± 0.9%,69.3% ± 3.9%,58.6% ± 4.5%,79.3 ± 1.2,3
GCFL+,71.4% ± 1.4%,73.3% ± 1.7%,86.8% ± 3.6%,85.8% ± 3.4%,81.0% ± 5.8%,83.5% ± 0.8%,72.6% ± 2.5%,69.6% ± 3.3%,59.6% ± 0.7%,67.3 ± 9.9,3
FedALA-Full,71.4% ± 0.8%,73.7% ± 0.9%,84.0% ± 4.4%,83.0% ± 4.4%,88.0% ± 0.4%,80.5% ± 4.6%,73.2% ± 0.8%,68.4% ± 1.2%,58.6% ± 1.5%,66.0 ± 9.6,3
APPLE-Full,70.7% ± 2.2%,73.2% ± 2.5%,80.9% ± 1.7%,80.8% ± 2.1%,85.8% ± 6.7%,82.9% ± 1.6%,67.2% ± 3.9%,71.8% ± 0.8%,58.1% ± 1.8%,69.3 ± 11.0,3
APPLE-ALA,70.9% ± 2.4%,74.2% ± 2.6%,85.0% ± 3.0%,82.9% ± 2.5%,91.5% ± 4.0%,82.5% ± 4.1%,74.6% ± 3.0%,67.2% ± 0.5%,55.1% ± 2.5%,74.3 ± 5.7,3
APPLE-PostALA,73.1% ± 0.9%,76.0% ± 1.2%,87.1% ± 2.1%,85.8% ± 1.7%,88.6% ± 2.7%,89.0% ± 2.9%,75.2% ± 3.1%,69.2% ± 1.2%,57.9% ± 2.1%,74.7 ± 2.9,3
Local-Centralized Upper Bound,84.3% ± 1.8%,87.0% ± 1.4%,96.2% ± 0.5%,94.8% ± 0.6%,98.7% ± 0.6%,97.3% ± 0.9%,88.4% ± 1.2%,82.3% ± 4.0%,68.3% ± 3.3%,—,3
