Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,34.6% ± 1.0%,41.2% ± 2.0%,51.7% ± 3.5%,47.3% ± 1.6%,61.0% ± 6.7%,55.6% ± 3.9%,35.5% ± 2.8%,33.6% ± 4.2%,20.5% ± 1.1%,—,3
FedAvg,27.9% ± 2.7%,30.5% ± 3.2%,53.2% ± 1.9%,50.6% ± 0.7%,41.8% ± 9.0%,34.9% ± 3.2%,28.5% ± 3.8%,27.1% ± 3.7%,20.5% ± 2.6%,67.7 ± 15.0,3
FedProx,31.2% ± 3.9%,35.3% ± 4.2%,56.4% ± 0.7%,53.4% ± 0.6%,49.3% ± 4.0%,45.3% ± 9.0%,30.3% ± 0.8%,29.7% ± 4.8%,21.9% ± 4.0%,75.7 ± 3.8,3
GCFL+,33.1% ± 1.5%,36.7% ± 2.5%,60.6% ± 9.2%,57.7% ± 7.8%,46.5% ± 10.4%,47.5% ± 2.5%,35.2% ± 2.2%,31.3% ± 2.9%,22.9% ± 0.6%,69.7 ± 4.0,3
FedALA-Full,33.4% ± 1.8%,38.3% ± 2.6%,55.4% ± 13.1%,53.4% ± 11.3%,58.2% ± 1.5%,46.9% ± 7.9%,34.0% ± 3.1%,30.5% ± 2.2%,22.0% ± 1.2%,74.3 ± 4.0,3
APPLE-Full,33.3% ± 2.0%,38.0% ± 3.5%,48.6% ± 4.1%,48.9% ± 2.9%,52.6% ± 17.6%,50.9% ± 1.0%,29.8% ± 3.8%,33.9% ± 0.7%,22.8% ± 2.0%,68.3 ± 11.7,3
APPLE-ALA,35.2% ± 2.1%,42.1% ± 3.8%,58.2% ± 9.5%,55.6% ± 7.5%,68.5% ± 10.1%,51.7% ± 7.9%,37.5% ± 1.5%,31.1% ± 0.8%,21.6% ± 0.3%,71.3 ± 11.7,3
APPLE-PostALA,36.1% ± 0.4%,44.0% ± 2.9%,59.7% ± 8.9%,58.0% ± 6.6%,68.9% ± 11.3%,57.2% ± 4.6%,38.8% ± 2.9%,33.0% ± 0.9%,21.8% ± 1.6%,65.3 ± 13.7,3
Local-Centralized Upper Bound,83.0% ± 3.4%,85.7% ± 3.5%,95.0% ± 1.0%,93.7% ± 0.7%,97.3% ± 1.3%,96.5% ± 1.3%,86.8% ± 8.5%,79.8% ± 8.2%,67.9% ± 2.0%,—,3
