Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,19.4% ± 6.7%,14.9% ± 5.6%,40.4% ± 4.2%,16.8% ± 4.1%,12.6% ± 3.9%,13.9% ± 6.0%,13.6% ± 4.1%,20.3% ± 15.3%,14.2% ± 2.7%,—,3
FedAvg,21.9% ± 3.9%,22.9% ± 4.9%,34.4% ± 13.2%,26.4% ± 9.2%,23.0% ± 7.6%,27.5% ± 9.2%,24.3% ± 2.6%,22.5% ± 4.1%,17.1% ± 1.4%,71.7 ± 11.0,3
FedProx,21.7% ± 2.2%,22.3% ± 2.1%,40.8% ± 8.9%,30.7% ± 7.2%,22.2% ± 2.3%,26.4% ± 1.5%,23.0% ± 1.0%,22.2% ± 4.5%,17.6% ± 1.9%,74.0 ± 5.6,3
GCFL+,25.2% ± 2.5%,26.9% ± 3.8%,46.7% ± 2.9%,35.3% ± 2.4%,30.2% ± 14.8%,32.8% ± 2.9%,26.5% ± 3.0%,25.8% ± 3.1%,19.3% ± 0.9%,72.7 ± 7.5,3
FedALA-Full,25.5% ± 4.1%,26.0% ± 5.0%,40.3% ± 4.2%,29.1% ± 2.7%,27.3% ± 6.9%,31.2% ± 7.5%,25.6% ± 3.2%,25.2% ± 4.8%,20.7% ± 3.3%,78.7 ± 2.3,3
APPLE-Full,26.3% ± 4.2%,26.2% ± 4.2%,39.7% ± 10.4%,25.1% ± 5.4%,25.5% ± 6.2%,25.9% ± 3.7%,24.1% ± 3.9%,29.3% ± 4.7%,26.2% ± 3.5%,77.7 ± 3.2,3
APPLE-ALA,31.9% ± 2.2%,34.8% ± 2.9%,50.5% ± 6.1%,36.0% ± 4.7%,44.6% ± 5.4%,42.4% ± 13.2%,34.3% ± 3.9%,30.6% ± 1.0%,22.3% ± 2.7%,73.7 ± 6.7,3
APPLE-PostALA,34.9% ± 2.2%,38.4% ± 2.2%,58.3% ± 6.1%,40.3% ± 8.2%,49.9% ± 7.1%,49.2% ± 4.8%,34.2% ± 5.5%,34.3% ± 3.2%,24.3% ± 2.9%,70.0 ± 6.6,3
Local-Centralized Upper Bound,84.1% ± 1.6%,86.0% ± 1.1%,95.1% ± 1.0%,93.9% ± 1.4%,98.6% ± 0.5%,94.4% ± 1.1%,85.6% ± 3.7%,78.6% ± 2.4%,73.0% ± 3.6%,—,3
