Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,72.6% ± 1.0%,75.6% ± 0.6%,81.0% ± 0.7%,79.4% ± 0.9%,90.7% ± 0.3%,87.0% ± 1.7%,75.5% ± 1.1%,73.3% ± 2.9%,51.6% ± 2.3%,—,3
FedAvg,69.1% ± 2.2%,71.1% ± 1.9%,82.8% ± 0.5%,81.6% ± 0.8%,82.6% ± 4.2%,76.1% ± 3.5%,71.3% ± 1.4%,67.6% ± 5.0%,57.8% ± 2.4%,70.3 ± 12.4,3
FedProx,71.6% ± 3.9%,74.0% ± 3.4%,85.5% ± 1.8%,84.4% ± 2.3%,87.7% ± 0.8%,81.3% ± 6.3%,71.4% ± 0.9%,69.9% ± 3.7%,59.5% ± 5.9%,69.0 ± 9.5,3
GCFL+,71.7% ± 1.3%,73.8% ± 0.5%,86.3% ± 3.2%,85.6% ± 3.2%,82.8% ± 7.0%,82.7% ± 3.0%,74.4% ± 0.3%,70.4% ± 4.0%,58.9% ± 2.3%,74.3 ± 6.4,3
FedALA-Full,71.2% ± 1.9%,73.6% ± 1.9%,83.1% ± 5.3%,83.0% ± 4.5%,86.9% ± 2.2%,81.4% ± 3.5%,72.1% ± 2.2%,69.0% ± 3.3%,58.4% ± 1.7%,68.0 ± 2.6,3
APPLE-Full,72.1% ± 0.7%,74.6% ± 0.9%,79.4% ± 3.0%,79.4% ± 2.9%,88.3% ± 2.2%,84.1% ± 2.7%,68.9% ± 2.3%,71.9% ± 0.6%,59.5% ± 1.3%,73.7 ± 4.5,3
APPLE-ALA,72.1% ± 3.0%,75.3% ± 2.8%,83.3% ± 5.2%,82.2% ± 4.1%,92.1% ± 3.0%,83.2% ± 2.6%,74.9% ± 5.9%,69.9% ± 1.4%,56.2% ± 2.5%,58.0 ± 16.5,3
APPLE-PostALA,75.7% ± 1.0%,78.3% ± 0.7%,86.8% ± 1.9%,86.0% ± 2.4%,89.2% ± 1.8%,90.8% ± 2.6%,77.4% ± 1.7%,73.4% ± 2.1%,60.9% ± 4.0%,76.7 ± 3.2,3
Local-Centralized Upper Bound,84.6% ± 0.9%,86.9% ± 1.1%,95.3% ± 0.6%,93.6% ± 1.2%,96.1% ± 3.8%,96.9% ± 2.2%,89.3% ± 3.2%,83.5% ± 2.2%,69.0% ± 5.1%,—,3
