Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,73.2% ± 0.5%,75.7% ± 0.6%,81.5% ± 0.7%,79.7% ± 0.2%,89.7% ± 0.6%,87.0% ± 0.8%,75.5% ± 3.4%,73.9% ± 1.3%,52.4% ± 2.0%,—,3
FedAvg,69.8% ± 2.1%,71.3% ± 2.2%,82.6% ± 0.6%,81.6% ± 1.1%,78.3% ± 4.9%,78.2% ± 1.6%,71.4% ± 1.6%,69.3% ± 4.8%,59.1% ± 1.5%,68.3 ± 9.5,3
FedProx,71.6% ± 4.0%,74.0% ± 3.4%,85.4% ± 1.6%,84.3% ± 2.1%,87.4% ± 0.5%,81.5% ± 6.8%,71.4% ± 1.1%,70.2% ± 3.9%,59.6% ± 6.1%,69.0 ± 9.5,3
GCFL+,72.4% ± 0.7%,74.2% ± 0.5%,86.4% ± 2.5%,85.5% ± 2.4%,80.6% ± 2.7%,83.4% ± 2.5%,75.1% ± 0.9%,71.6% ± 2.8%,60.2% ± 0.7%,70.0 ± 6.1,3
FedALA-Full,71.6% ± 1.2%,73.3% ± 1.3%,83.2% ± 4.0%,82.6% ± 4.2%,83.9% ± 4.4%,80.1% ± 1.7%,73.7% ± 4.0%,70.4% ± 2.5%,58.5% ± 2.1%,68.7 ± 1.5,3
APPLE-Full,72.0% ± 0.7%,74.4% ± 0.6%,79.4% ± 3.2%,79.8% ± 2.8%,87.9% ± 1.5%,84.2% ± 2.4%,68.6% ± 2.5%,71.4% ± 0.2%,59.7% ± 1.7%,73.7 ± 4.5,3
APPLE-ALA,73.2% ± 1.5%,76.0% ± 1.7%,84.4% ± 3.2%,82.9% ± 3.0%,91.8% ± 4.0%,83.7% ± 1.2%,76.1% ± 4.2%,71.3% ± 1.4%,57.2% ± 1.1%,63.0 ± 10.4,3
APPLE-PostALA,75.5% ± 0.9%,78.1% ± 0.8%,86.3% ± 2.1%,85.8% ± 2.7%,88.9% ± 1.8%,90.0% ± 2.8%,77.3% ± 2.2%,73.4% ± 1.8%,61.0% ± 3.7%,76.7 ± 3.2,3
Local-Centralized Upper Bound,84.5% ± 1.6%,86.9% ± 1.2%,94.4% ± 1.1%,92.9% ± 1.2%,95.4% ± 3.5%,97.0% ± 1.8%,90.9% ± 1.7%,82.8% ± 1.7%,68.4% ± 5.5%,—,3
