Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,40.0% ± 0.9%,46.3% ± 1.1%,54.8% ± 4.5%,49.7% ± 2.3%,66.7% ± 4.1%,61.5% ± 4.0%,41.3% ± 3.4%,38.6% ± 3.0%,23.3% ± 1.2%,—,3
FedAvg,31.4% ± 2.3%,34.0% ± 2.8%,52.4% ± 2.1%,48.5% ± 2.3%,42.8% ± 8.4%,40.8% ± 1.6%,33.5% ± 2.5%,30.7% ± 4.6%,22.4% ± 0.9%,68.3 ± 9.5,3
FedProx,33.8% ± 4.9%,39.1% ± 5.1%,57.6% ± 3.7%,53.3% ± 3.5%,58.3% ± 3.3%,48.8% ± 13.0%,33.8% ± 1.7%,31.8% ± 4.0%,22.9% ± 4.4%,69.0 ± 9.5,3
GCFL+,34.3% ± 0.6%,37.9% ± 0.6%,60.4% ± 7.0%,56.8% ± 6.9%,45.5% ± 4.5%,50.0% ± 4.9%,37.7% ± 0.9%,32.9% ± 2.1%,23.3% ± 0.3%,70.0 ± 6.1,3
FedALA-Full,34.8% ± 1.0%,38.0% ± 1.6%,54.5% ± 9.3%,53.1% ± 10.1%,51.4% ± 8.8%,45.8% ± 1.9%,37.5% ± 5.4%,32.7% ± 2.4%,22.4% ± 1.1%,68.7 ± 1.5,3
APPLE-Full,35.5% ± 1.1%,41.5% ± 0.3%,49.0% ± 2.8%,45.8% ± 3.9%,64.2% ± 1.9%,53.2% ± 5.3%,31.6% ± 2.3%,34.6% ± 1.6%,23.7% ± 1.7%,73.7 ± 4.5,3
APPLE-ALA,36.8% ± 2.2%,43.9% ± 4.0%,57.0% ± 9.1%,54.4% ± 8.4%,71.2% ± 13.8%,51.2% ± 2.3%,40.6% ± 6.0%,34.3% ± 1.8%,22.0% ± 0.5%,63.0 ± 10.4,3
APPLE-PostALA,39.6% ± 1.7%,47.6% ± 3.0%,64.0% ± 6.1%,59.6% ± 6.9%,65.4% ± 6.4%,68.0% ± 6.8%,44.2% ± 7.1%,35.8% ± 2.6%,24.4% ± 3.2%,76.7 ± 3.2,3
Local-Centralized Upper Bound,84.8% ± 1.7%,87.1% ± 1.4%,94.6% ± 1.9%,93.3% ± 2.1%,96.4% ± 3.1%,95.9% ± 2.2%,91.4% ± 2.2%,82.8% ± 2.4%,69.3% ± 6.0%,—,3
