Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,73.4% ± 1.2%,76.6% ± 1.4%,84.0% ± 0.9%,81.9% ± 0.6%,91.7% ± 1.3%,86.8% ± 3.5%,75.5% ± 1.8%,74.1% ± 1.6%,54.8% ± 0.6%,—,3
FedAvg,70.4% ± 4.8%,73.2% ± 4.2%,84.8% ± 1.0%,83.1% ± 0.5%,88.4% ± 4.4%,82.5% ± 4.8%,70.2% ± 6.6%,67.0% ± 5.0%,58.0% ± 5.6%,74.7 ± 4.0,3
FedProx,74.0% ± 1.0%,76.8% ± 0.8%,87.9% ± 2.8%,85.7% ± 2.3%,90.7% ± 2.6%,88.0% ± 0.5%,75.5% ± 2.4%,70.0% ± 2.5%,59.8% ± 2.6%,67.7 ± 9.3,3
GCFL+,73.0% ± 1.3%,75.4% ± 0.9%,86.9% ± 3.8%,85.4% ± 4.9%,86.3% ± 4.1%,87.1% ± 1.8%,72.8% ± 2.1%,71.3% ± 4.7%,59.8% ± 1.7%,72.0 ± 10.6,3
FedALA-Full,72.3% ± 1.8%,74.6% ± 1.2%,82.8% ± 1.2%,81.6% ± 0.8%,85.3% ± 0.5%,85.3% ± 1.4%,72.5% ± 3.1%,69.9% ± 3.0%,59.8% ± 4.4%,67.7 ± 6.7,3
APPLE-Full,69.7% ± 2.7%,71.8% ± 2.6%,80.3% ± 1.6%,79.8% ± 1.0%,87.4% ± 0.9%,74.4% ± 7.1%,69.8% ± 1.2%,68.0% ± 3.5%,59.2% ± 2.2%,70.3 ± 13.3,3
APPLE-ALA,73.0% ± 2.1%,76.6% ± 1.7%,87.5% ± 1.9%,85.5% ± 2.7%,92.7% ± 1.2%,87.8% ± 0.9%,77.6% ± 2.6%,69.1% ± 3.0%,55.5% ± 2.9%,79.0 ± 1.0,3
APPLE-PostALA,74.1% ± 0.8%,76.8% ± 0.5%,87.0% ± 3.5%,85.7% ± 3.1%,87.3% ± 1.4%,87.4% ± 2.0%,77.7% ± 3.0%,73.2% ± 0.7%,58.2% ± 4.0%,73.7 ± 2.5,3
Local-Centralized Upper Bound,84.7% ± 1.6%,87.0% ± 0.9%,95.5% ± 1.1%,94.2% ± 1.7%,96.9% ± 0.9%,96.3% ± 1.7%,89.2% ± 0.8%,82.3% ± 3.6%,70.2% ± 4.0%,—,3
