Method,Micro-F1,Macro Pos-F1,Micro PR-AUC,Macro PR-AUC,cycle2 pos-F1,cycle3 pos-F1,cycle4 pos-F1,cycle5 pos-F1,cycle6 pos-F1,Sel. round,n
Fully Local,46.7% ± 6.3%,44.8% ± 8.6%,46.8% ± 5.9%,48.0% ± 6.2%,46.6% ± 14.2%,48.5% ± 10.8%,46.1% ± 9.8%,44.6% ± 8.9%,38.3% ± 1.8%,—,3
FedAvg,58.1% ± 7.5%,58.8% ± 8.1%,66.1% ± 11.6%,68.1% ± 9.4%,57.9% ± 13.3%,64.6% ± 11.1%,59.9% ± 4.2%,59.8% ± 7.8%,51.7% ± 4.6%,74.7 ± 2.1,3
FedProx,60.1% ± 3.0%,60.8% ± 2.8%,73.0% ± 6.1%,75.1% ± 5.3%,61.3% ± 4.9%,66.0% ± 4.8%,61.1% ± 2.2%,62.4% ± 5.3%,53.2% ± 3.9%,78.0 ± 1.7,3
GCFL+,63.7% ± 1.8%,64.9% ± 2.8%,76.0% ± 3.4%,76.7% ± 1.0%,69.0% ± 12.0%,69.3% ± 3.1%,67.0% ± 0.9%,64.4% ± 0.6%,54.7% ± 1.5%,76.0 ± 5.3,3
FedALA-Full,60.9% ± 3.1%,61.4% ± 3.3%,67.8% ± 2.4%,69.2% ± 4.4%,63.2% ± 6.9%,65.6% ± 5.0%,63.0% ± 1.7%,61.4% ± 3.4%,54.1% ± 2.7%,78.0 ± 2.6,3
APPLE-Full,59.6% ± 4.8%,60.0% ± 5.2%,64.3% ± 5.8%,66.2% ± 7.6%,62.7% ± 11.3%,62.8% ± 6.2%,57.7% ± 3.3%,62.7% ± 7.0%,53.9% ± 1.1%,79.3 ± 1.2,3
APPLE-ALA,68.7% ± 0.8%,70.6% ± 0.5%,77.9% ± 0.2%,78.8% ± 0.8%,79.9% ± 2.2%,77.8% ± 2.4%,71.2% ± 4.5%,68.2% ± 2.3%,56.2% ± 4.2%,70.3 ± 3.8,3
APPLE-PostALA,69.9% ± 2.6%,71.8% ± 2.2%,81.4% ± 2.7%,81.9% ± 1.6%,82.0% ± 3.9%,81.2% ± 4.1%,69.4% ± 1.0%,68.7% ± 4.2%,57.7% ± 4.6%,76.0 ± 5.2,3
Local-Centralized Upper Bound,85.3% ± 3.1%,87.3% ± 2.5%,95.6% ± 0.3%,94.2% ± 0.7%,98.9% ± 1.4%,94.8% ± 0.5%,88.1% ± 2.5%,81.9% ± 5.7%,72.8% ± 4.6%,—,3
