split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,2537,3060,3726,4214,4726,7451,3610
val,2533,3101,3807,4469,5024,7443,3676
test,2587,3040,3582,4146,4668,7288,3705
