split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,3192,4007,5532,7939,11651,11306,5648
val,3080,3980,5758,8483,12579,11495,5881
test,3239,4065,5662,8072,11507,11563,5645
