q,macro_pr_auc_mean,macro_pr_auc_std,macro_f1_mean,micro_pr_auc_mean,micro_f1_mean,eval_loss_mean
0.2,0.9786368012428284,0.001105547833408937,0.9377318620681763,0.9789070089658102,0.9263149340302607,0.07231245970477657
0.5,0.9794691602389017,0.001361432540066312,0.9382414619127909,0.9810024301211039,0.924943668934131,0.06939282809694604
0.8,0.9782858888308207,0.0006582523711446321,0.930528998374939,0.9783681631088257,0.9169099362846854,0.07928297634422776
