split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,6373,7750,9345,10669,11892,18754,9441
val,6420,7696,9443,11053,12522,18830,9584
test,6502,7906,9519,10928,12362,19077,9602
