run_type,algorithm,subset_id,subset_clients,graph_id,dataset_id,num_clients,client_fraction,out_csv,ckpt_path,dr_csv_path,rounds,local_epochs,selection_metric,selection_metrics,selection_direction,apple_dr_lr,apple_mu,apple_scheduler_type,apple_scheduler_fraction,apple_dr_init,apple_dr_constraint,apple_download_strategy,apple_use_head_ala,apple_ala_lr,apple_ala_rand_percent,apple_ala_convergence_std,apple_ala_convergence_window,apple_ala_max_steps,apple_expert_rho,apple_expert_pseudo_count,apple_mixing_mode,output_head,architecture,mcw,num_layers,lr,weight_decay,dropout,hidden_dim,use_ego_ids,batch_size,seed,model_tag,gamma,q_value,q_iid,q_other_share,q_assigned_share,mask_fraction,controlled_benchmark,mask_mode,family,manifest_subset_id,display_name,mask_splits,selection_modes,eval_protocols,apple_ala_training_order,apple_ala_materialized_filter,backbone_aggregation_scope,task_head_donor_scope,communication,task_head_dr_length,oracle_hard_cluster_id,oracle_hard_base_graph_id,oracle_parent_subset_id,oracle_parent_subset_clients
oracle_hard_cluster_apple_post_ala_multi_select,oracle_hard_cluster_apple_post_ala_multi_select,4000055|4000056|4000057|4000058|4000059,4000055|4000056|4000057|4000058|4000059,all,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle6,5,1.0,andrea/runs_oracle_hard_postala_q08_s1_c3/oracle_hard_cluster_66c141f4_4000055-4000056-4000057-400_d5b74640_r80_e1_s1_0abdf02998b2.csv,andrea/runs_oracle_hard_postala_q08_s1_c3/oracle_hard_cluster_66c141f4_4000055-4000056-4000057-400_d5b74640_r80_e1_s1_0abdf02998b2.pt,andrea/runs_oracle_hard_postala_q08_s1_c3/oracle_hard_cluster_66c141f4_4000055-4000056-4000057-400_d5b74640_r80_e1_s1_0abdf02998b2_dr.csv,80,1,multi,loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,0.001,0.001,cosine,0.2,sample_size,unconstrained,full,True,1.0,20.0,0.1,10,100,0.8,1.0,oracle_hard_cluster_fedavg_backbone_cluster_task_head,multi,multihead,auto,6,0.001,0.0001,0.1,64,True,64,1,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selms5_oracle_hard_cluster_postala,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,oracle_hard_cluster_q_task_label_heterogeneity,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients__oracle_hard_c3,OracleHardCluster-APPLE-PostALA,train|val|test,full|visible,oracle_full|realistic_visible|realistic_selection_oracle,apple_train_then_ala_filter,True,oracle_hard_cluster_only,oracle_hard_cluster_only,within_oracle_cluster_only,5,3,3900003,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059
