split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,4978,4936,4697,4311,3963,9322,4624
val,5059,5008,4756,4363,3963,9438,4705
test,5017,4917,4731,4304,4022,9543,4752
