split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,2572,3084,3709,4595,5845,7462,3835
val,2631,3024,3808,4876,5930,7612,3847
test,2629,3081,3716,4661,5691,7585,3715
